N	2gram	Trubetskoy_1	Narrotol
1	не только	9	26
2	а не	2	17
3	но и	10	15
4	тогда как	2	15
5	в том	17	14
6	при этом	5	14
7	в качестве	3	14
8	и не	19	14
9	том что	9	13
10	и в	14	13
11	в этом	17	13
12	состоит в	2	12
13	в частности	2	11
14	только в	5	11
15	может быть	9	10
16	в данном	7	10
17	к тому	7	9
18	сводится к	3	9
19	а в	5	9
20	то что	13	8
21	в себе	9	8
22	не может	22	8
23	не в	4	8
24	к себе	2	7
25	никогда не	5	6
26	в своем	6	6
27	прежде всего	8	6
28	и к	6	6
29	того что	3	6
30	в его	4	6
31	данном случае	3	6
32	со стороны	4	6
33	жизни в	5	6
34	все же	4	6
35	у него	2	6
36	как бы	4	6
37	но в	2	6
38	место в	2	5
39	точки зрения	11	5
40	что он	6	5
41	он не	5	5
42	в котором	2	5
43	и тем	2	5
44	в нем	5	5
45	по отношению	2	5
46	таким образом	11	5
47	тем самым	2	5
48	в то	10	5
49	о том	7	5
50	что это	3	4
51	если бы	6	4
52	отнюдь не	7	4
53	в глазах	2	4
54	в конце	3	4
55	как и	4	4
56	все что	4	4
57	что в	4	4
58	для него	6	4
59	не к	2	4
60	жизни и	4	4
61	в своей	5	4
62	то же	11	4
63	уже не	2	4
64	в мире	4	4
65	в силу	2	4
66	в другом	3	4
67	в этой	4	4
68	и т.д	4	4
69	с ним	2	4
70	тому что	2	3
71	точку зрения	4	3
72	представить себе	2	3
73	или иного	2	3
74	или иной	5	3
75	да и	3	3
76	что они	3	3
77	одна из	3	3
78	о котором	3	3
79	но не	4	3
80	же время	10	3
81	того или	2	3
82	той или	3	3
83	только к	3	3
84	для себя	2	3
85	на том	3	3
86	между собой	5	3
87	все эти	2	3
88	самом деле	7	3
89	того чтобы	8	3
90	и даже	2	3
91	и по	3	3
92	и для	6	3
93	в таком	2	3
94	самим собой	12	3
95	между тем	5	3
96	которой он	4	3
97	он сам	3	2
98	зависит от	2	2
99	хотя бы	5	2
100	из этих	3	2
101	точно так	2	2
102	с нею	3	2
103	на то	5	2
104	не должен	2	2
105	для нас	2	2
106	и т	3	2
107	в начале	2	2
108	и более	2	2
109	должна быть	2	2
110	что с	2	2
111	участие в	2	2
112	еще не	3	2
113	было бы	5	2
114	себе и	4	2
115	в самом	3	2
116	в будущем	3	2
117	несмотря на	3	2
118	но для	2	2
119	что и	3	2
120	себя в	4	2
121	не будет	7	2
122	только на	2	2
123	в других	2	2
124	а с	2	2
125	если не	2	2
126	именно в	3	2
127	в течение	2	2
128	и состоит	2	2
129	на самом	6	2
130	и что	2	2
131	с точки	9	2
132	так же	2	2
133	как на	8	2
134	можно было	4	2
135	но это	2	2
136	в результате	2	2
137	в ней	2	2
138	в виде	3	2
139	в своих	6	2
140	говорить о	3	2
141	во время	2	2
142	чтобы в	2	2
143	потому что	5	2
144	в области	2	2
145	церкви и	9	2
146	в сознании	3	2
