N	2gram	Potebnia_M_4	formyVre
1	и в	23	46
2	в этом	23	22
3	и т	7	14
4	вовсе не	7	13
5	и его	2	12
6	только в	15	11
7	не только	10	11
8	т п	4	11
9	во время	2	10
10	в том	23	10
11	как бы	5	10
12	точки зрения	4	10
13	то есть	34	10
14	но в	8	10
15	не в	11	9
16	мы уже	3	9
17	вместе с	6	9
18	но и	11	9
19	и не	18	9
20	и для	2	9
21	в ряд	2	9
22	связи с	3	8
23	как и	14	8
24	в его	5	8
25	то же	14	8
26	того чтобы	4	8
27	для того	6	8
28	с точки	3	8
29	потому что	33	8
30	в них	3	7
31	в одном	4	7
32	может быть	26	7
33	то что	29	7
34	так и	6	7
35	и на	3	7
36	так сказать	5	7
37	никогда не	3	6
38	и все	4	6
39	при этом	15	6
40	как мы	2	6
41	еще не	3	6
42	его в	4	6
43	все это	5	6
44	те же	3	6
45	человека в	2	6
46	так как	14	6
47	и с	4	6
48	в своем	8	5
49	с этим	7	5
50	в то	4	5
51	в греческом	2	5
52	он не	2	5
53	и др	2	5
54	в нем	7	5
55	что в	17	5
56	все эти	3	5
57	в смысле	3	5
58	и у	2	5
59	должно быть	5	5
60	тела и	2	5
61	уже в	5	4
62	из этих	2	4
63	человека и	3	4
64	в образе	2	4
65	же время	3	4
66	с ним	5	4
67	значение и	2	4
68	том что	12	4
69	так что	5	4
70	есть и	2	4
71	в ряду	6	4
72	том же	2	4
73	в котором	4	4
74	в мире	2	4
75	и их	3	4
76	конечно не	2	4
77	как в	7	4
78	еще более	2	4
79	а не	12	4
80	их в	3	4
81	в себе	14	4
82	в истории	4	4
83	о том	8	4
84	не было	12	3
85	к тому	3	3
86	что он	4	3
87	и как	2	3
88	тем более	5	3
89	в большинстве	2	3
90	для него	5	3
91	кроме того	3	3
92	тот же	2	3
93	в это	2	3
94	хотя и	5	3
95	что на	2	3
96	что и	7	3
97	слова и	5	3
98	отношение к	2	3
99	т д	3	3
100	таким образом	24	3
101	и они	2	3
102	уже не	3	3
103	здесь мы	2	3
104	того что	14	3
105	и даже	2	3
106	и по	3	3
107	и прежде	2	3
108	а в	5	3
109	в которых	3	3
110	тем что	10	3
111	же самое	4	3
112	в этих	3	3
113	большинстве случаев	2	3
114	в виду	3	3
115	только для	2	2
116	и более	4	2
117	до того	3	2
118	не были	2	2
119	по своему	2	2
120	и есть	3	2
121	и та	4	2
122	говорить о	5	2
123	на котором	4	2
124	с другой	2	2
125	и других	3	2
126	это не	7	2
127	и так	3	2
128	что все	4	2
129	одном из	2	2
130	по себе	11	2
131	одна и	2	2
132	можно сказать	4	2
133	но эта	2	2
134	влияние на	2	2
135	все в	2	2
136	в самой	2	2
137	именно в	3	2
138	у нас	2	2
139	мы видим	2	2
140	с тем	7	2
141	явления и	2	2
142	все что	2	2
143	между ними	4	2
144	равно как	2	2
145	она не	2	2
146	было бы	8	2
147	и к	6	2
148	в сущности	2	2
149	и о	4	2
150	к ним	2	2
151	только под	3	2
152	и потому	10	2
153	эти образы	2	2
154	один из	2	2
155	сих пор	4	2
156	этом случае	5	2
157	быть и	2	2
158	и до	3	2
159	находится в	5	2
160	не может	11	2
161	и только	3	2
162	в двух	2	2
163	в той	4	2
164	лишь в	3	2
165	человек не	2	2
166	так же	4	2
167	сами по	2	2
168	в данном	4	2
169	но это	3	2
170	то в	3	2
171	мы имеем	4	2
172	могут быть	7	2
173	ту же	3	2
174	в поэзии	3	2
175	человеческой природы	2	2
176	и это	2	2
177	там где	3	2
178	во всяком	5	2
179	до сих	4	2
