N	2gram	Vygotskiy__5	Russkaja
1	не может	9	22
2	и не	6	19
3	в том	27	17
4	в этом	14	17
5	и в	30	14
6	с другом	3	14
7	друг с	3	14
8	то что	37	13
9	таким образом	20	11
10	то же	7	11
11	точки зрения	7	11
12	но и	6	10
13	в то	2	10
14	том что	21	9
15	не только	16	9
16	в себе	5	9
17	с точки	2	9
18	может быть	11	9
19	прежде всего	4	8
20	того чтобы	20	8
21	как на	11	8
22	к тому	8	7
23	и если	6	7
24	самом деле	8	7
25	в данном	3	7
26	мы должны	3	7
27	о том	10	7
28	и с	2	7
29	если бы	11	6
30	на самом	2	6
31	что он	17	6
32	и к	4	6
33	и при	2	6
34	с тем	8	6
35	для него	3	6
36	для того	20	6
37	все это	2	6
38	в своем	6	6
39	и для	6	6
40	в своих	5	6
41	себя и	2	5
42	между собой	2	5
43	хотя бы	3	5
44	он должен	8	5
45	вопрос о	3	5
46	на то	17	5
47	и на	3	5
48	или иной	2	5
49	при этом	8	5
50	до сих	5	5
51	было бы	5	5
52	в своей	4	5
53	он не	3	5
54	никогда не	9	5
55	в нем	7	5
56	сих пор	5	5
57	во всех	2	5
58	и только	3	5
59	по существу	2	5
60	из которых	4	5
61	а в	4	5
62	потому что	23	5
63	только в	5	5
64	но не	7	4
65	не могут	3	4
66	что в	24	4
67	как и	6	4
68	как бы	19	4
69	себе и	2	4
70	все же	7	4
71	жизни и	6	4
72	вместе с	12	4
73	со стороны	3	4
74	от того	4	4
75	в их	3	4
76	приводит к	2	4
77	в совершенно	6	4
78	не в	8	4
79	смотреть на	3	4
80	можно было	3	4
81	и то	9	4
82	в этой	5	4
83	во всем	2	4
84	в его	4	4
85	идет речь	3	4
86	так как	9	4
87	что это	8	3
88	на том	2	3
89	именно в	6	3
90	из этих	3	3
91	в конце	4	3
92	что все	6	3
93	в положении	2	3
94	о которых	2	3
95	этом случае	2	3
96	и как	7	3
97	в другом	3	3
98	что они	5	3
99	должно быть	2	3
100	в качестве	2	3
101	лучшем случае	3	3
102	еще не	5	3
103	несмотря на	5	3
104	в самом	14	3
105	мы говорили	4	3
106	том чтобы	2	3
107	той или	2	3
108	знаем что	2	3
109	и потому	5	3
110	для этого	9	3
111	но мы	2	3
112	то это	4	3
113	что и	3	3
114	не есть	4	3
115	и т	7	3
116	из них	2	3
117	данном случае	3	3
118	что оно	6	3
119	и сейчас	3	3
120	сводится к	5	3
121	того что	8	3
122	в лучшем	3	3
123	или в	6	3
124	тем что	6	3
125	связи с	2	3
126	о котором	6	3
127	из этого	2	3
128	конце концов	2	3
129	и ни	2	3
130	одна из	3	3
131	а с	5	2
132	должна быть	2	2
133	от нас	2	2
134	и есть	5	2
135	в частности	4	2
136	у него	3	2
137	по этому	5	2
138	от этой	2	2
139	бы его	2	2
140	с этим	2	2
141	этот вопрос	4	2
142	тот факт	4	2
143	это в	3	2
144	состоит в	3	2
145	представить себе	2	2
146	совершенно очевидно	5	2
147	ясно что	6	2
148	их не	2	2
149	по себе	7	2
150	том и	2	2
151	ни в	3	2
152	так что	3	2
153	это есть	3	2
154	естественно что	2	2
155	от него	4	2
156	именно на	5	2
157	не можем	4	2
158	указывает на	4	2
159	отличается от	2	2
160	что с	6	2
161	совершенно не	6	2
162	от друга	2	2
163	и о	3	2
164	по самому	2	2
165	в ней	4	2
166	в котором	2	2
167	если же	2	2
168	и тем	6	2
169	друг от	2	2
170	для нас	3	2
171	быть и	2	2
172	но она	2	2
173	противоречие с	2	2
174	тому что	8	2
175	целый ряд	3	2
176	по отношению	2	2
177	это только	3	2
178	отношения к	2	2
179	в течение	2	2
180	все эти	2	2
181	и вот	2	2
182	только на	4	2
183	и что	23	2
184	а не	8	2
185	факт что	6	2
186	стоит только	5	2
187	и наконец	3	2
188	и даже	2	2
189	так же	13	2
190	в глазах	2	2
191	в таком	3	2
192	в результате	4	2
193	в силу	3	2
194	мы можем	7	2
195	даже и	2	2
196	мы уже	6	2
197	бы для	2	2
198	как будто	6	2
199	в этих	3	2
200	но в	5	2
