N	2gram	Ircho_Kome_1	Problema
1	то что	2	42
2	вовсе не	2	35
3	и в	22	32
4	и не	8	31
5	не менее	3	19
6	в этом	3	19
7	тем не	2	18
8	не только	10	17
9	потому что	5	16
10	в виде	3	15
11	в себе	2	15
12	может быть	9	14
13	у нас	3	14
14	указывает на	2	14
15	но в	4	14
16	и тем	2	13
17	в нем	4	13
18	как раз	3	13
19	что в	6	12
20	том что	12	12
21	так и	5	12
22	и т	9	11
23	и даже	5	11
24	о том	8	11
25	так как	4	11
26	то же	6	10
27	прежде всего	5	10
28	в этой	7	10
29	т д	4	10
30	ничего не	3	10
31	но не	2	9
32	в том	11	9
33	но и	11	9
34	так же	3	9
35	же самое	2	9
36	художественный образ	2	9
37	по своему	3	9
38	еще не	2	9
39	на то	3	8
40	не может	2	8
41	и о	3	8
42	и на	3	8
43	было бы	2	8
44	но это	2	8
45	и ее	3	8
46	ни в	6	7
47	такого рода	6	7
48	все это	5	7
49	в них	3	7
50	и все	3	7
51	что он	6	7
52	как мы	4	7
53	во всяком	2	7
54	тем что	4	7
55	только в	3	7
56	в конце	6	6
57	и как	3	6
58	при этом	5	6
59	в самом	2	6
60	хотя и	3	6
61	то и	2	6
62	таким образом	8	6
63	и здесь	2	6
64	его в	3	6
65	как это	3	6
66	в то	10	6
67	за пределы	2	6
68	в его	5	6
69	в котором	4	5
70	еще и	2	5
71	в сознании	3	5
72	в других	2	5
73	совсем не	2	4
74	казалось бы	3	4
75	именно в	4	4
76	не в	6	4
77	по поводу	4	4
78	один из	5	4
79	не говоря	2	4
80	в их	4	4
81	или в	2	4
82	а в	6	4
83	в истории	5	4
84	конце концов	4	4
85	же в	4	4
86	а также	4	4
87	как в	5	4
88	даже если	2	4
89	и притом	2	4
90	мы можем	4	4
91	уже в	5	3
92	в отношении	6	3
93	с другой	5	3
94	что они	4	3
95	в действительности	2	3
96	несмотря на	4	3
97	всяком случае	2	3
98	из них	10	3
99	другой стороны	5	3
100	для этого	2	3
101	и его	8	3
102	именно на	2	3
103	но он	2	3
104	точки зрения	4	3
105	и еще	3	3
106	для себя	2	3
107	и во	2	3
108	ясно что	4	3
109	о которых	5	3
110	как и	9	3
111	того же	2	3
112	здесь в	3	3
113	до сих	2	3
114	к тому	6	3
115	он не	3	3
116	сих пор	2	3
117	или менее	2	3
118	да и	3	3
119	того как	3	3
120	к нему	2	3
121	как будто	2	3
122	в чем	3	3
123	же как	3	2
124	на его	5	2
125	из числа	3	2
126	из других	2	2
127	или может	2	2
128	в комедии	22	2
129	говоря уже	2	2
130	которых мы	2	2
131	большей частью	2	2
132	быть даже	2	2
133	в результате	4	2
134	и с	3	2
135	действующих лиц	4	2
136	чем же	2	2
137	между тем	5	2
138	для них	2	2
139	могут быть	3	2
140	однако в	3	2
141	в качестве	4	2
142	в сущности	2	2
143	между прочим	2	2
144	и особенно	4	2
145	вместе с	2	2
146	ее в	2	2
147	только что	2	2
148	что к	2	2
149	мы не	3	2
150	нас в	2	2
151	на себя	2	2
152	едва ли	7	2
153	в которой	6	2
154	в области	2	2
