N	2gram	Medvedev_F_3	Myshleni
1	и речи	2	38
2	точки зрения	16	26
3	таким образом	18	26
4	в том	7	24
5	и в	27	23
6	том что	4	21
7	в целом	4	20
8	с точки	14	18
9	того чтобы	5	17
10	то что	8	17
11	в этом	18	17
12	так же	9	16
13	не только	9	16
14	того что	3	15
15	говорит он	5	15
16	для того	4	15
17	что в	8	14
18	может быть	25	14
19	но и	10	14
20	как и	14	14
21	в его	7	14
22	с помощью	8	13
23	не может	24	12
24	как бы	8	11
25	сказать что	3	11
26	с другой	6	10
27	прежде всего	4	10
28	в отношении	2	10
29	не является	5	9
30	другой стороны	5	9
31	и не	30	9
32	между тем	7	9
33	и с	3	9
34	вместе с	6	9
35	внутренней речи	2	9
36	и на	3	8
37	в основе	3	8
38	в процессе	15	8
39	то же	15	8
40	в этой	2	7
41	в самом	11	7
42	по отношению	3	7
43	в то	7	7
44	так как	9	7
45	с тем	7	7
46	что он	6	7
47	отношению к	3	7
48	мы не	4	7
49	и ее	6	7
50	все время	6	6
51	независимо от	5	6
52	столь же	3	6
53	же как	3	6
54	и тем	3	6
55	от того	2	6
56	все это	7	6
57	лишь в	9	6
58	потому что	7	6
59	о том	4	6
60	в сущности	2	6
61	связь между	4	6
62	и его	19	6
63	мы можем	4	6
64	тем что	5	6
65	в себе	3	6
66	только в	8	6
67	тому что	3	5
68	в какой	3	5
69	можно сказать	3	5
70	и как	4	5
71	по себе	4	5
72	для этого	2	5
73	в своих	6	5
74	мы должны	2	5
75	и все	8	5
76	бы в	6	5
77	если бы	12	5
78	но в	6	5
79	и более	3	5
80	между собой	4	5
81	и что	3	5
82	слова и	4	5
83	так и	21	5
84	как мы	8	5
85	из этого	4	5
86	но не	5	4
87	она должна	2	4
88	не в	12	4
89	высшей степени	2	4
90	при этом	8	4
91	что она	2	4
92	в котором	2	4
93	все эти	6	4
94	в высшей	2	4
95	этом отношении	3	4
96	в результате	5	4
97	их в	3	4
98	с его	2	4
99	одну из	2	4
100	внутренняя речь	2	4
101	к этому	2	4
102	было бы	6	4
103	к тому	4	4
104	должен быть	2	4
105	в своей	6	4
106	как в	4	4
107	как раз	8	4
108	хотя бы	6	4
109	функции в	3	4
110	ни в	8	4
111	этого слова	2	4
112	уже в	4	3
113	что это	3	3
114	в своем	2	3
115	и от	11	3
116	из этих	2	3
117	на все	2	3
118	в такой	2	3
119	что именно	5	3
120	мы и	3	3
121	что они	5	3
122	смысле слова	2	3
123	в общем	2	3
124	общения и	2	3
125	и следовательно	3	3
126	друг другу	2	3
127	отношения к	2	3
128	от всех	4	3
129	в которых	3	3
130	вовсе не	28	3
131	в одной	5	3
132	же самое	3	3
133	как он	2	3
134	тогда когда	4	3
135	всяком случае	6	3
136	сознания и	2	3
137	смысле этого	2	3
138	превращается в	2	3
139	не могло	2	3
140	такой же	2	3
141	учение о	2	3
142	во всех	3	3
143	она не	4	3
144	человека и	2	3
145	с таким	2	3
146	все же	6	3
147	самом деле	16	3
148	а не	17	3
149	во всяком	6	3
150	могут быть	4	3
151	в каком	2	3
152	связи с	5	3
153	и это	2	3
154	в области	2	3
155	ничего не	2	3
156	в основу	2	2
157	никогда не	5	2
158	в конце	3	2
159	в смысле	4	2
160	является для	3	2
161	как таковой	3	2
162	в зависимости	5	2
163	на этом	2	2
164	же время	7	2
165	с такой	2	2
166	к проблеме	3	2
167	был бы	2	2
168	мы видели	4	2
169	жизни и	4	2
170	данном случае	4	2
171	той же	3	2
172	в слове	4	2
173	и даже	2	2
174	бы и	3	2
175	и те	4	2
176	это понятие	2	2
177	что этот	2	2
178	нуждается в	3	2
179	к его	3	2
180	говорить о	2	2
181	в этих	3	2
182	как это	4	2
183	от этого	2	2
184	всех этих	2	2
185	главным образом	2	2
186	он может	2	2
187	в них	3	2
188	поэтому в	2	2
189	ясно что	3	2
190	в ее	4	2
191	зависимости от	5	2
192	связано с	2	2
193	ту или	2	2
194	за пределы	2	2
195	и понимания	6	2
196	на ее	4	2
197	и потому	5	2
198	даже в	2	2
199	ее в	3	2
200	слова как	2	2
201	нового и	3	2
202	одной и	2	2
203	если мы	7	2
204	уже не	3	2
205	и пр	15	2
206	между ними	15	2
207	целое и	3	2
208	в данном	6	2
209	как таковая	3	2
210	дело в	2	2
211	там где	7	2
