N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	14	49
2	прежде всего	11	19
3	в его	8	18
4	не только	12	17
5	и его	5	17
6	и на	3	17
7	и не	2	15
8	в этом	11	15
9	только в	5	13
10	но и	5	13
11	как и	9	11
12	как бы	7	11
13	в этой	8	10
14	все это	2	9
15	для него	10	9
16	в нем	3	9
17	все же	3	7
18	один из	4	7
19	жизни и	5	7
20	не может	7	7
21	то же	9	7
22	все эти	3	7
23	как мы	3	7
24	именно в	7	6
25	то что	8	6
26	в литературе	3	6
27	в себя	2	6
28	же время	8	6
29	мы уже	4	6
30	так и	13	6
31	и с	4	6
32	но он	3	6
33	точки зрения	5	6
34	в то	8	6
35	в творчестве	3	6
36	с его	5	5
37	никогда не	6	5
38	в своем	4	5
39	в начале	2	5
40	но не	3	5
41	при этом	12	5
42	может быть	5	5
43	и потому	2	5
44	в своей	10	5
45	с точки	3	5
46	и смерти	3	5
47	в духе	4	4
48	и к	4	4
49	в себе	11	4
50	том что	16	4
51	этот момент	2	4
52	одна из	2	4
53	и о	4	4
54	в своих	3	4
55	в этих	5	4
56	сих пор	2	4
57	до сих	2	4
58	в форме	2	4
59	не было	4	4
60	а в	7	4
61	лишь в	3	4
62	характер и	2	4
63	тем что	3	4
64	с ним	4	4
65	но в	5	4
66	жизни в	6	3
67	превращается в	3	3
68	что он	9	3
69	же в	3	3
70	в ее	3	3
71	в том	12	3
72	да и	2	3
73	в значительной	2	3
74	было бы	6	3
75	из них	4	3
76	несмотря на	4	3
77	в самом	4	3
78	даже в	3	3
79	раз в	2	3
80	с ее	2	3
81	ни в	5	3
82	этом отношении	3	3
83	и все	4	3
84	можно было	5	3
85	так в	2	3
86	о том	12	3
87	и это	4	3
88	видит в	3	3
89	автора и	2	2
90	человек в	2	2
91	связи с	4	2
92	что в	6	2
93	на фоне	2	2
94	в качестве	9	2
95	та же	4	2
96	о человеке	2	2
97	это в	3	2
98	на то	4	2
99	можно сказать	4	2
100	там же	2	2
101	ничего не	8	2
102	до конца	2	2
103	в пределах	3	2
104	еще не	7	2
105	проникнуть в	2	2
106	такого рода	3	2
107	в первую	2	2
108	значительной степени	2	2
109	в произведениях	2	2
110	у него	9	2
111	хотя и	2	2
112	в ней	4	2
113	в него	2	2
114	еще в	3	2
115	себе и	2	2
116	в мире	3	2
117	по преимуществу	3	2
118	в их	2	2
119	в связи	3	2
120	ключ к	2	2
121	на самом	2	2
122	того чтобы	3	2
123	и даже	3	2
124	особенно в	2	2
125	на основе	2	2
126	своего времени	3	2
127	одной из	2	2
128	на его	2	2
129	еще раз	2	2
130	как к	3	2
131	в другом	2	2
132	в конце	4	2
133	в художественном	2	2
134	здесь не	2	2
