N	2gram	Voloshinov_1	Psycholo
1	и в	38	38
2	то что	8	35
3	все время	5	30
4	в том	2	25
5	в самом	4	25
6	самом деле	4	21
7	может быть	13	19
8	точки зрения	10	16
9	в ней	8	15
10	то есть	4	15
11	если бы	4	14
12	том что	3	14
13	как бы	28	14
14	потому что	5	14
15	в этой	6	13
16	в этом	10	13
17	мы видим	3	12
18	было бы	7	12
19	не только	27	12
20	мы увидим	5	12
21	таким образом	7	12
22	не в	6	12
23	что он	2	11
24	что это	4	10
25	то же	14	10
26	же самое	5	10
27	и не	14	10
28	и все	4	10
29	с точки	5	9
30	того чтобы	7	9
31	увидим что	2	9
32	все же	7	8
33	с тем	8	8
34	перед нами	3	8
35	с этим	2	8
36	в одном	3	8
37	вовсе не	2	8
38	для нас	3	8
39	как и	10	8
40	и как	9	8
41	видим что	2	8
42	для того	9	8
43	и то	3	8
44	и это	7	8
45	в ее	3	7
46	а не	6	7
47	мы можем	7	7
48	не может	12	7
49	что у	3	7
50	как мы	9	7
51	а в	5	7
52	между тем	3	7
53	мы уже	10	7
54	все то	2	7
55	из них	3	6
56	и здесь	3	6
57	к тому	4	6
58	мы видели	5	6
59	с самого	4	6
60	один из	4	6
61	в котором	3	6
62	тому что	5	6
63	он не	2	6
64	так как	7	6
65	если мы	4	6
66	к чему	2	6
67	как это	5	6
68	и его	7	6
69	и на	6	6
70	в которых	2	6
71	самого начала	4	6
72	о том	4	6
73	ясно что	2	6
74	в какой	2	5
75	несмотря на	2	5
76	совершенно не	3	5
77	в своей	2	5
78	вместе с	5	5
79	но и	13	5
80	сих пор	2	5
81	и когда	2	5
82	в той	5	5
83	или в	2	5
84	мы не	9	5
85	в его	6	5
86	так сказать	4	5
87	в которой	7	5
88	никогда не	7	4
89	если он	3	4
90	в тех	3	4
91	в свою	6	4
92	по своему	3	4
93	при этом	9	4
94	и для	3	4
95	конечно не	3	4
96	во всех	6	4
97	не мог	3	4
98	в нем	4	4
99	что и	3	4
100	в целом	4	4
101	как в	2	4
102	все эти	2	4
103	здесь мы	3	4
104	того что	4	4
105	из которых	3	4
106	и даже	3	4
107	в своих	2	4
108	сказать что	3	4
109	в нас	2	4
110	только в	6	4
111	что эти	2	4
112	в себе	9	4
113	в виду	3	4
114	как только	4	3
115	место в	2	3
116	были бы	4	3
117	та же	3	3
118	главным образом	3	3
119	к этому	2	3
120	так называемой	4	3
121	и к	4	3
122	и конечно	2	3
123	но это	2	3
124	больше и	2	3
125	одно и	4	3
126	тот же	2	3
127	мы говорили	2	3
128	в основе	2	3
129	из двух	2	3
130	должен быть	2	3
131	не к	3	3
132	все это	4	3
133	бы не	2	3
134	не так	3	3
135	который мы	2	3
136	и тем	6	3
137	тем что	2	3
138	в то	9	3
139	бы в	5	3
140	на это	4	3
141	его в	4	3
142	здесь не	2	3
143	но в	5	3
144	видели что	3	2
145	к своему	4	2
146	в этих	2	2
147	смысле этого	2	2
148	отнюдь не	10	2
149	между собой	2	2
150	хотя бы	18	2
151	можем не	2	2
152	что всякое	3	2
153	на самом	3	2
154	друг другу	2	2
155	что оно	3	2
156	но что	3	2
157	что именно	3	2
158	уже не	4	2
159	у нас	4	2
160	уяснить себе	2	2
161	своей жизни	5	2
162	у них	2	2
163	из всего	2	2
164	свою очередь	4	2
165	очевидно что	2	2
166	для него	3	2
167	слов и	7	2
168	в первой	2	2
169	мы в	3	2
170	и той	5	2
171	но мы	2	2
172	и уже	3	2
173	не знаем	4	2
174	вошел в	2	2
175	совершенно иначе	2	2
176	что же	8	2
177	целый ряд	3	2
178	так же	4	2
179	все больше	2	2
180	отношения к	3	2
181	а с	5	2
182	должны были	2	2
183	еще и	2	2
184	не просто	2	2
185	одной и	2	2
186	и вот	3	2
187	для всех	2	2
188	и больше	2	2
189	и наконец	5	2
190	мы найдем	2	2
191	нам в	3	2
192	той же	5	2
193	либо в	2	2
194	в качестве	4	2
195	в конце	6	2
196	их в	3	2
197	и следовательно	5	2
198	это же	2	2
199	эти слова	8	2
200	представляет собой	2	2
201	же самая	2	2
202	но как	2	2
203	которые с	2	2
204	этого слова	3	2
205	на возможность	2	2
206	когда мы	6	2
207	заметить что	2	2
208	с ним	2	2
209	ничего не	8	2
