N	2gram	Tiupa_Lite_2	Dialekti
1	и не	11	27
2	а не	20	26
3	точки зрения	4	25
4	и в	19	24
5	и т	2	24
6	не только	8	23
7	не может	9	19
8	ничего не	3	17
9	и что	2	15
10	то что	7	14
11	с точки	3	14
12	может быть	17	13
13	и даже	8	13
14	что он	3	13
15	вовсе не	2	13
16	того что	5	12
17	не менее	6	11
18	тем не	2	10
19	отнюдь не	4	10
20	в сущности	3	10
21	но и	10	9
22	прежде всего	4	8
23	так что	4	8
24	и как	3	8
25	том что	7	8
26	в этом	9	8
27	что в	4	7
28	никогда не	3	7
29	и нет	2	7
30	потому что	2	7
31	даже и	2	7
32	в виду	2	7
33	как и	10	7
34	как раз	2	7
35	я не	5	6
36	и только	2	6
37	и с	3	6
38	о том	2	6
39	так как	3	6
40	что и	2	6
41	то же	12	6
42	и жизни	3	6
43	с этой	2	5
44	в том	10	5
45	но это	3	5
46	жизни и	4	5
47	и его	3	5
48	как на	3	5
49	одно из	2	5
50	в то	9	5
51	как это	2	5
52	в них	2	5
53	по крайней	2	5
54	и к	2	5
55	одно и	2	5
56	было бы	2	5
57	он не	5	5
58	крайней мере	2	5
59	так и	7	5
60	уже не	2	5
61	что не	2	5
62	мы не	4	5
63	с другой	8	4
64	хотя бы	2	4
65	но только	2	4
66	у нас	5	4
67	в истории	2	4
68	при всем	2	4
69	тому как	2	4
70	и то	3	4
71	подобно тому	2	4
72	для него	4	4
73	быть может	3	3
74	не было	2	3
75	все же	2	3
76	и без	2	3
77	не в	4	3
78	же время	9	3
79	одной стороны	6	3
80	в основе	2	3
81	в нем	3	3
82	из них	2	3
83	я вижу	2	3
84	то и	3	3
85	с одной	7	3
86	сравнении с	2	3
87	на свете	2	3
88	друг друга	2	3
89	и на	6	3
90	он и	2	3
91	себя как	2	3
92	не надо	2	3
93	тем что	4	3
94	на себя	2	3
95	одна из	5	3
96	все что	2	3
97	как бы	2	3
98	тем самым	3	3
99	для того	2	3
100	из которых	2	3
101	в сравнении	2	3
102	той же	2	3
103	не знает	2	3
104	а если	2	3
105	же как	2	2
106	в частности	4	2
107	о себе	3	2
108	из того	2	2
109	для нас	2	2
110	на этом	2	2
111	еще не	2	2
112	при этом	6	2
113	себя и	2	2
114	не вполне	2	2
115	говоря уже	2	2
116	то как	2	2
117	не говоря	2	2
118	а именно	3	2
119	другой стороны	4	2
120	для этого	2	2
121	быть не	2	2
122	сознания в	3	2
123	а в	3	2
124	в своих	2	2
125	в ней	4	2
126	для себя	2	2
127	уже о	2	2
128	к этой	2	2
129	но в	2	2
130	я и	4	2
131	у него	2	2
132	перестает быть	3	2
133	в их	3	2
134	все еще	2	2
135	личности в	3	2
136	же в	2	2
137	но как	2	2
138	по существу	3	2
139	то в	2	2
140	но не	5	2
141	ведь это	2	2
142	со стороны	3	2
143	себя в	6	2
144	так в	5	2
145	как я	3	2
146	все равно	2	2
147	и он	3	2
148	и для	3	2
149	в данном	3	2
150	могут быть	2	2
151	в себе	6	2
152	в его	4	2
