N	2gram	Tiupa_Narr_1	Problemy
1	и в	19	43
2	и не	20	29
3	может быть	25	23
4	как бы	4	22
5	не может	10	18
6	в пределах	2	16
7	но и	23	14
8	как и	7	14
9	точки зрения	10	13
10	в этом	17	13
11	что он	6	13
12	в нем	4	12
13	не в	14	11
14	по себе	5	11
15	не только	32	11
16	прежде всего	4	10
17	и на	3	10
18	но в	6	10
19	в его	9	10
20	как мы	3	10
21	никогда не	3	9
22	еще не	7	9
23	в сущности	3	9
24	он не	3	9
25	для него	2	8
26	то же	4	8
27	с точки	2	8
28	и его	5	8
29	или в	2	8
30	перед нами	4	7
31	к себе	5	7
32	в то	3	7
33	то что	11	7
34	а не	12	7
35	в том	18	6
36	при этом	9	6
37	и все	2	6
38	у него	4	6
39	не как	2	6
40	на свой	2	6
41	о нем	4	6
42	приводит к	2	6
43	здесь не	4	6
44	да и	4	5
45	же время	4	5
46	хотя и	3	5
47	к нему	5	5
48	по отношению	7	5
49	все эти	2	5
50	а в	11	5
51	и с	4	5
52	к другому	2	5
53	о том	6	5
54	но не	5	5
55	было бы	4	5
56	отношению к	6	5
57	в той	6	5
58	самом деле	2	5
59	и он	3	5
60	в себе	8	5
61	героя и	4	5
62	что в	3	4
63	в своем	2	4
64	с другой	8	4
65	к тому	7	4
66	в результате	2	4
67	человека в	2	4
68	рассказ в	2	4
69	в произведении	3	4
70	то есть	19	4
71	с его	6	4
72	точек зрения	2	4
73	совершенно не	2	4
74	и до	2	4
75	не на	2	4
76	в отличие	5	4
77	между ними	2	4
78	как раз	2	4
79	только в	4	4
80	далеко не	5	4
81	отличие от	5	4
82	же не	4	4
83	не менее	3	3
84	должна быть	2	3
85	себя и	2	3
86	это не	2	3
87	он сам	2	3
88	себе самом	2	3
89	или иной	5	3
90	тому же	5	3
91	есть в	2	3
92	том или	2	3
93	более или	2	3
94	о своей	2	3
95	двуголосого слова	3	3
96	той или	4	3
97	зрения и	2	3
98	и только	2	3
99	и даже	3	3
100	героя в	8	3
101	его в	2	3
102	между тем	3	3
103	по существу	2	3
104	она не	2	3
105	когда он	3	3
106	наконец в	2	3
107	даже в	2	3
108	все же	7	3
109	себя в	5	3
110	на него	3	3
111	так и	9	3
112	или менее	2	3
113	к самому	2	3
114	в себя	6	3
115	уже не	5	3
116	героя с	2	3
117	другой стороны	4	3
118	и для	2	3
119	можно было	2	3
120	ничего не	2	3
121	в рассказе	4	3
122	тем что	3	3
123	могут быть	3	3
124	и ее	2	3
125	это все	2	3
126	уже в	3	2
127	с человеком	2	2
128	что у	2	2
129	та же	2	2
130	из этих	3	2
131	что на	2	2
132	тем не	3	2
133	ни в	3	2
134	и как	5	2
135	но все	4	2
136	времени и	7	2
137	сюжета в	2	2
138	что это	3	2
139	например в	2	2
140	и др	2	2
141	отношение к	2	2
142	на том	3	2
143	в форме	5	2
144	отличается от	4	2
145	одного сознания	2	2
146	отношения к	2	2
147	так же	2	2
148	особенно в	3	2
149	каждый из	2	2
150	от одного	2	2
151	сказать что	4	2
152	из них	3	2
153	в первом	3	2
154	ни было	3	2
155	между собой	2	2
156	его жизни	2	2
157	одна из	3	2
158	на себя	3	2
159	этого слова	2	2
160	для автора	2	2
161	не есть	3	2
162	как в	7	2
163	а с	3	2
164	том что	14	2
165	что не	4	2
166	со словами	2	2
167	хотя бы	4	2
168	высказывания и	3	2
169	в таком	2	2
170	бы не	2	2
