N	2gram	Tiupa_Disk_1	Dialekti
1	не есть	2	40
2	и не	11	30
3	и есть	2	19
4	а не	22	18
5	может быть	17	17
6	то что	5	16
7	и в	16	15
8	как бы	5	14
9	точки зрения	3	14
10	того что	3	13
11	по себе	3	13
12	это не	3	12
13	прежде всего	11	11
14	в том	23	11
15	не может	9	11
16	и все	2	11
17	в этом	15	11
18	с ее	2	10
19	в основе	7	10
20	потому что	4	10
21	том что	19	10
22	в виду	2	9
23	и что	2	9
24	то же	7	9
25	уже не	4	9
26	не в	7	8
27	в себе	7	8
28	и о	4	8
29	не только	28	8
30	и ее	2	8
31	что в	4	7
32	крайней мере	2	7
33	по крайней	2	7
34	что он	4	7
35	как и	16	7
36	и его	2	7
37	или в	2	7
38	и вообще	2	7
39	только в	7	7
40	перед нами	3	6
41	же время	4	6
42	хотя и	2	6
43	и тем	2	6
44	и даже	3	6
45	сказать что	3	6
46	в то	3	6
47	что и	3	6
48	так и	8	5
49	в своем	6	5
50	можно сказать	5	5
51	в нем	9	5
52	таким образом	3	5
53	именно в	3	5
54	и на	5	5
55	о том	8	5
56	мы имеем	2	5
57	с его	4	5
58	в сущности	2	5
59	в себя	5	5
60	и как	6	4
61	в этой	2	4
62	есть в	2	4
63	один из	3	4
64	но и	14	4
65	в особенности	4	4
66	также и	3	4
67	той или	3	4
68	уже о	2	4
69	в одном	2	4
70	отнюдь не	8	4
71	не как	4	4
72	еще не	14	4
73	должны быть	3	4
74	хотя бы	3	4
75	тому как	3	4
76	в силу	5	4
77	в его	7	4
78	подобно тому	2	4
79	не всегда	2	3
80	на этом	2	3
81	в свою	3	3
82	говоря уже	2	3
83	не говоря	2	3
84	в их	5	3
85	ни чисто	2	3
86	отношения к	2	3
87	с этим	3	3
88	в истории	4	3
89	это понятие	3	3
90	но в	8	3
91	как формы	2	3
92	к этому	2	3
93	возможно только	2	3
94	об этом	2	3
95	за пределы	2	3
96	в своей	5	3
97	событий а	2	3
98	и потому	3	3
99	со стороны	7	3
100	когда он	2	3
101	как в	10	3
102	что не	4	3
103	в данном	5	3
104	могут быть	4	3
105	едва ли	2	3
106	не менее	2	2
107	в противоположность	2	2
108	в частности	9	2
109	и без	2	2
110	его как	2	2
111	заключается в	3	2
112	свою очередь	3	2
113	что с	2	2
114	при этом	13	2
115	в самом	3	2
116	совпадает с	2	2
117	никогда не	2	2
118	в котором	5	2
119	из них	3	2
120	и требует	2	2
121	другой стороны	3	2
122	за его	2	2
123	не было	7	2
124	лишь в	4	2
125	и по	2	2
126	но как	2	2
127	он всегда	2	2
128	что даже	2	2
129	того или	2	2
130	понятие о	3	2
131	но они	2	2
132	однако в	3	2
133	в них	4	2
134	и во	2	2
135	в ее	3	2
136	все же	3	2
137	в качестве	34	2
138	одной из	4	2
139	о нем	2	2
140	себе не	3	2
141	претендует на	4	2
142	оно не	2	2
143	себя в	2	2
144	как не	3	2
145	во всех	5	2
146	что же	2	2
147	во всяком	2	2
148	тем что	3	2
149	всей его	2	2
150	отличие от	5	2
151	может и	2	2
152	это было	2	2
