N	2gram	Bakhtin_Fr_1	Problemy
1	и в	65	34
2	и не	22	29
3	как бы	22	27
4	что он	3	23
5	в его	9	22
6	может быть	6	19
7	в нем	13	19
8	не может	3	19
9	и все	5	19
10	как и	5	18
11	себе самому	2	18
12	к себе	2	17
13	но в	14	16
14	все это	9	16
15	и его	10	16
16	в этом	15	16
17	и с	3	15
18	прежде всего	11	15
19	он не	2	15
20	к нему	3	14
21	самом деле	3	13
22	для него	5	13
23	но и	10	12
24	и к	4	12
25	потому что	5	12
26	вовсе не	18	11
27	в сущности	16	11
28	то что	3	11
29	на самом	6	11
30	не только	10	10
31	в отношении	6	9
32	не в	4	9
33	никогда не	6	8
34	в самом	4	8
35	точки зрения	7	8
36	с ним	3	8
37	и для	2	8
38	что в	3	7
39	знает и	2	7
40	и даже	8	7
41	все же	6	7
42	на него	2	7
43	как мы	6	7
44	что не	2	7
45	отношение к	4	6
46	не знает	6	6
47	и на	11	6
48	с его	5	6
49	от него	2	6
50	мы уже	12	6
51	так и	10	6
52	в себе	3	6
53	только в	7	6
54	это не	3	5
55	и от	2	5
56	к тому	2	5
57	но все	3	5
58	того что	2	5
59	в целом	2	5
60	из них	4	5
61	на них	2	5
62	и вот	2	5
63	и так	2	5
64	и наконец	2	5
65	он и	3	5
66	в одном	5	5
67	на протяжении	5	5
68	даже в	3	5
69	и у	6	5
70	в чем	2	5
71	но на	3	4
72	с другой	3	4
73	протяжении всего	2	4
74	да и	2	4
75	но это	3	4
76	при этом	6	4
77	на его	2	4
78	в общем	4	4
79	все эти	10	4
80	рядом с	5	4
81	даже и	3	4
82	но как	3	4
83	его в	7	4
84	так как	6	4
85	как раз	3	4
86	мы остановимся	4	4
87	но не	2	4
88	еще не	6	4
89	как в	5	4
90	только на	2	4
91	и прежде	3	4
92	с точки	3	4
93	и это	2	4
94	ничего не	3	4
95	его к	2	3
96	в том	16	3
97	до конца	2	3
98	но для	3	3
99	хотя и	2	3
100	в виду	3	3
101	есть только	2	3
102	уже говорили	7	3
103	жизни и	7	3
104	это как	4	3
105	их в	2	3
106	в ней	6	3
107	во всем	2	3
108	большинстве случаев	2	3
109	с миром	3	3
110	и во	3	3
111	раз и	2	3
112	в ее	3	3
113	том что	6	3
114	по своему	8	3
115	между тем	5	3
116	нет и	2	3
117	в своей	5	3
118	говорили что	2	3
119	далеко не	3	3
120	это было	2	3
121	это уже	4	2
122	понятно что	2	2
123	это в	4	2
124	на всю	4	2
125	или иной	5	2
126	мы и	3	2
127	прекрасного и	2	2
128	в большинстве	2	2
129	например в	2	2
130	при всей	2	2
131	не является	3	2
132	почти на	3	2
133	в форме	3	2
134	друг друга	3	2
135	в своем	8	2
136	же он	2	2
137	не для	2	2
138	не входит	2	2
139	в заключение	2	2
140	особенно в	2	2
141	той или	5	2
142	о том	2	2
143	сказать что	6	2
144	во время	4	2
145	всех этих	8	2
146	он дает	3	2
147	в них	5	2
148	здесь и	4	2
149	в жизни	4	2
150	выходит за	4	2
151	конечно в	2	2
152	более того	2	2
153	в обычном	3	2
154	за пределы	8	2
155	во всех	9	2
156	вполне понятно	2	2
157	и потому	10	2
158	о нем	3	2
159	в отличие	4	2
160	входит в	4	2
161	еще более	5	2
162	но с	2	2
163	в той	5	2
164	уже не	3	2
165	особый тип	2	2
166	и он	2	2
167	и без	2	2
168	связан с	3	2
169	и почти	2	2
170	и вообще	3	2
171	так сказать	4	2
172	отличие от	5	2
