N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	29	65
2	и др	5	24
3	как бы	19	22
4	и не	31	22
5	вовсе не	7	18
6	в сущности	5	16
7	в том	8	16
8	в этом	22	15
9	но в	7	14
10	в условиях	2	13
11	в нем	19	13
12	нового времени	3	13
13	мы уже	2	12
14	прежде всего	7	11
15	и на	7	11
16	и его	14	10
17	и потому	6	10
18	не только	15	10
19	но и	14	10
20	так и	7	10
21	все эти	9	10
22	в его	24	9
23	все это	6	9
24	в своем	8	8
25	в основе	4	8
26	в духе	3	8
27	всех этих	2	8
28	и даже	2	8
29	за пределы	7	8
30	его в	6	7
31	жизни и	2	7
32	точки зрения	19	7
33	только в	10	7
34	никогда не	3	6
35	не знает	3	6
36	том что	7	6
37	все же	9	6
38	как мы	4	6
39	еще не	5	6
40	при этом	2	6
41	может быть	24	6
42	в ней	2	6
43	в отношении	2	6
44	на самом	5	6
45	и у	3	6
46	сказать что	3	6
47	одно из	2	6
48	в литературе	4	6
49	так как	6	6
50	с его	9	5
51	в одном	10	5
52	в них	3	5
53	превращается в	4	5
54	потому что	8	5
55	рядом с	14	5
56	для него	18	5
57	и пр	3	5
58	в своей	8	5
59	и одновременно	3	5
60	как в	6	5
61	как и	12	5
62	в той	2	5
63	на мир	6	5
64	с их	5	5
65	в своих	3	5
66	между тем	5	5
67	поэтому и	4	4
68	связи с	2	4
69	и к	2	4
70	мы остановимся	2	4
71	не в	7	4
72	в этой	4	4
73	отношение к	2	4
74	в самом	10	4
75	и до	3	4
76	сих пор	2	4
77	до сих	2	4
78	мысли и	5	4
79	в их	3	4
80	мира и	7	4
81	между ними	2	4
82	входит в	7	4
83	так сказать	4	4
84	в жизни	2	4
85	не могут	6	3
86	мир и	5	3
87	что в	8	3
88	перестает быть	4	3
89	на котором	3	3
90	это не	9	3
91	и во	2	3
92	что он	8	3
93	но все	5	3
94	но это	4	3
95	в самой	6	3
96	в обычном	2	3
97	самом деле	6	3
98	о нем	9	3
99	даже в	4	3
100	к нему	6	3
101	с точки	13	3
102	то что	15	3
103	как раз	6	3
104	не может	12	3
105	мир в	3	3
106	этом отношении	3	3
107	в себя	3	3
108	в форме	7	3
109	уже не	13	3
110	менее всего	6	3
111	во всей	2	3
112	с другой	3	3
113	друг друга	3	3
114	конечно и	2	3
115	он и	5	3
116	в себе	7	3
117	далеко не	3	3
118	но как	3	3
119	и здесь	3	3
120	с ним	5	3
121	ничего не	5	3
122	и с	4	3
123	мира в	5	3
124	но не	9	2
125	он понимает	2	2
126	лежащие в	2	2
127	основная особенность	2	2
128	поэтому в	2	2
129	в противоположность	2	2
130	или к	2	2
131	или даже	2	2
132	и от	2	2
133	раз и	4	2
134	нем в	2	2
135	его к	2	2
136	нам кажется	2	2
137	же в	2	2
138	в романе	9	2
139	мы видим	2	2
140	более того	5	2
141	а его	2	2
142	кроме того	3	2
143	до конца	8	2
144	несмотря на	6	2
145	например в	3	2
146	на его	2	2
147	от того	4	2
148	он не	5	2
149	его на	2	2
150	для своего	2	2
151	и для	4	2
152	не укладывается	2	2
153	в целом	6	2
154	в большинстве	2	2
155	на него	3	2
156	в процессе	4	2
157	но у	4	2
158	приводит к	3	2
159	в свете	4	2
160	в изображении	2	2
161	отношения к	3	2
162	и этим	3	2
163	себе самому	3	2
164	но эта	4	2
165	не входит	3	2
166	и наконец	4	2
167	на этот	2	2
168	одним из	6	2
169	к себе	2	2
170	этот вопрос	2	2
171	их в	4	2
172	но с	3	2
173	могут быть	6	2
174	этот мир	3	2
175	из тех	2	2
176	и это	5	2
177	большинстве случаев	2	2
178	в чисто	2	2
179	в мир	3	2
180	воспринимается как	3	2
