N	2gram	Vygotskiy__5	Problema
1	и в	16	44
2	вовсе не	2	37
3	и не	12	35
4	не есть	4	35
5	может быть	9	28
6	потому что	21	25
7	по себе	7	25
8	то что	26	23
9	в том	18	21
10	только в	10	19
11	а не	10	18
12	в этом	25	17
13	сказать что	13	16
14	если мы	7	16
15	и даже	2	14
16	не только	16	14
17	и то	4	14
18	не в	6	13
19	то же	8	13
20	так что	4	12
21	но в	6	12
22	том что	15	12
23	не является	5	11
24	не менее	3	10
25	то это	2	10
26	но и	6	10
27	в виду	2	10
28	у нас	2	10
29	как и	8	10
30	так и	7	10
31	это не	4	9
32	и от	2	9
33	и тем	3	9
34	в нем	7	9
35	не имеет	4	9
36	и с	3	9
37	же самое	4	9
38	как бы	5	9
39	так как	16	9
40	что он	25	9
41	в то	5	9
42	никак не	3	9
43	в его	11	9
44	что и	3	9
45	во всяком	2	9
46	таким образом	19	9
47	сама по	4	8
48	что в	16	8
49	того что	16	8
50	что мы	4	8
51	но это	3	8
52	было бы	10	8
53	он не	8	8
54	как мы	10	8
55	связи с	3	8
56	с другой	4	7
57	не может	18	7
58	еще и	3	7
59	все эти	4	7
60	и что	12	7
61	мы должны	8	7
62	с ним	5	7
63	это и	3	7
64	указывает на	2	7
65	и потому	2	7
66	мы не	3	7
67	ничего общего	3	7
68	значит что	5	7
69	никогда не	5	6
70	можно сказать	5	6
71	но если	6	6
72	в целом	4	6
73	жизни и	2	6
74	но только	2	6
75	и к	2	6
76	о том	8	6
77	все же	3	6
78	мы можем	6	6
79	а только	4	5
80	что они	5	5
81	с тем	3	5
82	и есть	7	5
83	в ней	2	5
84	другой стороны	2	5
85	все это	2	5
86	то и	2	5
87	в своем	5	5
88	а в	3	5
89	точки зрения	18	5
90	и здесь	2	5
91	есть не	2	5
92	этом случае	3	5
93	еще не	4	5
94	за пределы	4	5
95	в своей	2	5
96	как в	5	5
97	так же	15	5
98	только на	2	5
99	тем самым	8	5
100	и его	3	5
101	тому что	5	4
102	мы могли	7	4
103	это значит	5	4
104	при этом	4	4
105	не имеют	2	4
106	время как	4	4
107	совершенно не	2	4
108	языка и	6	4
109	заключается в	5	4
110	и является	3	4
111	но как	3	4
112	могли бы	6	4
113	это будет	2	4
114	то время	4	4
115	мы выше	2	4
116	на этот	4	4
117	в чем	3	4
118	можно было	5	4
119	тем что	5	4
120	мы говорим	2	4
121	же как	7	3
122	и другие	2	3
123	что у	2	3
124	именно потому	2	3
125	прежде всего	3	3
126	к тому	6	3
127	и как	3	3
128	но все	2	3
129	находятся в	2	3
130	это есть	4	3
131	в этой	6	3
132	для него	5	3
133	в самом	4	3
134	значение в	3	3
135	отношения к	2	3
136	говорим о	2	3
137	что для	2	3
138	с этой	4	3
139	может иметь	2	3
140	ни на	2	3
141	его в	2	3
142	если бы	8	3
143	само по	2	3
144	для его	2	3
145	же в	2	3
146	говорить о	3	3
147	то в	3	3
148	тем более	4	3
149	но не	10	3
150	в качестве	4	3
151	является чем-то	2	3
152	общего с	2	3
153	из этого	2	3
154	все равно	2	3
155	из того	11	3
156	в той	6	3
157	самом деле	3	3
158	хотя бы	5	3
159	отличие от	2	3
160	этот вопрос	6	3
161	имеет свою	3	3
162	как будто	2	3
163	ничего не	5	3
164	в известном	8	2
165	мы будем	2	2
166	по типу	2	2
167	именно в	4	2
168	в частности	3	2
169	в этих	3	2
170	в отношении	9	2
171	того же	7	2
172	никто не	2	2
173	что все	6	2
174	в известной	3	2
175	до сих	3	2
176	является не	2	2
177	что является	2	2
178	на отдельные	2	2
179	но что	3	2
180	по поводу	2	2
181	о чем	2	2
182	нас к	3	2
183	и следовательно	6	2
184	в котором	2	2
185	развитии и	2	2
186	друг от	4	2
187	из них	2	2
188	от того	3	2
189	в их	3	2
190	во внимание	2	2
191	происходит в	2	2
192	с одной	3	2
193	что оно	6	2
194	этой точки	4	2
195	и по	4	2
196	как на	3	2
197	в результате	4	2
198	в основе	8	2
199	с этим	3	2
200	с которыми	2	2
201	бы в	4	2
202	как это	8	2
203	том как	2	2
204	и более	3	2
205	это понятие	2	2
206	быть в	2	2
207	по существу	3	2
208	мы видели	3	2
209	по своему	3	2
210	чем он	2	2
211	с их	4	2
212	и может	3	2
213	от друга	4	2
214	мы говорили	2	2
215	во всех	2	2
216	только к	2	2
217	по сравнению	5	2
218	когда он	2	2
219	в процессе	13	2
220	вместе с	4	2
221	сих пор	3	2
222	на основании	2	2
223	только что	5	2
224	в отличие	2	2
225	к их	2	2
226	нами в	2	2
227	путь от	2	2
228	а с	2	2
229	все дело	2	2
230	из которых	3	2
231	с точки	9	2
232	ничто не	2	2
233	от всякого	2	2
234	мы и	5	2
235	но с	2	2
236	он в	3	2
237	могут быть	4	2
238	не то	4	2
239	как она	3	2
240	в другом	6	2
241	сравнению с	5	2
242	в которой	5	2
