N	2gram	Bakhtin_Pr_5	KFilosof
1	может быть	14	43
2	в его	21	39
3	в нем	16	31
4	не может	18	27
5	и не	27	26
6	по отношению	6	25
7	и в	35	22
8	в котором	3	21
9	отношению к	7	21
10	в себе	5	21
11	в ее	3	17
12	а не	4	17
13	и его	14	17
14	только в	6	16
15	точки зрения	7	13
16	в этом	14	13
17	ни в	2	12
18	для него	14	12
19	но не	6	12
20	и это	5	12
21	все эти	3	11
22	в своей	4	11
23	не в	10	11
24	к нему	13	11
25	в своем	2	10
26	это не	3	10
27	все это	14	10
28	от себя	5	10
29	во всех	3	10
30	с точки	2	10
31	в целом	3	9
32	но и	14	9
33	как бы	31	9
34	и все	15	9
35	его целом	2	9
36	и для	8	9
37	лишь в	7	8
38	было бы	3	8
39	момент его	2	8
40	во всем	4	7
41	вовсе не	7	7
42	конечно не	2	7
43	что и	3	7
44	то что	10	7
45	себя в	2	7
46	я не	8	6
47	в том	5	6
48	но это	6	6
49	отношение к	6	6
50	в мире	4	6
51	он не	13	6
52	уже не	3	6
53	никогда не	4	5
54	хотя бы	2	5
55	но эта	2	5
56	то же	15	5
57	но все	4	5
58	должно быть	3	5
59	но как	4	5
60	но ведь	2	5
61	его в	4	5
62	с ним	7	5
63	но в	19	5
64	не знает	6	5
65	как и	18	5
66	что я	13	5
67	не только	10	5
68	для себя	7	5
69	все же	8	5
70	там где	7	5
71	времени и	2	4
72	что в	6	4
73	ни было	3	4
74	при этом	2	4
75	места в	2	4
76	с ними	5	4
77	между тем	4	4
78	проникает в	2	4
79	в одном	6	4
80	не как	3	4
81	быть в	2	4
82	том что	3	4
83	о нем	2	4
84	как его	3	4
85	а в	7	4
86	и т.д	3	4
87	в чем	4	4
88	бы и	2	3
89	с человеком	3	3
90	что это	4	3
91	не менее	2	3
92	в каждом	6	3
93	из его	2	3
94	до конца	4	3
95	нет в	3	3
96	в виду	3	3
97	когда я	5	3
98	себе и	7	3
99	того что	3	3
100	слово не	2	3
101	рядом с	4	3
102	где он	4	3
103	и на	6	3
104	в ней	2	3
105	в то	11	3
106	о том	2	3
107	и ни	2	3
108	всех этих	2	3
109	сознания и	4	3
110	этом смысле	3	3
111	меня в	2	3
112	меня не	4	3
113	но конечно	2	3
114	от него	6	3
115	по своему	4	3
116	еще не	7	3
117	не могу	3	3
118	и делает	4	3
119	и этот	2	3
120	нет и	4	3
121	быть и	2	3
122	бы не	2	3
123	на самом	9	3
124	самом деле	10	3
125	только с	3	3
126	что не	4	3
127	тем что	4	3
128	вступает в	2	3
129	в другом	12	3
130	ничего не	3	3
131	слова в	6	2
132	а с	3	2
133	это уже	2	2
134	ни был	2	2
135	его и	3	2
136	мысль и	2	2
137	то ни	3	2
138	та же	4	2
139	я уже	2	2
140	прежде всего	12	2
141	вопрос о	2	2
142	его к	3	2
143	или иной	4	2
144	войти в	2	2
145	и как	2	2
146	совсем не	3	2
147	но ни	2	2
148	же время	10	2
149	но для	2	2
150	не о	4	2
151	себя и	8	2
152	в него	3	2
153	его с	5	2
154	знает и	5	2
155	по себе	4	2
156	тому что	2	2
157	для этого	2	2
158	как к	5	2
159	себя за	2	2
160	для другого	2	2
161	потому что	8	2
162	он и	5	2
163	к себе	18	2
164	той или	4	2
165	говорить о	3	2
166	себя как	3	2
167	я и	2	2
168	и свой	3	2
169	а как	2	2
170	с его	7	2
171	и то	5	2
172	с тем	3	2
173	раз и	3	2
174	в жизни	2	2
175	что он	24	2
176	конечно в	2	2
177	и того	2	2
178	бы то	3	2
179	него и	3	2
180	ли это	2	2
181	тот же	4	2
182	со всеми	3	2
183	кажется что	2	2
184	бы он	2	2
185	этого слова	5	2
186	так и	8	2
187	если я	2	2
188	как в	5	2
189	в виде	7	2
190	это и	3	2
191	чтобы не	2	2
192	сводится к	3	2
193	жизнь и	2	2
194	и та	2	2
195	человек и	4	2
196	всей своей	2	2
197	но я	2	2
198	которой он	3	2
199	отношении к	7	2
200	или как	3	2
