N	2gram	Propp_Isto_2	Formalny
1	т е	29	34
2	и в	15	24
3	в его	6	23
4	прежде всего	5	22
5	и не	11	20
6	так и	5	18
7	и пр	7	17
8	не может	5	16
9	в этом	11	15
10	в нем	7	14
11	может быть	17	14
12	таким образом	7	13
13	и т	19	12
14	как и	2	11
15	в их	3	11
16	и ее	2	10
17	и их	2	10
18	то же	10	10
19	в ней	4	10
20	а не	5	10
21	и его	3	10
22	все это	3	9
23	именно в	2	8
24	то что	12	8
25	как в	5	8
26	т д	18	8
27	и на	4	8
28	не в	7	8
29	и с	4	8
30	не только	18	7
31	с ее	2	7
32	но и	14	7
33	на самом	2	7
34	и здесь	9	6
35	было бы	5	6
36	в том	6	6
37	в этой	4	6
38	самом деле	2	6
39	до сих	6	6
40	она не	5	6
41	еще не	9	6
42	как бы	6	6
43	сих пор	7	6
44	а в	12	6
45	все эти	4	6
46	как это	3	6
47	хотя бы	2	5
48	при этом	4	5
49	и др	4	5
50	во всех	2	5
51	того что	3	5
52	с другой	2	5
53	но в	6	5
54	мы увидим	8	4
55	главным образом	2	4
56	никогда не	15	4
57	с другими	2	4
58	одной стороны	3	4
59	и может	2	4
60	отношению к	3	4
61	так же	13	4
62	по отношению	3	4
63	в связи	5	4
64	что в	12	4
65	с одной	4	4
66	в которой	2	4
67	к этой	4	4
68	но не	2	3
69	всех этих	3	3
70	связи с	8	3
71	он должен	2	3
72	в жизни	2	3
73	что он	24	3
74	смысле этого	2	3
75	к тому	5	3
76	же происходит	2	3
77	но это	4	3
78	он не	8	3
79	в основном	2	3
80	один из	8	3
81	все же	9	3
82	когда он	3	3
83	в особенности	2	3
84	не было	2	3
85	не боится	2	3
86	мы не	3	3
87	тем самым	2	3
88	и наконец	5	3
89	его в	10	3
90	они не	4	3
91	как она	4	3
92	в себе	4	3
93	здесь не	2	3
94	так сказать	2	3
95	нисколько не	2	2
96	и более	2	2
97	же как	5	2
98	с тем	9	2
99	в другой	4	2
100	его и	4	2
101	это не	2	2
102	с этим	5	2
103	в одном	5	2
104	в системе	2	2
105	вопрос о	4	2
106	здесь в	2	2
107	ни в	2	2
108	по существу	2	2
109	мы видели	2	2
110	но все	5	2
111	совершается в	2	2
112	одна из	2	2
113	только в	6	2
114	но есть	2	2
115	и если	2	2
116	одной из	4	2
117	нам важно	2	2
118	к ней	2	2
119	в него	2	2
120	что и	6	2
121	на него	5	2
122	вместе с	7	2
123	он в	3	2
124	эта связь	3	2
125	не могла	2	2
126	и что	6	2
127	приводит к	2	2
128	его не	2	2
129	в работе	3	2
130	нет он	2	2
131	или на	4	2
132	на его	2	2
133	к которому	5	2
134	могла бы	2	2
135	они были	2	2
136	ничего не	7	2
137	и это	3	2
138	на нее	2	2
139	в эту	2	2
