N	2gram	Voloshinov_2	FransuaR
1	и в	19	40
2	то есть	2	18
3	и его	16	17
4	прежде всего	7	16
5	в этом	15	15
6	мы уже	6	13
7	не только	13	13
8	и не	19	13
9	в его	5	13
10	что в	2	12
11	вовсе не	11	12
12	как и	9	11
13	но и	10	11
14	и т.п	10	10
15	таким образом	14	10
16	как мы	15	10
17	и все	6	9
18	в сущности	14	9
19	может быть	28	9
20	он не	3	9
21	в том	7	8
22	и до	3	8
23	у него	2	8
24	все эти	3	8
25	и с	2	8
26	той же	3	8
27	и на	5	8
28	но в	7	8
29	в своем	2	7
30	то же	16	7
31	он и	2	7
32	в этих	3	6
33	к этому	5	6
34	же время	8	6
35	в самом	6	6
36	во всех	6	6
37	в своей	3	6
38	связь с	4	6
39	в той	5	6
40	связи с	13	6
41	в то	8	6
42	до конца	2	6
43	как раз	4	5
44	в нем	11	5
45	то что	4	5
46	в связи	7	5
47	не было	3	5
48	а не	9	5
49	и для	7	5
50	в основе	9	5
51	так сказать	14	5
52	в особенности	2	5
53	для него	9	5
54	в нашем	2	4
55	xix века	2	4
56	у нас	3	4
57	том что	10	4
58	смысле слова	5	4
59	здесь в	2	4
60	до сих	3	4
61	было бы	4	4
62	в ней	3	4
63	в основном	4	4
64	и потому	2	4
65	ни в	6	4
66	жизни и	2	4
67	сих пор	3	4
68	в их	5	4
69	еще более	2	4
70	только на	4	4
71	о том	3	4
72	и о	2	4
73	в данном	5	4
74	того чтобы	6	4
75	мы встречаем	2	4
76	и даже	2	4
77	и здесь	5	4
78	в истории	3	4
79	так как	3	4
80	с его	8	3
81	если бы	11	3
82	и от	3	3
83	для понимания	3	3
84	он был	2	3
85	в ее	3	3
86	мы видели	4	3
87	в начале	2	3
88	в этой	3	3
89	одна из	7	3
90	еще не	3	3
91	и следовательно	6	3
92	как бы	19	3
93	правильного понимания	2	3
94	со всею	3	3
95	что и	3	3
96	другими словами	2	3
97	вместе с	2	3
98	так и	10	3
99	и прежде	2	3
100	по отношению	8	3
101	не может	18	3
102	а в	3	3
103	на самом	7	3
104	эти моменты	2	3
105	там где	2	3
106	самом деле	9	3
107	слово в	3	3
108	в значительной	2	3
109	для того	6	3
110	ко всем	2	3
111	между ними	2	3
112	и как	6	3
113	не так	2	3
114	сказать что	4	3
115	в более	2	3
116	между тем	6	3
117	тем что	2	3
118	при этом	9	3
119	в отличие	3	3
120	они не	2	3
121	в себе	4	3
122	в другом	3	3
123	только в	8	3
124	на протяжении	2	3
125	но ведь	3	3
126	отличие от	3	3
127	слова в	8	2
128	связана с	2	2
129	уже в	2	2
130	о чем	2	2
131	поэтому в	2	2
132	хотя бы	6	2
133	с другой	3	2
134	это не	4	2
135	какой бы	3	2
136	что он	4	2
137	или иной	5	2
138	влияние на	4	2
139	мы знаем	2	2
140	все же	5	2
141	следовательно и	2	2
142	но не	2	2
143	мы увидим	2	2
144	конечно не	4	2
145	из важнейших	2	2
146	значительной степени	2	2
147	к нему	5	2
148	свидетельствует о	2	2
149	одним из	2	2
150	той или	4	2
151	встречаем в	2	2
152	в котором	3	2
153	слова и	6	2
154	отношению к	8	2
155	не к	3	2
156	в корне	3	2
157	в форме	5	2
158	всем этим	2	2
159	в языке	7	2
160	или же	2	2
161	именно в	2	2
162	с помощью	6	2
163	здесь мы	3	2
164	лишь в	14	2
165	в системе	2	2
166	должны быть	2	2
167	и у	2	2
168	тем же	4	2
169	форму и	3	2
170	рядом с	2	2
171	на основе	3	2
172	одной из	3	2
173	с этим	3	2
174	даже и	2	2
175	точки зрения	17	2
176	и ее	4	2
177	выражение в	5	2
178	но как	2	2
179	все то	2	2
180	его к	2	2
181	далеко не	2	2
182	этого слова	5	2
183	и это	3	2
184	того же	5	2
185	мы не	2	2
186	как о	2	2
