N	2gram	Voloshinov_1	FransuaR
1	и в	13	40
2	и его	12	17
3	прежде всего	9	16
4	в этом	2	15
5	мы уже	2	13
6	не только	6	13
7	и не	8	13
8	в его	7	13
9	что в	3	12
10	вовсе не	2	12
11	как и	3	11
12	но и	3	11
13	и т.п	7	10
14	таким образом	6	10
15	в них	2	9
16	и все	3	9
17	может быть	8	9
18	в том	2	8
19	все эти	2	8
20	но в	4	8
21	в одном	3	7
22	и др	2	7
23	то же	4	7
24	в самом	2	6
25	в своей	4	6
26	мы видим	2	5
27	в нем	2	5
28	то что	6	5
29	в связи	2	5
30	те же	2	5
31	а не	2	5
32	и для	3	5
33	в своих	2	5
34	для него	2	5
35	том что	2	4
36	смысле слова	2	4
37	было бы	4	4
38	в ней	2	4
39	а также	2	4
40	в их	3	4
41	все это	4	4
42	роль в	2	4
43	в данном	2	4
44	так как	3	4
45	в области	2	4
46	если бы	2	3
47	и к	2	3
48	в ее	3	3
49	и следовательно	2	3
50	как бы	6	3
51	еще в	2	3
52	и наконец	5	3
53	так и	3	3
54	как в	2	3
55	во всей	2	3
56	по отношению	3	3
57	не может	8	3
58	а в	2	3
59	там где	2	3
60	самом деле	3	3
61	слово в	3	3
62	между тем	2	3
63	тем что	2	3
64	при этом	2	3
65	нуждается в	2	3
66	в себе	3	3
67	в другом	2	3
68	во всем	2	3
69	только в	6	3
70	связанные с	2	3
71	но ведь	5	3
72	не исчерпывается	2	2
73	не менее	2	2
74	связана с	3	2
75	уже в	2	2
76	в книге	2	2
77	и этот	2	2
78	еще и	4	2
79	хотя бы	5	2
80	в течение	2	2
81	с другой	2	2
82	все же	5	2
83	думать что	2	2
84	слова и	2	2
85	отношению к	3	2
86	в целом	2	2
87	своего рода	2	2
88	данном случае	2	2
89	в этот	2	2
90	в языке	2	2
91	при анализе	3	2
92	с помощью	2	2
93	здесь мы	3	2
94	лишь в	4	2
95	громадную роль	2	2
96	с этим	3	2
97	точки зрения	7	2
98	и ее	2	2
99	и стиль	2	2
100	в которой	3	2
101	мы не	4	2
