N	2gram	Bakhtin_Pr_5	Stilisti
1	и в	35	42
2	как бы	31	27
3	не только	10	27
4	и т.п	6	24
5	прежде всего	12	22
6	и т.д	3	20
7	внутренней речи	5	18
8	хотя бы	2	17
9	но и	14	15
10	то же	15	15
11	и не	27	14
12	может быть	14	12
13	не может	18	12
14	точки зрения	7	11
15	как и	18	11
16	мы уже	8	11
17	и как	2	10
18	мы должны	3	10
19	как мы	8	10
20	в этом	14	10
21	при этом	2	9
22	в то	11	9
23	то что	10	9
24	все же	8	8
25	в ней	2	8
26	таким образом	7	8
27	с тем	3	8
28	что же	7	8
29	эти слова	3	8
30	в себе	5	8
31	и это	5	8
32	никогда не	4	7
33	и от	3	7
34	же время	10	7
35	и на	6	7
36	потому что	8	7
37	так как	4	7
38	с его	7	7
39	слов и	3	7
40	было бы	3	7
41	а не	4	7
42	и его	14	7
43	мы можем	2	7
44	только в	6	7
45	в которой	2	7
46	ничего не	3	7
47	или иной	4	6
48	не в	10	6
49	на его	4	6
50	в форме	3	6
51	но ведь	2	6
52	в конце	5	6
53	и так	4	6
54	в нем	16	6
55	во всех	3	6
56	так и	8	6
57	или как	3	6
58	слова в	6	5
59	уже в	3	5
60	тому что	2	5
61	мы видели	2	5
62	те же	2	5
63	а в	7	5
64	и с	12	5
65	и наконец	7	5
66	точек зрения	2	5
67	одно и	3	5
68	в его	21	5
69	вместе с	2	5
70	в той	4	5
71	с точки	2	5
72	той же	2	5
73	слова и	11	5
74	самого начала	8	4
75	все время	4	4
76	что это	4	4
77	и без	4	4
78	его внутренней	4	4
79	в каждом	6	4
80	не просто	2	4
81	того времени	2	4
82	к тому	6	4
83	с самого	8	4
84	но все	4	4
85	о своей	3	4
86	было в	2	4
87	в самом	6	4
88	на другого	2	4
89	той или	4	4
90	на слушателя	2	4
91	все это	14	4
92	того что	3	4
93	так же	7	4
94	о том	2	4
95	его в	4	4
96	бы в	4	4
97	но в	19	4
98	внутренняя речь	3	4
99	и к	12	4
100	мы увидим	2	4
101	если б	3	4
102	себя в	2	4
103	слово не	2	4
104	на него	5	4
105	а с	3	4
106	к своему	5	4
107	уже не	3	4
108	самом деле	10	4
109	в слове	6	4
110	можно было	2	4
111	и то	5	4
112	то есть	16	4
113	так сказать	2	4
114	его и	3	3
115	что у	6	3
116	это не	3	3
117	словом и	3	3
118	слова о	4	3
119	но что	2	3
120	не мог	3	3
121	но для	2	3
122	хотя и	2	3
123	в котором	3	3
124	в целом	3	3
125	из них	3	3
126	что оно	2	3
127	и вот	4	3
128	лишь в	7	3
129	и даже	5	3
130	нуждается в	3	3
131	их в	2	3
132	сказать что	3	3
133	в начале	3	3
134	ни на	2	3
135	та же	4	3
136	в виду	3	3
137	теперь в	4	3
138	и все	15	3
139	в одном	6	3
140	этого слова	5	3
141	в ее	3	3
142	том что	3	3
143	еще не	7	3
144	конечно не	2	3
145	нет и	4	3
146	что и	3	3
147	да и	5	3
148	только на	4	3
149	на самом	9	3
150	и слово	8	3
151	слово и	2	3
152	и для	8	3
153	слов в	3	3
154	конце концов	3	3
155	внутренней жизни	2	3
156	внутреннюю речь	4	3
157	не знает	6	3
158	в душе	2	2
159	бы и	2	2
160	приведенных нами	2	2
161	друг другу	4	2
162	и речь	2	2
163	вопрос о	2	2
164	в мире	4	2
165	слова мы	2	2
166	в том	5	2
167	тому же	3	2
168	но это	6	2
169	времени и	2	2
170	для него	14	2
171	до конца	4	2
172	в пределах	11	2
173	и сам	7	2
174	ничего что	2	2
175	в него	3	2
176	себе и	7	2
177	в этих	2	2
178	отношение к	6	2
179	о них	2	2
180	в отношении	9	2
181	все эти	3	2
182	сделать его	2	2
183	но эта	2	2
184	у человека	2	2
185	должно быть	3	2
186	в которых	2	2
187	каждый из	2	2
188	даже и	3	2
189	теперь же	2	2
190	по своей	2	2
191	человека с	3	2
192	и ни	2	2
193	я и	2	2
194	в жизни	2	2
195	смысле этого	2	2
196	однако в	2	2
197	это слово	4	2
198	с этим	3	2
199	своего героя	2	2
200	с собой	2	2
201	что он	24	2
202	материал для	2	2
203	должна была	2	2
204	но не	6	2
205	по своему	4	2
206	почему же	2	2
207	тот же	4	2
208	одной из	2	2
209	мы говорили	2	2
210	и этот	2	2
211	и определяется	2	2
212	войти в	2	2
213	слова не	2	2
214	в своей	4	2
215	этот процесс	2	2
216	в кругозор	2	2
217	каждом слове	2	2
218	как в	5	2
219	бы не	2	2
220	другого человека	3	2
221	и он	2	2
222	про себя	2	2
223	к нему	13	2
224	в дальнейшем	2	2
225	с ним	7	2
226	да еще	2	2
227	или в	2	2
228	между двумя	2	2
229	тем что	4	2
230	и вообще	2	2
231	глаза и	2	2
