N	2gram	Voloshinov_1	DiskursI
1	в себе	9	19
2	при этом	9	17
3	в качестве	4	16
4	и в	38	16
5	может быть	13	16
6	как и	10	16
7	в этом	10	16
8	и не	14	15
9	а не	6	14
10	в частности	3	12
11	и т.п	21	12
12	то есть	4	12
13	в мире	2	11
14	представляет собой	2	11
15	но и	13	11
16	но в	5	11
17	том что	3	10
18	не только	27	10
19	так и	6	9
20	не может	12	9
21	в том	2	8
22	как в	2	8
23	прежде всего	21	7
24	в нем	4	7
25	но не	2	7
26	с его	7	6
27	отнюдь не	10	6
28	себя в	4	6
29	еще не	3	6
30	все же	7	6
31	в своей	2	6
32	то же	14	6
33	тем самым	7	6
34	в своих	2	6
35	по своей	2	6
36	ни к	2	5
37	а с	5	5
38	же время	7	5
39	для него	3	5
40	то что	8	5
41	и на	6	5
42	в то	9	5
43	в одном	3	4
44	к этому	2	4
45	как бы	28	4
46	этом отношении	2	4
47	человека в	2	4
48	роль в	3	4
49	потому что	5	4
50	в основе	2	4
51	точки зрения	10	4
52	в этой	6	4
53	и то	3	4
54	о том	4	4
55	не является	5	4
56	я и	2	4
57	перед нами	3	3
58	в этих	2	3
59	это не	3	3
60	и все	4	3
61	было в	4	3
62	или иной	4	3
63	уже не	4	3
64	и как	9	3
65	не в	6	3
66	можно сказать	4	3
67	он не	2	3
68	той или	3	3
69	в его	6	3
70	из двух	2	3
71	в котором	3	3
72	из них	3	3
73	жизни и	3	3
74	не было	2	3
75	все эти	2	3
76	внутренней речи	18	3
77	и наконец	5	3
78	также и	2	3
79	и его	7	3
80	но это	2	3
81	не знает	3	3
82	только в	6	3
83	его в	4	3
84	место в	2	2
85	никогда не	7	2
86	в целом	4	2
87	вследствие этого	2	2
88	как уже	2	2
89	или иного	5	2
90	этом случае	3	2
91	в той	5	2
92	что он	2	2
93	а к	2	2
94	времени и	2	2
95	одно и	4	2
96	не нужно	2	2
97	отношение к	2	2
98	общения и	4	2
99	в ней	8	2
100	не с	3	2
101	что и	3	2
102	с точки	5	2
103	слова не	2	2
104	не к	3	2
105	вместе с	5	2
106	с ней	2	2
107	заключает в	4	2
108	что же	8	2
109	к своему	4	2
110	все это	4	2
111	ситуации и	9	2
112	и для	3	2
113	должно быть	2	2
114	а в	5	2
115	той же	5	2
116	их в	3	2
117	и с	5	2
118	и это	7	2
119	здесь не	2	2
120	в области	5	2
121	мы имеем	2	2
122	между тем	3	2
123	но при	3	2
