N	2gram	Tiupa_Lite_1	FransuaR
1	и в	8	41
2	то есть	6	24
3	и т.п	4	19
4	таким образом	3	17
5	в нем	2	16
6	и его	4	13
7	но и	17	13
8	в этом	12	12
9	все эти	2	11
10	прежде всего	11	10
11	в самом	3	10
12	не только	24	10
13	и др	3	10
14	то что	10	10
15	о том	2	9
16	никогда не	4	8
17	в сущности	2	8
18	в этой	4	8
19	но в	3	8
20	у него	3	7
21	том что	14	7
22	как бы	7	7
23	как и	6	7
24	что в	3	7
25	в его	7	7
26	что он	5	6
27	в году	13	6
28	например в	3	6
29	один из	3	6
30	также и	3	6
31	в то	5	6
32	то же	5	5
33	с его	5	5
34	же время	5	5
35	а также	5	5
36	из них	4	5
37	так и	4	5
38	в своем	11	5
39	той же	3	5
40	еще в	4	5
41	тем что	2	5
42	в себе	7	5
43	уже в	5	4
44	с другой	3	4
45	та же	2	4
46	нового времени	2	4
47	роль в	2	4
48	не в	8	4
49	одной стороны	2	4
50	даже в	2	4
51	все же	4	4
52	не может	5	4
53	с одной	2	4
54	как в	5	4
55	самом деле	2	4
56	и даже	3	4
57	одним из	5	4
58	а в	3	4
59	в основе	3	4
60	в другом	2	4
61	того же	2	4
62	во втором	2	3
63	с этой	5	3
64	своего героя	2	3
65	с миром	4	3
66	было бы	2	3
67	и сам	6	3
68	в искусстве	2	3
69	не мог	3	3
70	жизни и	3	3
71	не остается	2	3
72	этом отношении	2	3
73	при этом	19	3
74	и не	12	3
75	того что	6	3
76	что не	2	3
77	в данном	5	3
78	только в	8	3
79	потому что	3	3
80	это уже	2	2
81	в частности	15	2
82	все они	2	2
83	для этого	4	2
84	превращается в	2	2
85	себе в	2	2
86	в конце	4	2
87	человека и	2	2
88	в индивидуальном	2	2
89	в том	16	2
90	тем более	2	2
91	связи с	6	2
92	на этом	2	2
93	но не	4	2
94	должна быть	2	2
95	в трактате	2	2
96	своего времени	2	2
97	может быть	13	2
98	за пределы	2	2
99	в своей	4	2
100	должен быть	2	2
101	себя в	6	2
102	данном случае	4	2
103	и прежде	3	2
104	как раз	4	2
105	не на	2	2
106	как это	8	2
107	из того	2	2
108	лишь в	4	2
109	а не	16	2
110	с точки	2	2
111	к себе	3	2
112	самим собой	2	2
113	и то	2	2
114	то он	2	2
115	между тем	2	2
116	одну из	2	2
117	и весьма	2	2
118	точки зрения	6	2
119	и само	2	2
120	из этих	2	2
121	всем и	2	2
122	как он	2	2
123	тех же	3	2
124	в области	3	2
125	мира в	3	2
126	а для	2	2
