N	2gram	Vygotskiy__1	VrazhdaK
1	не только	13	9
2	в этом	12	8
3	и что	8	8
4	и в	31	8
5	но и	2	7
6	что в	23	7
7	то что	32	7
8	и все	5	7
9	в котором	4	6
10	в нем	2	6
11	все же	5	6
12	и даже	6	6
13	как и	16	6
14	но в	3	6
15	и с	2	6
16	то же	5	5
17	не было	3	5
18	и не	16	5
19	у него	4	5
20	между тем	4	5
21	в то	5	5
22	уже в	3	4
23	для нас	5	4
24	как бы	5	4
25	все это	8	4
26	целый ряд	6	4
27	что он	7	4
28	так же	12	4
29	с ним	2	4
30	х годов	5	4
31	в своих	4	4
32	может быть	22	4
33	при этом	19	4
34	несмотря на	5	4
35	о том	7	4
36	в виду	4	4
37	речь идет	3	3
38	в своем	3	3
39	что у	3	3
40	я хотел	2	3
41	и во	2	3
42	что есть	2	3
43	страшной мести	2	3
44	в связи	2	3
45	в конце	3	3
46	т е	3	3
47	к этому	4	3
48	на то	10	3
49	и у	4	3
50	в том	30	3
51	и его	7	3
52	том что	16	3
53	и как	2	3
54	в его	6	3
55	далеко не	2	3
56	его в	2	3
57	и о	4	3
58	в чем	2	3
59	он не	3	3
60	в известном	2	2
61	в своей	3	2
62	и это	3	2
63	из них	2	2
64	не менее	2	2
65	никогда не	8	2
66	вместе с	8	2
67	отнюдь не	6	2
68	его и	3	2
69	в них	2	2
70	столь же	4	2
71	как раз	2	2
72	не может	17	2
73	по мнению	2	2
74	а в	6	2
75	таким образом	20	2
76	это в	2	2
77	на место	2	2
78	но это	3	2
79	там же	2	2
80	уже не	2	2
81	мы знаем	3	2
82	с точки	2	2
83	на основе	2	2
84	в этой	3	2
85	что я	4	2
86	и то	2	2
87	же как	4	2
88	их в	2	2
89	но как	2	2
90	точки зрения	15	2
91	в себе	4	2
92	отношение к	2	2
93	о чем	2	2
94	на это	2	2
95	при помощи	20	2
96	одна из	4	2
97	к ним	2	2
98	том же	2	2
99	в него	2	2
