N	2gram	Voloshinov_1	Komedia
1	и в	13	22
2	том что	2	12
3	в г	2	11
4	в том	2	11
5	но и	3	11
6	не только	6	10
7	как и	3	9
8	может быть	8	9
9	в одном	3	8
10	таким образом	6	8
11	и не	8	8
12	и его	12	8
13	что в	3	6
14	в отношении	2	6
15	к тому	2	6
16	то же	4	6
17	не в	3	6
18	а в	2	6
19	в которой	3	6
20	уже в	2	5
21	с другой	2	5
22	прежде всего	9	5
23	при этом	2	5
24	в его	7	5
25	еще в	2	5
26	так и	3	5
27	как в	2	5
28	все это	4	5
29	другой стороны	2	5
30	между тем	2	5
31	в их	3	4
32	г в	3	4
33	несмотря на	2	4
34	в другом	2	4
35	что они	2	4
36	а также	2	4
37	в нем	2	4
38	тем что	2	4
39	точки зрения	7	4
40	так как	3	4
41	но в	4	4
42	мы можем	4	4
43	не менее	2	3
44	в них	2	3
45	в тех	2	3
46	тот же	2	3
47	одной стороны	2	3
48	да и	3	3
49	все же	5	3
50	отношению к	3	3
51	в целом	2	3
52	так же	2	3
53	по отношению	3	3
54	с одной	2	3
55	в течение	2	3
56	здесь мы	3	3
57	не мог	2	3
58	мы не	4	3
59	в этом	2	3
60	могут быть	2	3
61	и ее	2	3
62	только в	6	3
63	и все	3	3
64	в чем	2	3
65	в сознании	4	3
66	еще и	4	2
67	за пределы	3	2
68	связанные с	2	2
69	к сожалению	2	2
70	вовсе не	2	2
71	было бы	4	2
72	в действительности	2	2
73	мог бы	2	2
74	в самом	2	2
75	для себя	2	2
76	на две	2	2
77	и тем	2	2
78	то что	6	2
79	ее в	2	2
80	вслед за	2	2
81	не может	8	2
82	для исследования	2	2
83	чем же	2	2
84	в своих	2	2
85	в себе	3	2
86	в области	2	2
