N	2gram	Propp_Russ_1	Istorich
1	и в	36	22
2	мы имеем	4	19
3	в этом	12	17
4	и т	10	16
5	т е	17	16
6	т д	9	15
7	что в	19	15
8	не только	22	14
9	в дом	2	12
10	в доме	2	12
11	но и	16	12
12	и не	6	12
13	и пр	2	11
14	может быть	8	11
15	в этих	3	11
16	или в	2	11
17	еще не	4	10
18	таким образом	6	10
19	после чего	2	10
20	но в	2	10
21	в нем	2	9
22	что и	7	9
23	вместе с	10	9
24	в том	17	9
25	что они	7	8
26	с этим	2	8
27	том что	19	8
28	мы видим	2	8
29	как мы	10	8
30	к этому	4	7
31	предположить что	2	7
32	но не	2	7
33	то что	6	7
34	из них	8	7
35	уже не	6	7
36	и здесь	2	7
37	мы должны	2	7
38	так как	15	7
39	там где	2	7
40	связи с	4	6
41	в них	6	6
42	это не	10	6
43	с ней	2	6
44	а в	9	6
45	то же	3	6
46	в течение	5	6
47	а не	2	6
48	так в	4	6
49	мы можем	2	6
50	во время	14	6
51	ничего не	3	6
52	не менее	3	5
53	в частности	2	5
54	показывает что	5	5
55	тем не	3	5
56	так что	2	5
57	один из	8	5
58	все же	5	5
59	этом случае	5	5
60	что она	2	5
61	в свете	2	5
62	того что	4	5
63	могут быть	2	5
64	в некоторых	4	5
65	и другие	13	4
66	как это	8	4
67	у нас	8	4
68	в дальнейшем	2	4
69	только в	4	4
70	на этом	3	4
71	в свою	3	4
72	она не	2	4
73	к ней	2	4
74	что на	4	4
75	для нас	6	4
76	его и	2	4
77	находится в	2	4
78	и на	10	4
79	не может	4	4
80	тем что	4	4
81	представляют собой	7	4
82	все эти	2	4
83	в других	11	4
84	и с	2	4
85	должны были	2	3
86	для них	3	3
87	состоит в	8	3
88	что у	2	3
89	представление о	3	3
90	от них	3	3
91	не что	2	3
92	детей и	2	3
93	к тому	4	3
94	и к	3	3
95	увидим ниже	3	3
96	как и	10	3
97	и как	2	3
98	но это	4	3
99	представляет собой	4	3
100	они и	2	3
101	у него	2	3
102	мы увидим	8	3
103	между прочим	2	3
104	не совсем	4	3
105	в его	2	3
106	в целом	2	3
107	не будем	3	3
108	быть и	2	3
109	в связи	4	3
110	следующим образом	4	3
111	а мы	2	3
112	и у	5	3
113	так же	3	3
114	такое толкование	2	3
115	с ними	5	3
116	иное как	2	3
117	этому же	2	3
118	потому что	10	3
119	их и	3	3
120	из этих	4	3
121	что иное	2	3
122	из приведенных	3	3
123	далеко не	3	3
124	о том	8	3
125	их в	3	3
126	и и	2	2
127	не было	2	2
128	всех этих	2	2
129	с тем	8	2
130	независимо от	2	2
131	и др	4	2
132	но тем	2	2
133	в одном	3	2
134	в жизни	2	2
135	на все	2	2
136	в тех	4	2
137	на стол	4	2
138	но все	3	2
139	в силу	2	2
140	такой же	2	2
141	и более	2	2
142	но они	3	2
143	одна из	4	2
144	как в	5	2
145	при этом	6	2
146	в качестве	3	2
147	после того	2	2
148	на себя	2	2
149	но есть	2	2
150	например в	2	2
151	так на	2	2
152	хотя и	2	2
153	в ней	2	2
154	и потому	2	2
155	в этот	10	2
156	к жизни	3	2
157	не имеет	6	2
158	не с	3	2
159	должно было	2	2
160	после этого	4	2
161	но она	2	2
162	так и	7	2
163	только на	3	2
164	на кладбище	4	2
165	за счет	2	2
166	в своем	3	2
167	в особенности	2	2
168	на самом	2	2
169	этот вопрос	2	2
170	стоит в	2	2
171	там же	5	2
172	и некоторые	3	2
173	и что	4	2
174	сообщает о	4	2
175	и для	2	2
176	в которых	5	2
177	в русском	4	2
178	между тем	7	2
179	в виде	6	2
180	точки зрения	3	2
181	видно что	6	2
182	как будто	5	2
183	как правило	3	2
184	по материалам	2	2
185	во многих	5	2
186	большинстве случаев	2	2
187	а также	3	2
188	что по	4	2
189	же не	2	2
190	этот обряд	3	2
191	с собой	4	2
