N	2gram	Vygotskiy__5	RusskieA
1	и в	16	36
2	не только	16	22
3	что в	16	19
4	том что	15	19
5	в том	18	17
6	но и	6	16
7	так как	16	15
8	и другие	2	13
9	в этом	25	12
10	в этот	2	10
11	это не	4	10
12	как мы	10	10
13	как и	8	10
14	вместе с	4	10
15	и на	6	10
16	потому что	21	10
17	а в	3	9
18	с тем	3	8
19	состоит в	6	8
20	у нас	2	8
21	из них	2	8
22	может быть	9	8
23	и по	4	8
24	о том	8	8
25	как это	8	8
26	что они	5	7
27	что и	3	7
28	так и	7	7
29	между тем	3	7
30	представляют собой	2	7
31	и не	12	6
32	при этом	4	6
33	в них	2	6
34	таким образом	19	6
35	мы не	3	6
36	все это	2	6
37	не имеет	4	6
38	то что	26	6
39	показывает что	5	5
40	этом случае	3	5
41	все же	3	5
42	как будто	2	5
43	как бы	5	5
44	как в	5	5
45	того как	5	5
46	тому что	5	4
47	к этому	3	4
48	как уже	3	4
49	к тому	6	4
50	по существу	3	4
51	представляет собой	7	4
52	еще не	4	4
53	связи с	3	4
54	еще в	3	4
55	во всех	2	4
56	и их	4	4
57	в их	3	4
58	не может	18	4
59	а с	2	4
60	и что	12	4
61	того что	16	4
62	но это	3	4
63	тем что	5	4
64	только в	10	4
65	не менее	3	3
66	к жизни	3	3
67	о чем	2	3
68	связанные с	6	3
69	в этих	3	3
70	в качестве	4	3
71	в своем	5	3
72	но все	2	3
73	но они	2	3
74	таким же	3	3
75	в одном	3	3
76	в свою	4	3
77	и к	2	3
78	вывод что	2	3
79	на этом	3	3
80	только на	2	3
81	к ним	2	3
82	если в	3	3
83	не с	2	3
84	и из	2	3
85	приводит к	7	3
86	то же	8	3
87	с точки	9	3
88	на этот	4	3
89	так же	15	3
90	ничего не	5	3
91	их в	2	3
92	их и	2	3
93	точки зрения	18	3
94	в области	12	3
95	которые не	2	3
96	и более	3	2
97	до того	2	2
98	в частности	3	2
99	могут быть	4	2
100	переход от	7	2
101	его и	3	2
102	между собой	13	2
103	что у	2	2
104	не означает	4	2
105	только для	2	2
106	с этим	3	2
107	и потому	2	2
108	на все	5	2
109	в различных	2	2
110	в нем	7	2
111	стоит в	4	2
112	у него	6	2
113	в жизни	2	2
114	такое же	2	2
115	так что	4	2
116	и как	3	2
117	мы видим	4	2
118	в силу	10	2
119	такой же	4	2
120	предположить что	2	2
121	свою очередь	3	2
122	но не	10	2
123	как известно	4	2
124	но что	3	2
125	до конца	3	2
126	чем в	3	2
127	они же	2	2
128	когда он	2	2
129	имеет место	2	2
130	как они	3	2
131	в ней	2	2
132	в его	11	2
133	нас к	3	2
134	и с	3	2
135	и другим	2	2
136	в целом	4	2
137	значит что	5	2
138	что она	2	2
139	находится в	2	2
140	в свете	4	2
141	не на	3	2
142	должны были	2	2
143	все эти	4	2
144	в какой	6	2
145	а не	10	2
146	приводит нас	2	2
147	и другими	2	2
148	с ним	5	2
149	в своих	2	2
150	этот вопрос	6	2
151	мы можем	6	2
152	между двумя	3	2
153	себя и	2	2
154	и здесь	2	2
155	но в	6	2
156	ничего общего	3	2
157	мы должны	8	2
158	как он	6	2
159	в более	2	2
160	и поэтому	2	2
