N	2gram	Vygotskiy__3	FransuaR
1	и в	25	40
2	и его	2	17
3	прежде всего	4	16
4	в этом	14	15
5	мы уже	5	13
6	не только	6	13
7	и не	10	13
8	в его	15	13
9	что в	17	12
10	как и	15	11
11	но и	4	11
12	таким образом	17	10
13	как мы	8	10
14	в них	2	9
15	и все	4	9
16	может быть	13	9
17	он не	4	9
18	в том	23	8
19	все эти	7	8
20	той же	4	8
21	и на	6	8
22	в своем	4	7
23	в одном	2	7
24	то же	2	7
25	в этих	2	6
26	к этому	3	6
27	в самом	3	6
28	в своей	2	6
29	связь с	3	6
30	и других	2	6
31	связи с	9	6
32	в то	4	6
33	мы видим	3	5
34	связаны с	3	5
35	со всеми	6	5
36	в нем	2	5
37	то что	15	5
38	в связи	6	5
39	и для	2	5
40	в основе	16	5
41	в своих	2	5
42	для него	5	5
43	и во	2	4
44	том что	20	4
45	смысле слова	2	4
46	было бы	10	4
47	в основном	6	4
48	из них	4	4
49	и потому	2	4
50	а также	2	4
51	ни в	9	4
52	один из	6	4
53	в мире	2	4
54	все это	6	4
55	о том	5	4
56	того чтобы	8	4
57	и здесь	2	4
58	так как	12	4
59	в области	7	4
60	в эту	2	4
61	с его	2	3
62	всех этих	2	3
63	если бы	5	3
64	в частности	4	3
65	и от	2	3
66	и к	5	3
67	об этом	2	3
68	мы видели	6	3
69	но это	5	3
70	в начале	2	3
71	в этой	5	3
72	уже говорили	5	3
73	для этого	2	3
74	одна из	2	3
75	еще не	4	3
76	такого рода	2	3
77	как бы	10	3
78	еще в	2	3
79	что и	10	3
80	вместе с	14	3
81	так и	5	3
82	как в	9	3
83	по отношению	3	3
84	не может	6	3
85	а в	4	3
86	там где	4	3
87	для того	7	3
88	между ними	3	3
89	и как	5	3
90	но все	2	3
91	можно было	6	3
92	связь между	4	3
93	связан с	2	3
94	сказать что	4	3
95	между тем	3	3
96	тем что	8	3
97	при этом	5	3
98	в отличие	6	3
99	в себе	2	3
100	во всем	3	3
101	только в	10	3
102	связанные с	2	3
103	в свете	2	3
104	их в	3	3
105	отличие от	6	3
106	слова в	2	2
107	не менее	6	2
108	включает в	2	2
109	есть и	2	2
110	уже в	7	2
111	в общей	2	2
112	поэтому в	2	2
113	сравнению с	3	2
114	связь и	2	2
115	в течение	2	2
116	с другой	6	2
117	из этих	4	2
118	одного из	2	2
119	с нею	2	2
120	что он	6	2
121	или иной	3	2
122	мы знаем	4	2
123	все же	6	2
124	мы остановимся	2	2
125	на этом	3	2
126	но не	6	2
127	переход от	3	2
128	все что	2	2
129	очень часто	2	2
130	как известно	3	2
131	мы увидим	4	2
132	и сам	3	2
133	на его	2	2
134	и той	2	2
135	одним из	5	2
136	той или	2	2
137	в котором	3	2
138	к жизни	2	2
139	слова и	6	2
140	отношению к	2	2
141	в целом	13	2
142	в корне	2	2
143	который в	3	2
144	в нашей	2	2
145	этом отношении	3	2
146	основе этого	2	2
147	именно в	5	2
148	одной и	2	2
149	с помощью	42	2
150	здесь мы	2	2
151	и у	6	2
152	тем же	4	2
153	на основе	22	2
154	потому что	6	2
155	говорит он	4	2
156	с этим	4	2
157	точки зрения	6	2
158	но как	3	2
159	по сравнению	4	2
160	в один	2	2
161	его к	3	2
162	этого слова	4	2
163	как он	3	2
164	и это	4	2
165	того же	6	2
166	говорит об	2	2
167	в плане	2	2
168	мы не	9	2
