N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	16	32
2	может быть	18	25
3	но и	15	23
4	и не	42	20
5	и в	45	19
6	то есть	50	19
7	в том	8	18
8	в этом	20	17
9	том что	7	14
10	не в	8	14
11	а не	10	12
12	то что	5	11
13	а в	3	11
14	не может	24	10
15	точки зрения	19	10
16	при этом	2	9
17	со стороны	4	9
18	так и	3	9
19	в его	22	9
20	в мире	3	9
21	героя в	5	8
22	не является	3	8
23	и т.п	6	8
24	в себе	5	8
25	и т.д	3	7
26	как и	14	7
27	еще не	9	7
28	все же	4	7
29	как в	4	7
30	по отношению	8	7
31	том числе	2	6
32	с его	8	6
33	что он	7	6
34	отношению к	8	6
35	но не	6	6
36	точка зрения	7	6
37	именно в	3	6
38	в той	3	6
39	тем самым	2	6
40	как это	2	6
41	на протяжении	3	6
42	о том	3	6
43	но в	6	6
44	и как	2	5
45	по себе	8	5
46	или иной	3	5
47	можно сказать	2	5
48	себя в	2	5
49	в форме	2	5
50	уже не	6	5
51	к нему	11	5
52	и его	8	5
53	в основе	2	5
54	далеко не	4	5
55	за собой	2	4
56	перед нами	4	4
57	точку зрения	5	4
58	прежде всего	11	4
59	в нем	20	4
60	у него	6	4
61	что не	5	4
62	то же	5	4
63	но все	4	4
64	если не	2	4
65	же время	3	4
66	было бы	4	4
67	одной из	2	4
68	той или	3	4
69	как бы	15	4
70	о нем	6	4
71	все те	2	4
72	хотя бы	5	4
73	в особенности	2	4
74	те же	2	4
75	из которых	2	4
76	числе и	2	4
77	в рассказе	3	4
78	сказать что	5	4
79	только в	9	4
80	героя и	7	4
81	здесь не	2	4
82	и с	7	4
83	не менее	2	3
84	а с	3	3
85	жизни в	2	3
86	же как	4	3
87	что в	6	3
88	могут быть	4	3
89	никогда не	17	3
90	уже в	4	3
91	ни в	2	3
92	что они	3	3
93	одна из	3	3
94	в сущности	7	3
95	хотя и	2	3
96	в ней	7	3
97	он не	9	3
98	и даже	3	3
99	один из	2	3
100	не есть	2	3
101	с ее	3	3
102	из них	9	3
103	жизни и	15	3
104	в ее	3	3
105	бытия в	2	3
106	на него	2	3
107	а именно	3	3
108	этом отношении	2	3
109	как мы	8	3
110	и он	3	3
111	и на	7	3
112	тем что	2	3
113	не о	2	3
114	в то	5	3
115	бы быть	2	3
116	в произведении	5	3
117	бы не	3	2
118	он сам	6	2
119	должна быть	3	2
120	себя и	2	2
121	в своем	5	2
122	героя с	2	2
123	что у	4	2
124	здесь и	2	2
125	не как	6	2
126	личности в	3	2
127	себе самом	3	2
128	в литературе	6	2
129	идет о	2	2
130	точек зрения	3	2
131	по выражению	2	2
132	есть в	8	2
133	его личности	2	2
134	подход к	2	2
135	между ними	4	2
136	для него	9	2
137	в пределах	4	2
138	она не	5	2
139	например в	2	2
140	он уже	2	2
141	и потому	6	2
142	матери с	2	2
143	для автора	4	2
144	авторской позиции	5	2
145	и др	4	2
146	даже в	6	2
147	нет и	3	2
148	не имеет	3	2
149	его жизни	2	2
150	точкой зрения	2	2
151	и до	4	2
152	в самую	2	2
153	отношение к	8	2
154	так же	5	2
155	как раз	6	2
156	не на	4	2
157	как к	2	2
158	одного сознания	6	2
159	отношения к	2	2
160	не было	2	2
161	все эти	4	2
162	человека в	5	2
163	этой точки	2	2
164	они не	2	2
165	самом деле	4	2
166	одним из	3	2
167	и для	2	2
168	с точки	9	2
169	это не	3	2
170	в таком	3	2
171	или в	2	2
172	можно было	2	2
173	тому как	2	2
174	в результате	3	2
175	нового времени	3	2
176	подобно тому	2	2
177	и ее	7	2
178	но как	2	2
179	все то	2	2
180	этого слова	2	2
181	его в	3	2
182	зрения на	5	2
183	с точкой	2	2
184	ничего не	3	2
185	мы имеем	2	2
186	то они	2	2
187	и про	2	2
188	и одновременно	2	2
