N	2gram	Losev_Dial_1	FransuaR
1	и в	18	65
2	как бы	11	22
3	и не	30	22
4	вовсе не	7	18
5	в том	9	16
6	в этом	12	15
7	но в	6	14
8	в нем	16	13
9	прежде всего	10	11
10	и потому	3	10
11	не только	13	10
12	но и	7	10
13	так и	9	10
14	все эти	2	10
15	в эпоху	2	9
16	в его	3	9
17	все это	11	9
18	в своем	5	8
19	в основе	3	8
20	всех этих	3	8
21	в дальнейшем	5	8
22	здесь в	2	8
23	и даже	13	8
24	жизни и	3	7
25	точки зрения	17	7
26	только в	3	7
27	никогда не	9	6
28	не знает	2	6
29	том что	9	6
30	все же	5	6
31	как мы	4	6
32	еще не	2	6
33	может быть	17	6
34	в ней	3	6
35	в отношении	5	6
36	на самом	3	6
37	и у	2	6
38	сказать что	10	6
39	они были	2	6
40	так как	11	6
41	в частности	2	5
42	еще более	3	5
43	в них	3	5
44	потому что	14	5
45	или иной	3	5
46	для него	2	5
47	и пр	5	5
48	в своей	2	5
49	той или	7	5
50	еще и	3	5
51	как в	2	5
52	как и	2	5
53	и все	3	5
54	поэтому и	2	4
55	на всю	4	4
56	не в	6	4
57	можно только	2	4
58	отношение к	5	4
59	совершенно не	8	4
60	в самом	3	4
61	из них	2	4
62	сих пор	2	4
63	до сих	2	4
64	мысли и	3	4
65	в их	3	4
66	и еще	3	4
67	и ни	6	3
68	что в	13	3
69	не является	3	3
70	это не	9	3
71	не просто	7	3
72	что он	11	3
73	но все	3	3
74	но это	8	3
75	мы и	2	3
76	самом деле	3	3
77	и эта	2	3
78	даже в	3	3
79	к нему	8	3
80	с точки	12	3
81	то что	13	3
82	и их	2	3
83	как раз	4	3
84	не может	12	3
85	этом отношении	2	3
86	уже не	2	3
87	можно говорить	2	3
88	с другой	6	3
89	даже и	3	3
90	он и	2	3
91	в себе	11	3
92	и вообще	4	3
93	но как	2	3
94	с ним	6	3
95	ничего не	17	3
96	и с	5	3
97	в виду	5	3
98	ни к	2	2
99	но не	4	2
100	к тому	4	2
101	в противоположность	5	2
102	и от	2	2
103	из этих	2	2
104	раз и	2	2
105	ни с	6	2
106	можно сказать	6	2
107	и так	2	2
108	да и	6	2
109	мы видим	4	2
110	от него	4	2
111	он находит	2	2
112	одной стороны	2	2
113	и он	5	2
114	несмотря на	10	2
115	хотя и	4	2
116	он не	3	2
117	на что	2	2
118	для своего	2	2
119	и для	2	2
120	только на	3	2
121	отношения к	3	2
122	же он	2	2
123	с одной	2	2
124	и вот	6	2
125	но эта	3	2
126	того что	2	2
127	что не	7	2
128	есть только	5	2
129	всегда и	3	2
130	которое в	2	2
131	в этих	5	2
132	но с	3	2
133	могут быть	3	2
134	и почти	3	2
135	во всем	2	2
136	ни на	6	2
137	о том	4	2
138	и это	2	2
139	в особенности	5	2
140	в чем	6	2
141	это было	2	2
