N	2gram	Losev_Vesc_1	Myshleni
1	и в	21	25
2	в том	8	23
3	том что	8	20
4	что в	9	17
5	таким образом	8	17
6	в основе	3	16
7	с тем	5	16
8	как и	8	15
9	то что	27	15
10	в его	2	15
11	в этом	4	14
12	может быть	16	13
13	так как	7	12
14	перед нами	2	10
15	что они	6	10
16	как бы	12	10
17	и не	29	10
18	и что	15	10
19	того что	8	10
20	было бы	14	10
21	что и	3	10
22	только в	14	10
23	мы не	6	9
24	того чтобы	3	8
25	взаимного понимания	2	8
26	тем что	2	8
27	как мы	4	8
28	все эти	3	7
29	что мы	14	7
30	как это	2	7
31	по себе	13	7
32	по своей	2	7
33	для того	2	7
34	мы можем	4	7
35	понятий и	2	7
36	не менее	3	6
37	с другой	6	6
38	в собственном	2	6
39	не в	5	6
40	и у	3	6
41	один из	3	6
42	не может	17	6
43	потому что	16	6
44	мы должны	2	6
45	от этого	2	6
46	в отношении	4	6
47	в силу	3	6
48	но не	5	6
49	того же	5	6
50	не только	36	6
51	все же	4	6
52	собственном смысле	3	6
53	точки зрения	5	6
54	все это	5	6
55	можно было	2	6
56	слова и	5	6
57	так и	3	5
58	что это	13	5
59	к одному	3	5
60	тем не	3	5
61	и как	8	5
62	но это	10	5
63	для него	4	5
64	одной стороны	3	5
65	что она	15	5
66	с одной	3	5
67	с ее	6	5
68	если бы	5	5
69	в понятии	4	5
70	мы уже	3	5
71	о том	6	5
72	в этой	3	5
73	и другое	4	5
74	независимо от	5	4
75	никогда не	2	4
76	в своем	6	4
77	прежде всего	9	4
78	на то	4	4
79	в смысле	12	4
80	к тому	3	4
81	бы что	2	4
82	мог бы	5	4
83	всяком случае	2	4
84	отнюдь не	5	4
85	из них	4	4
86	но и	18	4
87	от того	3	4
88	то и	4	4
89	а в	4	4
90	сказать что	17	4
91	в то	3	4
92	с ним	8	4
93	мы имеем	7	4
94	тогда когда	5	4
95	от нее	2	4
96	с этим	3	4
97	и все	5	4
98	что оно	8	4
99	и того	2	4
100	еще не	8	4
101	мы говорили	2	4
102	по сравнению	7	4
103	той же	2	4
104	это значит	24	4
105	во всяком	3	4
106	и это	14	4
107	как с	4	4
108	значит что	24	4
109	но на	2	3
110	оба эти	3	3
111	с этой	4	3
112	в себя	13	3
113	в свою	4	3
114	как оно	3	3
115	на этом	2	3
116	в самом	9	3
117	в котором	3	3
118	и их	7	3
119	другой стороны	2	3
120	отличается от	7	3
121	но только	3	3
122	с ними	3	3
123	в результате	3	3
124	их в	3	3
125	его в	2	3
126	как она	4	3
127	сравнению с	6	3
128	в жизни	3	3
129	мы видим	2	3
130	то в	4	3
131	бы сказать	2	3
132	же точно	2	3
133	общения с	23	3
134	сами по	3	3
135	не есть	49	3
136	с ней	2	3
137	а с	3	3
138	если мы	8	3
139	мы получили	3	3
140	между ними	3	3
141	является в	2	3
142	понимания между	2	3
143	слова в	2	2
144	то же	6	2
145	можно ли	7	2
146	тому что	2	2
147	и от	3	2
148	со всей	2	2
149	для нас	2	2
150	ни было	4	2
151	так что	5	2
152	свою очередь	4	2
153	имеем дело	3	2
154	хотя и	4	2
155	той или	2	2
156	в сфере	4	2
157	в нем	2	2
158	в свете	7	2
159	для этого	4	2
160	и только	3	2
161	того и	2	2
162	совершенно ясно	2	2
163	должно быть	6	2
164	может ли	2	2
165	от всех	4	2
166	и здесь	4	2
167	ни на	3	2
168	бы в	5	2
169	моментов в	2	2
170	и во	3	2
171	в одном	2	2
172	с нею	18	2
173	все еще	3	2
174	ясно что	8	2
175	об этом	3	2
176	и эти	2	2
177	одна из	5	2
178	есть и	4	2
179	тот же	3	2
180	и может	2	2
181	это так	3	2
182	и потому	5	2
183	оно не	3	2
184	не будет	12	2
185	в своей	5	2
186	находится в	3	2
187	только что	2	2
188	из того	2	2
189	уже не	9	2
190	и эта	3	2
191	в вещах	2	2
192	и для	9	2
193	и его	2	2
194	или в	2	2
195	или иначе	4	2
196	с другими	8	2
197	тому как	4	2
198	равным образом	3	2
199	и то	10	2
200	понятие не	3	2
201	в себе	14	2
202	без этого	2	2
203	в чем	6	2
