N	2gram	Tiupa_Anal_1	Problema
1	и не	21	28
2	то есть	11	27
3	не только	15	24
4	только в	6	23
5	вовсе не	2	21
6	в том	27	20
7	и в	18	20
8	ни в	4	17
9	не просто	2	16
10	все эти	2	16
11	то что	6	15
12	потому что	2	15
13	было бы	2	14
14	той или	6	14
15	но и	17	14
16	точки зрения	6	14
17	или иной	6	13
18	не в	14	13
19	также и	2	13
20	в нашем	3	12
21	не есть	8	12
22	в себе	11	12
23	том что	12	12
24	прежде всего	6	11
25	по себе	4	11
26	с точки	4	11
27	как будто	3	11
28	отнюдь не	15	10
29	в качестве	31	10
30	не является	2	10
31	так и	4	10
32	и его	5	10
33	при помощи	2	10
34	едва ли	2	10
35	может быть	29	9
36	в этом	13	9
37	если бы	3	8
38	что он	3	8
39	таким образом	3	8
40	в той	8	8
41	и все	3	8
42	но в	8	8
43	с другой	4	7
44	это не	6	7
45	еще не	3	7
46	такого рода	5	7
47	и потому	2	7
48	то же	9	7
49	именно в	4	7
50	а не	17	7
51	и с	2	7
52	здесь не	2	7
53	хотя бы	3	7
54	а также	3	6
55	как и	13	6
56	есть не	8	6
57	при этом	12	6
58	другой стороны	2	6
59	в таком	3	6
60	в данном	2	6
61	же самое	2	6
62	мы имеем	6	6
63	но не	10	5
64	на самом	2	5
65	в нем	3	5
66	можно сказать	2	5
67	случае не	2	5
68	и о	2	5
69	вместе с	4	5
70	данном случае	2	5
71	не может	22	5
72	так как	2	5
73	уже не	4	5
74	о том	5	5
75	времени и	6	4
76	и есть	3	4
77	в какой	2	4
78	в этой	5	4
79	тем самым	7	4
80	только не	2	4
81	несмотря на	2	4
82	в своей	6	4
83	тех или	2	4
84	как бы	5	4
85	однако не	3	4
86	тем более	2	4
87	и т	3	4
88	ни с	3	4
89	отличается от	2	4
90	а в	9	4
91	что не	3	4
92	в то	9	4
93	в художественном	3	4
94	с ним	4	4
95	к тому	7	3
96	и более	4	3
97	или иного	3	3
98	и к	3	3
99	как мы	2	3
100	для него	2	3
101	и как	5	3
102	в начале	2	3
103	том или	3	3
104	имеем дело	4	3
105	себе в	2	3
106	в коем	2	3
107	и является	2	3
108	в его	13	3
109	только для	2	3
110	что и	3	3
111	что в	5	3
112	не говоря	2	3
113	дело не	3	3
114	самом деле	2	3
115	для того	4	3
116	из которых	4	3
117	что мы	3	3
118	к нему	3	3
119	коем случае	2	3
120	с другими	4	3
121	и на	5	3
122	из них	2	3
123	или иных	2	3
124	в сознании	2	3
125	в другом	4	3
126	того или	3	3
127	нет ничего	2	3
128	в области	4	3
129	в частности	19	2
130	однако в	3	2
131	между собой	2	2
132	для этого	2	2
133	столь же	4	2
134	то он	2	2
135	была бы	2	2
136	на все	2	2
137	в литературе	4	2
138	для себя	2	2
139	что именно	2	2
140	с его	3	2
141	нет и	2	2
142	тому же	4	2
143	самое время	2	2
144	то в	2	2
145	не что	4	2
146	в пределах	2	2
147	не являются	2	2
148	на его	2	2
149	в самом	6	2
150	за пределы	2	2
151	как предмет	4	2
152	свидетельствует о	2	2
153	том чтобы	7	2
154	он не	3	2
155	никто не	3	2
156	в котором	3	2
157	сами по	2	2
158	все же	4	2
159	себя в	6	2
160	не будет	3	2
161	не к	2	2
162	бы быть	3	2
163	а именно	3	2
164	и тогда	2	2
165	дело с	4	2
166	не сам	2	2
167	того чтобы	3	2
168	ни было	4	2
169	и по	2	2
170	анализа не	2	2
171	что иное	5	2
172	и то	2	2
173	далеко не	6	2
174	будто бы	3	2
175	произведения искусства	3	2
176	в которой	2	2
177	того же	4	2
178	иное как	5	2
