N	2gram	Ircho_Kome_1	Hudozhes
1	в качестве	4	19
2	и не	8	16
3	в том	11	15
4	и в	22	15
5	не только	10	15
6	в частности	3	13
7	может быть	9	13
8	при этом	5	12
9	а в	6	12
10	и его	8	12
11	но не	2	11
12	в этом	3	11
13	в себе	2	11
14	отношению к	3	10
15	но и	11	10
16	так и	5	10
17	по отношению	3	10
18	то же	6	10
19	такого рода	6	9
20	в его	5	9
21	точки зрения	4	9
22	в рамках	2	8
23	с другой	5	7
24	в принципе	2	7
25	в то	10	7
26	отличие от	2	7
27	но в	4	7
28	что в	6	6
29	том что	12	6
30	не в	6	6
31	же время	4	6
32	отношение к	3	6
33	не может	2	6
34	по своей	2	6
35	могут быть	3	5
36	а также	4	5
37	ни в	6	5
38	только в	3	5
39	в самом	2	5
40	в нем	4	5
41	с ее	2	5
42	то что	2	5
43	и одновременно	3	5
44	или менее	2	5
45	другой стороны	5	5
46	в их	4	5
47	место в	3	4
48	прежде всего	5	4
49	к тому	6	4
50	и как	3	4
51	в другом	4	4
52	еще не	2	4
53	хотя и	3	4
54	он не	3	4
55	и тем	2	4
56	со стороны	2	4
57	в форме	2	4
58	между тем	5	4
59	как это	3	4
60	к которому	3	4
61	не менее	3	3
62	однако в	3	3
63	в отношении	6	3
64	в противоположность	2	3
65	что он	6	3
66	тем не	2	3
67	по своему	3	3
68	перед лицом	3	3
69	того же	2	3
70	в свою	2	3
71	со своей	2	3
72	мог бы	2	3
73	как раз	3	3
74	к нему	2	3
75	в целом	3	3
76	так в	4	3
77	таким образом	8	3
78	как и	9	3
79	не следует	2	3
80	потому что	5	3
81	но он	2	3
82	и ее	3	3
83	как правило	3	3
84	его в	3	3
85	в которой	6	3
86	в области	2	3
87	на этом	2	2
88	речь идет	3	2
89	в них	3	2
90	и особенно	4	2
91	в комедии	22	2
92	в одном	8	2
93	вовсе не	2	2
94	идет о	3	2
95	одна из	2	2
96	времени и	2	2
97	одной стороны	3	2
98	и сам	3	2
99	несмотря на	4	2
100	за пределы	2	2
101	и о	3	2
102	одной из	3	2
103	даже в	3	2
104	для себя	2	2
105	принадлежит к	2	2
106	как в	5	2
107	и притом	2	2
108	с одной	3	2
109	именно в	4	2
110	в себя	2	2
111	в году	3	2
112	из которых	2	2
113	и по	6	2
114	или в	2	2
115	так же	3	2
116	право на	2	2
117	и на	3	2
118	в силу	2	2
119	нового времени	5	2
120	у него	3	2
121	в финале	2	2
122	в этой	7	2
123	о том	8	2
124	в чем	3	2
