N	2gram	Tiupa_Anal_2	DiskursI
1	в себе	7	19
2	при этом	10	17
3	состоит в	8	16
4	в качестве	11	16
5	и в	16	16
6	может быть	6	16
7	как и	14	16
8	в этом	18	16
9	и не	12	15
10	а не	10	14
11	лирического дискурса	2	14
12	в частности	16	12
13	и т.п	8	12
14	в отличие	2	12
15	отличие от	2	12
16	то есть	9	12
17	в мире	6	11
18	представляет собой	8	11
19	но и	12	11
20	тогда как	19	11
21	но в	6	11
22	том что	12	10
23	не только	16	10
24	своего рода	12	10
25	со стороны	3	10
26	такого рода	2	9
27	так и	15	9
28	не может	4	9
29	в том	12	8
30	а также	7	8
31	как в	4	8
32	в рамках	3	7
33	не менее	4	7
34	прежде всего	3	7
35	но не	4	7
36	картины мира	2	7
37	при всей	3	7
38	в данном	8	7
39	отнюдь не	8	6
40	себя в	2	6
41	еще не	2	6
42	в своей	2	6
43	данном случае	5	6
44	то же	4	6
45	тем самым	4	6
46	в противоположность	2	5
47	что в	2	5
48	в своем	4	5
49	с другой	6	5
50	же время	2	5
51	для него	4	5
52	то что	7	5
53	и на	6	5
54	коммуникативного события	4	5
55	в то	2	5
56	я в	3	5
57	лирического героя	5	5
58	в одном	2	4
59	одного из	3	4
60	к этому	2	4
61	с позиции	2	4
62	к его	2	4
63	в пределах	9	4
64	художественного целого	7	4
65	одной стороны	4	4
66	как бы	10	4
67	времени в	4	4
68	отношению к	4	4
69	по отношению	4	4
70	этом отношении	3	4
71	с одной	5	4
72	роль в	2	4
73	одно из	2	4
74	точки зрения	4	4
75	в этой	9	4
76	и то	3	4
77	о том	7	4
78	я и	3	4
79	текста а	2	3
80	очевидным образом	2	3
81	могут быть	10	3
82	в этих	2	3
83	столь же	4	3
84	не столько	3	3
85	и все	3	3
86	или иной	3	3
87	уже не	4	3
88	не в	4	3
89	соответствии с	2	3
90	здесь в	2	3
91	в контексте	5	3
92	можно сказать	4	3
93	он не	2	3
94	той или	3	3
95	в его	2	3
96	еще в	2	3
97	в котором	2	3
98	проявляется в	3	3
99	из них	3	3
100	присутствия в	2	3
101	в тексте	24	3
102	приводит к	3	3
103	жизненной позиции	3	3
104	однако при	3	3
105	иначе говоря	11	3
106	внутренней речи	4	3
107	жанровой стратегии	3	3
108	и его	4	3
109	не знает	3	3
110	как будто	3	3
111	только в	4	3
112	не следует	2	3
113	жизни но	2	3
114	его в	2	3
115	место в	3	2
116	содержит в	3	2
117	никогда не	3	2
118	или напротив	2	2
119	и одновременно	3	2
120	в целом	8	2
121	вследствие этого	2	2
122	как уже	3	2
123	или иного	3	2
124	этом случае	4	2
125	что на	3	2
126	в ходе	4	2
127	в соответствии	2	2
128	есть в	3	2
129	перед лицом	2	2
130	с фигурой	2	2
131	того же	4	2
132	с их	2	2
133	о чем	2	2
134	обоих случаях	2	2
135	со своим	3	2
136	некоторого рода	2	2
137	своего другого	2	2
138	природе своей	2	2
139	сочетании с	7	2
140	не с	4	2
141	что и	3	2
142	с ее	2	2
143	с точки	2	2
144	с той	2	2
145	вместе с	2	2
146	жизнью и	2	2
147	того и	2	2
148	я как	2	2
149	именно в	3	2
150	по преимуществу	4	2
151	в себя	4	2
152	к своему	2	2
153	сводится к	3	2
154	все это	4	2
155	по природе	2	2
156	объекта и	2	2
157	в обоих	2	2
158	другой стороны	2	2
159	речи в	2	2
160	и для	2	2
161	а в	3	2
162	той же	2	2
163	тому как	3	2
164	являет собой	3	2
165	совпадает с	4	2
166	оказывается не	2	2
167	в результате	3	2
168	не о	2	2
169	в сочетании	7	2
170	подобно тому	3	2
171	эстетическая модальность	2	2
172	говорить о	6	2
173	и адресата	2	2
174	мы имеем	3	2
175	в лирическом	2	2
176	художественного времени	2	2
177	между тем	2	2
178	произведения как	2	2
