N	2gram	Voloshinov_1	KulturaY
1	и в	13	23
2	не только	6	20
3	в том	2	19
4	в этом	2	18
5	и не	8	16
6	было бы	4	15
7	так как	3	15
8	может быть	8	15
9	точки зрения	7	14
10	если бы	2	12
11	в самом	2	12
12	все эти	2	12
13	том что	2	11
14	в области	2	11
15	но в	4	11
16	что в	3	10
17	в языке	2	10
18	а не	2	10
19	вовсе не	2	9
20	то что	6	9
21	самом деле	3	9
22	хотя бы	5	9
23	не может	8	9
24	с другой	2	8
25	прежде всего	9	8
26	не в	3	8
27	и пр	7	8
28	с точки	5	8
29	языка и	5	8
30	не менее	2	7
31	все же	5	7
32	но и	3	7
33	другой стороны	2	7
34	с помощью	2	7
35	да и	3	6
36	вопроса о	4	6
37	то же	4	6
38	между тем	2	6
39	тот же	2	5
40	несмотря на	2	5
41	в его	7	5
42	и тем	2	5
43	слова и	2	5
44	что же	3	5
45	все это	4	5
46	таким образом	6	5
47	там где	2	5
48	лишь в	4	5
49	и то	3	5
50	только в	6	5
51	зависимости от	2	5
52	в зависимости	2	4
53	в них	2	4
54	к тому	2	4
55	в пределах	3	4
56	своего рода	2	4
57	как бы	6	4
58	в нем	2	4
59	так же	2	4
60	в связи	2	4
61	не имеет	2	4
62	вряд ли	3	4
63	в данном	2	4
64	могут быть	2	4
65	говорить о	3	4
66	так и	3	4
67	уже в	2	3
68	речи не	2	3
69	на фоне	4	3
70	а также	2	3
71	но для	3	3
72	в ней	2	3
73	в процессе	5	3
74	как в	2	3
75	с этим	3	3
76	те же	2	3
77	а в	2	3
78	и его	12	3
79	языка но	2	3
80	тем что	2	3
81	в отношении	2	2
82	сознания и	2	2
83	никогда не	3	2
84	но так	2	2
85	с этой	2	2
86	не как	3	2
87	и все	3	2
88	связанные с	2	2
89	или иного	2	2
90	что они	2	2
91	языка как	3	2
92	в другом	2	2
93	поставить вопрос	3	2
94	с одной	2	2
95	материалом для	2	2
96	смысле слова	2	2
97	тех пор	4	2
98	при этом	2	2
99	в целях	2	2
100	того или	2	2
101	превращается в	3	2
102	в своей	4	2
103	данном случае	2	2
104	в их	3	2
105	и следовательно	2	2
106	не на	2	2
107	и для	3	2
108	еще и	4	2
109	как и	3	2
110	здесь мы	3	2
111	который мы	2	2
112	роль в	2	2
113	с ними	2	2
114	от этого	2	2
115	нуждается в	2	2
116	в своих	2	2
117	соответствии с	2	2
118	мы должны	6	2
119	что эта	2	2
120	слов и	4	2
