N	2gram	Losev_Prob_4	Hudozhes
1	в качестве	10	19
2	то есть	27	18
3	и не	28	16
4	в том	20	15
5	и в	20	15
6	не только	24	15
7	в частности	2	13
8	может быть	9	13
9	при этом	6	12
10	а в	4	12
11	и его	10	12
12	но не	5	11
13	в этом	9	11
14	в себе	12	11
15	как бы	4	10
16	но и	14	10
17	так и	10	10
18	то же	7	10
19	а не	7	10
20	такого рода	7	9
21	в его	3	9
22	точки зрения	14	9
23	себя в	2	8
24	с другой	7	7
25	или иной	13	7
26	в то	4	7
27	но в	8	7
28	с его	2	6
29	что в	3	6
30	в ее	5	6
31	том что	12	6
32	не в	13	6
33	не может	5	6
34	можно сказать	5	5
35	а также	6	5
36	ни в	17	5
37	только в	23	5
38	тем самым	4	5
39	в самом	2	5
40	той или	14	5
41	в нем	5	5
42	с ее	2	5
43	то что	15	5
44	или менее	2	5
45	другой стороны	6	5
46	уже не	5	5
47	более или	2	5
48	в этих	5	4
49	прежде всего	11	4
50	к тому	3	4
51	а только	6	4
52	и как	3	4
53	в другом	3	4
54	для него	3	4
55	еще не	7	4
56	хотя и	5	4
57	он не	2	4
58	и тем	7	4
59	в своей	4	4
60	произведения искусства	2	4
61	и то	2	4
62	сказать что	7	4
63	мы имеем	6	4
64	говорить о	2	4
65	как это	3	4
66	не менее	10	3
67	если бы	8	3
68	однако в	2	3
69	в отношении	4	3
70	это не	7	3
71	этом смысле	3	3
72	была бы	2	3
73	или иного	3	3
74	что он	8	3
75	в стихотворении	2	3
76	и к	3	3
77	к его	3	3
78	тем не	10	3
79	в пределах	2	3
80	по своему	6	3
81	того же	2	3
82	со своей	2	3
83	того или	3	3
84	как раз	4	3
85	человеческой жизни	5	3
86	далеко не	2	3
87	к нему	3	3
88	не будет	2	3
89	таким образом	8	3
90	как и	6	3
91	в той	8	3
92	и что	2	3
93	с точки	11	3
94	и для	4	3
95	в таком	6	3
96	потому что	15	3
97	и ее	4	3
98	в данном	6	3
99	его в	2	3
100	в художественном	4	3
101	в которой	2	3
102	в области	3	3
103	в виду	6	3
104	сама по	2	2
105	и более	3	2
106	ни к	2	2
107	в нашем	12	2
108	жизни в	2	2
109	в своем	3	2
110	в них	5	2
111	или даже	4	2
112	и весьма	2	2
113	в одном	4	2
114	вовсе не	21	2
115	по себе	11	2
116	в литературе	2	2
117	к своему	2	2
118	в коем	3	2
119	об этом	6	2
120	при условии	2	2
121	тем более	4	2
122	есть в	7	2
123	времени и	4	2
124	в значительной	2	2
125	имеем дело	3	2
126	говорит что	2	2
127	случае не	5	2
128	несмотря на	4	2
129	никто не	2	2
130	на всех	2	2
131	за пределы	2	2
132	во всех	4	2
133	и о	5	2
134	одной из	4	2
135	и потому	7	2
136	не вполне	2	2
137	не является	10	2
138	для себя	2	2
139	по преимуществу	2	2
140	дело не	3	2
141	но она	3	2
142	как в	5	2
143	а именно	2	2
144	и прежде	2	2
145	здесь не	7	2
146	и притом	2	2
147	известного рода	5	2
148	именно в	7	2
149	все эти	16	2
150	это и	4	2
151	того чтобы	2	2
152	для того	3	2
153	и больше	2	2
154	из которых	3	2
155	и по	2	2
156	или в	5	2
157	коем случае	3	2
158	так же	5	2
159	либо в	2	2
160	с ним	4	2
161	с другими	3	2
162	тот или	2	2
163	и на	3	2
164	и возможность	2	2
165	человеческих отношений	4	2
166	о себе	3	2
167	но как	3	2
168	в этой	4	2
169	о том	5	2
170	и это	2	2
171	из этого	3	2
172	в чем	2	2
