N	2gram	Voloshinov_1	FransuaR
1	и в	16	41
2	и т.п	2	19
3	мы уже	2	18
4	во всех	3	17
5	таким образом	9	17
6	в нем	4	16
7	и с	8	16
8	и его	8	13
9	но и	4	13
10	как мы	4	12
11	в этом	9	12
12	все это	4	11
13	все эти	5	11
14	прежде всего	9	10
15	в самом	2	10
16	не только	7	10
17	и др	3	10
18	так как	4	10
19	то что	3	10
20	во время	3	9
21	и на	4	9
22	и все	4	9
23	о том	2	9
24	никогда не	2	8
25	в этой	4	8
26	но в	4	8
27	у него	2	7
28	в них	2	7
29	том что	3	7
30	как бы	5	7
31	как и	2	7
32	что в	3	7
33	в его	4	7
34	что он	2	6
35	мы видим	2	6
36	один из	2	6
37	вместе с	3	6
38	с помощью	2	6
39	сказать что	7	6
40	то же	2	5
41	с его	7	5
42	в одном	3	5
43	так же	2	5
44	между собою	2	5
45	так и	4	5
46	большинстве случаев	3	5
47	образов и	2	5
48	все то	2	5
49	что это	2	5
50	и как	3	4
51	и вообще	2	4
52	все что	4	4
53	в большинстве	3	4
54	всех его	2	4
55	не может	8	4
56	самом деле	6	4
57	и наконец	4	4
58	и даже	4	4
59	а в	3	4
60	в основе	3	4
61	того же	2	4
62	с ним	2	4
63	поэтому и	2	3
64	связанных с	2	3
65	с этой	2	3
66	с этим	2	3
67	на первый	2	3
68	но это	2	3
69	есть в	2	3
70	до сих	3	3
71	было бы	2	3
72	в начале	2	3
73	конечно не	6	3
74	и их	4	3
75	но оно	3	3
76	в него	5	3
77	жизни и	3	3
78	сих пор	3	3
79	и для	2	3
80	при этом	6	3
81	и не	4	3
82	те же	3	3
83	они не	2	3
84	что не	2	3
85	между ними	3	3
86	с другими	3	3
87	только в	4	3
88	в чем	5	3
89	не могут	2	2
90	в частности	2	2
91	в этих	3	2
92	для этого	2	2
93	и образы	2	2
94	если мы	2	2
95	для нас	2	2
96	в том	3	2
97	на этом	3	2
98	а на	2	2
99	здесь же	2	2
100	есть и	2	2
101	со всеми	2	2
102	кажется что	2	2
103	может быть	17	2
104	за пределы	2	2
105	в своей	2	2
106	он не	2	2
107	и потому	3	2
108	если б	3	2
109	в развитии	2	2
110	не на	2	2
111	да еще	2	2
112	как это	3	2
113	рождения и	2	2
114	с точки	6	2
115	мы не	2	2
116	к себе	3	2
117	их в	3	2
118	точки зрения	8	2
119	из этих	2	2
120	говорить о	2	2
121	что мы	2	2
122	и этим	2	2
123	тех же	3	2
124	мира и	3	2
125	в области	3	2
