N	2gram	Tiupa_Hudo_1	Myshleni
1	в том	12	28
2	и в	14	28
3	то что	8	28
4	в этом	11	27
5	того что	4	24
6	потому что	5	22
7	не может	7	19
8	том что	16	19
9	что он	9	18
10	только в	5	18
11	что в	6	17
12	не только	12	16
13	может быть	5	13
14	точки зрения	5	13
15	тому что	4	11
16	и не	2	11
17	как бы	7	11
18	к тому	7	10
19	как мы	3	10
20	но и	5	10
21	по отношению	8	10
22	но не	3	10
23	отношению к	8	10
24	того чтобы	3	10
25	с точки	3	10
26	было бы	6	9
27	никогда не	6	8
28	в самом	4	8
29	еще не	7	8
30	тем что	3	8
31	если бы	3	7
32	в нем	3	7
33	в своем	4	7
34	мышления и	2	7
35	он не	4	7
36	то же	9	7
37	можно было	5	7
38	и к	4	6
39	же как	2	6
40	так что	2	6
41	и что	2	6
42	для него	10	6
43	не имеет	2	6
44	в то	8	6
45	его в	3	6
46	как и	9	6
47	можно сказать	4	6
48	так и	13	6
49	приводит к	3	6
50	как раз	4	6
51	мы не	2	6
52	это не	7	5
53	вопрос о	2	5
54	в пределах	3	5
55	и на	3	5
56	и все	4	5
57	но в	5	5
58	то в	4	5
59	в этой	8	5
60	именно в	7	4
61	в частности	5	4
62	на то	4	4
63	что на	2	4
64	мы знаем	2	4
65	не в	7	4
66	на этом	3	4
67	например в	2	4
68	к жизни	5	4
69	с этим	3	4
70	они не	2	4
71	друг друга	5	4
72	на основе	2	4
73	в одной	2	4
74	к другому	4	4
75	ясно что	2	4
76	в качестве	9	4
77	что при	3	4
78	своей природе	2	4
79	как по	2	4
80	не умеет	2	4
81	той же	2	4
82	в себе	11	4
83	в ходе	3	3
84	до конца	2	3
85	при этом	12	3
86	на его	2	3
87	в первую	2	3
88	хотя и	2	3
89	в целом	2	3
90	в их	2	3
91	этом отношении	3	3
92	в системе	2	3
93	и по	3	3
94	в своих	3	3
95	но как	2	3
96	по своей	4	3
97	начинается с	2	3
98	с его	5	3
99	каждого отдельного	2	3
100	на фоне	2	3
101	по себе	2	3
102	раз в	2	3
103	связи с	4	3
104	первую очередь	2	3
105	до сих	2	3
106	иначе говоря	2	3
107	один из	4	3
108	в его	8	3
109	сих пор	2	3
110	как в	8	3
111	в себя	2	3
112	а не	12	3
113	и его	5	3
114	не знает	2	3
115	с того	2	3
116	представляют собой	2	3
117	не менее	5	2
118	на вопрос	2	2
119	казалось бы	7	2
120	в этих	5	2
121	с этой	2	2
122	в конце	4	2
123	это в	3	2
124	прежде всего	11	2
125	а только	4	2
126	слово не	2	2
127	самом деле	5	2
128	и другое	2	2
129	несмотря на	4	2
130	вместо того	2	2
131	и от	4	2
132	себе и	2	2
133	во второй	5	2
134	из них	4	2
135	все это	2	2
136	в связи	3	2
137	о природе	3	2
138	все эти	3	2
139	на том	2	2
140	об одном	2	2
141	с ними	2	2
142	но он	3	2
143	от него	3	2
144	что у	3	2
145	с ним	4	2
146	том как	3	2
147	состоит в	2	2
148	у него	9	2
149	в такой	2	2
150	интерес к	5	2
151	по своему	3	2
152	она не	4	2
153	мышления как	2	2
154	мы уже	4	2
155	в своей	10	2
156	ключ к	2	2
157	еще в	3	2
158	все же	3	2
159	только на	2	2
160	внимание на	2	2
161	а и	2	2
162	а в	7	2
163	но с	2	2
164	в значительной	2	2
165	только что	4	2
166	речь в	2	2
167	что я	2	2
168	в другом	2	2
169	за ним	2	2
170	при котором	2	2
