N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	41
2	то есть	18	24
3	и т.п	4	19
4	во всех	3	17
5	таким образом	3	17
6	в нем	5	16
7	и его	12	13
8	но и	10	13
9	в этом	11	12
10	все это	2	11
11	все эти	2	11
12	прежде всего	4	10
13	в самом	5	10
14	не только	16	10
15	и др	2	10
16	то что	4	10
17	и на	2	9
18	о том	2	9
19	никогда не	2	8
20	в этой	2	8
21	но в	7	8
22	в них	2	7
23	вовсе не	2	7
24	том что	8	7
25	как бы	9	7
26	как и	2	7
27	что в	6	7
28	в его	9	7
29	что он	3	6
30	в году	2	6
31	например в	3	6
32	один из	2	6
33	или в	2	6
34	сказать что	4	6
35	в то	6	6
36	то же	10	5
37	с его	6	5
38	в одном	2	5
39	в ее	5	5
40	так же	2	5
41	же время	5	5
42	а также	5	5
43	так и	11	5
44	в своем	2	5
45	в той	3	5
46	и что	3	5
47	но он	3	5
48	в себе	9	5
49	с другой	7	4
50	нового времени	2	4
51	именно в	2	4
52	и как	3	4
53	не в	7	4
54	одной стороны	2	4
55	даже в	3	4
56	не может	7	4
57	с одной	2	4
58	как в	2	4
59	того чтобы	2	4
60	а в	12	4
61	в основе	4	4
62	в другом	3	4
63	того же	2	4
64	с ним	2	4
65	из этого	2	4
66	во втором	4	3
67	одной из	2	3
68	есть в	2	3
69	в искусстве	7	3
70	втором случае	2	3
71	и особенно	2	3
72	и для	2	3
73	при этом	13	3
74	на языке	2	3
75	и не	15	3
76	того что	4	3
77	между ними	4	3
78	к нему	3	3
79	с другими	4	3
80	в данном	4	3
81	только в	5	3
82	в чем	2	3
83	потому что	3	3
84	времени и	2	2
85	в частности	13	2
86	в этих	3	2
87	превращается в	2	2
88	одного и	2	2
89	если мы	2	2
90	человека с	3	2
91	в том	18	2
92	начало и	2	2
93	было и	2	2
94	но не	11	2
95	а на	5	2
96	никто не	2	2
97	может быть	14	2
98	за пределы	2	2
99	в своей	5	2
100	хотя и	3	2
101	он не	4	2
102	и потому	2	2
103	себя в	7	2
104	в форме	4	2
105	а именно	2	2
106	другой стороны	5	2
107	как раз	3	2
108	не на	3	2
109	и другие	2	2
110	как это	5	2
111	лишь в	4	2
112	заключается в	2	2
113	а не	9	2
114	с точки	3	2
115	и конец	2	2
116	самим собой	4	2
117	и то	4	2
118	их в	3	2
119	между тем	4	2
120	и весьма	2	2
121	точки зрения	10	2
122	из этих	3	2
123	говорить о	3	2
124	начиная с	2	2
125	мира и	2	2
126	в области	6	2
127	в романе	3	2
128	мира в	2	2
