N	2gram	Propp_Isto_3	Dialekti
1	т е	16	48
2	и не	12	27
3	а не	6	26
4	точки зрения	2	25
5	и в	22	24
6	и т	16	24
7	не только	14	23
8	т д	15	23
9	не может	4	19
10	ничего не	6	17
11	и есть	2	16
12	и что	2	15
13	то что	7	14
14	может быть	11	13
15	таким образом	10	13
16	и даже	2	13
17	что он	9	13
18	вовсе не	2	13
19	того что	5	12
20	есть только	2	12
21	есть и	5	12
22	не менее	5	11
23	не имеет	2	11
24	тем не	5	10
25	только не	2	10
26	ни в	2	9
27	то это	2	9
28	но и	12	9
29	что она	5	9
30	нет ничего	2	9
31	прежде всего	3	8
32	так что	5	8
33	и как	3	8
34	том что	8	8
35	в этом	17	8
36	в виде	2	8
37	что в	15	7
38	никогда не	3	7
39	в особенности	2	7
40	потому что	3	7
41	как и	3	7
42	только на	2	7
43	иное как	3	6
44	я не	3	6
45	и с	4	6
46	что иное	3	6
47	о том	3	6
48	так как	7	6
49	если бы	6	6
50	превращается в	3	6
51	и все	3	6
52	утверждать что	2	6
53	не что	3	6
54	что и	9	6
55	даже не	2	6
56	то же	6	6
57	и пр	11	6
58	можно ли	3	5
59	в том	9	5
60	но это	3	5
61	хотя и	2	5
62	жизни и	2	5
63	и его	4	5
64	или не	2	5
65	в то	2	5
66	как это	4	5
67	в них	6	5
68	вопрос о	2	5
69	и к	3	5
70	есть ли	2	5
71	было бы	3	5
72	он не	5	5
73	так и	2	5
74	уже не	7	5
75	что не	2	5
76	только в	4	5
77	с другой	7	4
78	это не	6	4
79	то время	2	4
80	к тому	3	4
81	можно только	3	4
82	так же	3	4
83	время как	2	4
84	сказать что	3	4
85	у нас	4	4
86	в чем	3	4
87	и то	2	4
88	и это	2	4
89	не было	2	3
90	все же	5	3
91	все время	2	3
92	в своем	2	3
93	в одной	3	3
94	и от	3	3
95	мы знаем	2	3
96	не в	4	3
97	она не	4	3
98	особого рода	3	3
99	а мы	3	3
100	одной стороны	2	3
101	в нем	9	3
102	из них	7	3
103	то и	6	3
104	с одной	2	3
105	все эти	4	3
106	друг друга	6	3
107	и на	4	3
108	с этим	8	3
109	он и	3	3
110	мы уже	6	3
111	при помощи	3	3
112	выйти за	2	3
113	тем что	4	3
114	на себя	2	3
115	в силу	2	3
116	одна из	2	3
117	все что	3	3
118	и о	2	3
119	но она	2	3
120	быть и	3	3
121	если не	2	3
122	к нему	5	3
123	той же	2	3
124	и ее	3	3
125	а если	3	3
126	же как	2	2
127	в частности	5	2
128	что у	3	2
129	из этих	3	2
130	о себе	3	2
131	точно так	2	2
132	показывает что	5	2
133	из того	2	2
134	а я	2	2
135	как таковой	2	2
136	для нас	4	2
137	тому же	2	2
138	на этом	4	2
139	еще не	10	2
140	при этом	2	2
141	например в	2	2
142	у меня	5	2
143	не вполне	6	2
144	всяком случае	2	2
145	совершенно не	2	2
146	не видно	3	2
147	и уже	2	2
148	не имеют	2	2
149	а именно	4	2
150	другой стороны	7	2
151	целый ряд	3	2
152	и вот	2	2
153	они не	4	2
154	его не	3	2
155	а в	6	2
156	нет никаких	2	2
157	о ней	2	2
158	их в	3	2
159	однако что	3	2
160	в ней	2	2
161	и здесь	7	2
162	и потому	2	2
163	но в	10	2
164	но они	2	2
165	у него	3	2
166	в особом	2	2
167	все еще	6	2
168	и эти	3	2
169	же в	2	2
170	но не	7	2
171	говорят что	2	2
172	ни один	2	2
173	если я	3	2
174	никто не	2	2
175	же можно	2	2
176	со стороны	3	2
177	ее в	3	2
178	так в	6	2
179	все равно	3	2
180	и они	4	2
181	как мы	8	2
182	и она	3	2
183	и у	3	2
184	и он	2	2
185	и для	2	2
186	можно утверждать	2	2
187	или в	11	2
188	в данном	4	2
189	во всяком	2	2
190	могут быть	5	2
191	его на	2	2
192	в его	3	2
193	к отцу	2	2
