N	2gram	Losev_Vlad_2	Problema
1	то есть	7	39
2	то что	20	38
3	и не	18	37
4	вовсе не	4	37
5	и в	30	35
6	не есть	4	33
7	сказать что	11	24
8	не только	12	24
9	том что	12	19
10	даже и	3	18
11	о том	4	18
12	может быть	7	18
13	у нас	6	18
14	в этом	20	17
15	в настоящее	2	16
16	но и	8	16
17	и вообще	10	16
18	настоящее время	2	16
19	такого рода	2	15
20	только в	6	14
21	не менее	7	13
22	и что	5	13
23	потому что	9	13
24	во всяком	6	13
25	не может	9	13
26	тем не	6	12
27	в том	18	12
28	того что	5	12
29	также и	6	12
30	хотя бы	3	12
31	что в	12	11
32	прежде всего	6	11
33	так что	5	11
34	и даже	10	11
35	никак не	3	11
36	в таком	3	11
37	всяком случае	6	10
38	и с	14	10
39	тем более	3	10
40	да и	3	10
41	а не	7	10
42	в данном	3	10
43	и то	5	10
44	ничего не	2	10
45	для нас	7	9
46	в этой	4	9
47	едва ли	3	9
48	для себя	5	9
49	что же	8	9
50	уже не	3	8
51	было бы	9	8
52	в виду	2	8
53	по себе	5	8
54	все же	9	8
55	тут же	2	8
56	казалось бы	2	7
57	в конце	13	7
58	м а	4	7
59	совсем не	4	7
60	есть нечто	2	7
61	все эти	5	7
62	не имеет	2	7
63	некоторого рода	2	7
64	в его	11	7
65	конце концов	3	7
66	так и	5	7
67	так как	5	7
68	мы не	2	7
69	другими словами	5	6
70	можно сказать	4	6
71	ни в	7	6
72	но это	4	6
73	о чем	6	6
74	не о	2	6
75	так или	3	6
76	а именно	6	6
77	а а	3	6
78	в то	9	6
79	когда мы	3	6
80	на то	2	6
81	необходимо сказать	5	6
82	по крайней	4	6
83	крайней мере	4	6
84	и для	3	6
85	или иначе	3	6
86	в виде	3	6
87	но в	8	6
88	как будто	2	6
89	в области	3	6
90	в частности	2	5
91	же это	2	5
92	кроме того	9	5
93	в самом	2	5
94	данном случае	2	5
95	в связи	8	5
96	с этим	5	5
97	так же	4	5
98	и на	4	5
99	а ф	7	5
100	и все	7	5
101	раз и	2	5
102	уже давно	2	5
103	как и	5	5
104	связи с	8	5
105	по своему	2	5
106	но уже	2	5
107	то же	4	5
108	как мы	11	5
109	что не	2	5
110	можно было	2	5
111	в себе	6	5
112	будто бы	2	5
113	еще и	6	5
114	и это	3	5
115	для меня	4	5
116	не был	2	4
117	не говоря	3	4
118	что если	2	4
119	и есть	2	4
120	в этих	4	4
121	в своем	8	4
122	в отношении	3	4
123	без всякого	2	4
124	и как	3	4
125	более или	3	4
126	это значит	2	4
127	в общем	2	4
128	как бы	5	4
129	не вполне	2	4
130	говоря уже	2	4
131	и вполне	3	4
132	все это	5	4
133	таким образом	3	4
134	всякого рода	6	4
135	заключается в	2	4
136	а в	11	4
137	в результате	5	4
138	их в	2	4
139	уже о	2	4
140	всех этих	3	4
141	что он	13	4
142	на первый	2	4
143	но не	3	4
144	тот же	5	4
145	и о	4	4
146	гораздо более	2	4
147	или менее	3	4
148	разного рода	4	4
149	если не	2	4
150	или по	2	4
151	которой он	2	4
152	вообще говоря	2	4
153	уже в	3	3
154	он сам	2	3
155	и от	2	3
156	из этих	3	3
157	точно так	3	3
158	первый план	2	3
159	к тому	2	3
160	и можно	2	3
161	никак нельзя	3	3
162	несмотря на	4	3
163	и если	4	3
164	хотя и	6	3
165	мы уже	2	3
166	то это	4	3
167	в целом	4	3
168	в их	2	3
169	не было	10	3
170	от нас	2	3
171	только и	3	3
172	при этом	5	3
173	здесь мы	3	3
174	только его	2	3
175	и наконец	4	3
176	и по	2	3
177	что для	2	3
178	в своих	2	3
179	мы должны	4	3
180	его в	4	3
181	а это	3	3
182	с которой	2	3
183	с тем	2	3
184	уже и	2	3
185	тогда когда	2	3
186	и к	6	3
187	ли он	2	3
188	только тогда	2	3
189	это тоже	2	3
190	она не	2	3
191	о в	2	3
192	иной раз	2	3
193	можно говорить	3	3
194	для того	2	3
195	можно судить	4	3
196	и притом	2	3
197	нас в	2	3
198	содержит в	4	2
199	в с	10	2
200	в той	2	2
201	не в	9	2
202	но все	2	2
203	не очень	4	2
204	и сам	2	2
205	по поводу	4	2
206	и мы	4	2
207	себе и	2	2
208	а пока	2	2
209	к нему	2	2
210	нам кажется	3	2
211	ни с	2	2
212	даже в	2	2
213	от всякой	2	2
214	и хотя	2	2
215	должно быть	3	2
216	есть просто	2	2
217	само по	2	2
218	или как	2	2
219	в ней	4	2
220	же и	2	2
221	точки зрения	7	2
222	м с	9	2
223	себе в	2	2
224	нет ничего	3	2
225	говорится о	2	2
226	относиться к	2	2
227	эту тему	2	2
228	это в	3	2
229	в них	3	2
230	бы его	2	2
231	с и	2	2
232	имеет никакого	2	2
233	и представить	2	2
234	человек не	2	2
235	об этом	6	2
236	учение о	3	2
237	и при	2	2
238	о своем	2	2
239	конечно не	4	2
240	он не	4	2
241	о нем	2	2
242	но вот	3	2
243	а также	10	2
244	еще в	2	2
245	и особенно	3	2
246	что и	3	2
247	во всех	3	2
248	вместе с	8	2
249	мысли и	2	2
250	в последние	2	2
251	и прежде	2	2
252	собственно говоря	2	2
253	из трех	3	2
254	еще более	3	2
255	того чтобы	2	2
256	той же	4	2
257	правда в	2	2
258	и вы	2	2
259	на эту	2	2
260	во многих	2	2
261	из этого	5	2
262	это за	2	2
263	здесь не	4	2
264	не то	3	2
265	не имел	2	2
266	это было	4	2
