N	2gram	Vygotskiy__1	Narrotol
1	не только	16	31
2	но и	14	27
3	и не	9	23
4	при этом	4	19
5	может быть	14	15
6	в частности	2	14
7	в качестве	9	14
8	как и	14	13
9	а не	3	13
10	а в	2	13
11	только в	6	12
12	в этом	17	12
13	и в	23	11
14	в данном	2	11
15	и его	6	10
16	то что	17	9
17	то же	8	8
18	в том	24	8
19	данном случае	2	8
20	не может	12	8
21	уже не	2	8
22	иначе говоря	2	8
23	представляет собой	11	8
24	если бы	5	7
25	том что	21	7
26	но в	5	7
27	и т.д	5	6
28	одного из	3	6
29	к тому	4	6
30	об этом	3	6
31	не в	4	6
32	в самом	7	6
33	как бы	11	6
34	один из	2	6
35	жизни и	2	6
36	как раз	4	6
37	в себе	6	6
38	в его	14	6
39	в этой	7	6
40	перед нами	5	5
41	можно сказать	5	5
42	в своей	4	5
43	так и	5	5
44	тем самым	5	5
45	столь же	6	5
46	и на	8	5
47	потому что	6	5
48	между двумя	2	5
49	точки зрения	26	5
50	с его	4	4
51	о чем	2	4
52	никогда не	2	4
53	из этих	3	4
54	все же	3	4
55	для него	2	4
56	но не	4	4
57	же время	2	4
58	прежде всего	10	4
59	и тем	6	4
60	в первом	2	4
61	по себе	5	4
62	как в	4	4
63	того что	15	4
64	того чтобы	17	4
65	в речи	2	4
66	хотя и	2	4
67	в то	7	4
68	что у	2	4
69	о том	6	4
70	в одном	4	4
71	что в	14	3
72	в нашем	2	3
73	в своем	3	3
74	что он	7	3
75	идет о	2	3
76	и как	5	3
77	в целом	20	3
78	самом деле	3	3
79	как известно	3	3
80	для того	15	3
81	он не	5	3
82	речь идет	2	3
83	не является	9	3
84	отношению к	7	3
85	в ходе	8	3
86	в современной	2	3
87	по отношению	7	3
88	начиная с	2	3
89	этом отношении	4	3
90	именно в	6	3
91	лишь в	6	3
92	едва ли	2	3
93	в слове	2	3
94	мы не	7	3
95	и то	3	3
96	их в	4	3
97	и с	9	3
98	и ее	7	3
99	и все	5	3
100	представляют собой	2	3
101	как это	2	3
102	между тем	9	3
103	в известном	2	2
104	по мере	4	2
105	в зависимости	2	2
106	в этих	2	2
107	между собой	5	2
108	которая в	2	2
109	того кто	2	2
110	не могло	3	2
111	в конце	2	2
112	этих двух	3	2
113	в сущности	6	2
114	в свою	4	2
115	на то	5	2
116	что может	5	2
117	к его	2	2
118	как мы	5	2
119	как если	2	2
120	известном смысле	2	2
121	зависимости от	2	2
122	свою очередь	3	2
123	чем он	2	2
124	между ними	2	2
125	одно и	2	2
126	до сих	4	2
127	она не	3	2
128	также не	2	2
129	всяком случае	3	2
130	не имеет	2	2
131	на две	3	2
132	хотя бы	4	2
133	вместе с	9	2
134	значения и	2	2
135	сих пор	4	2
136	в сфере	3	2
137	другой стороны	9	2
138	только что	4	2
139	если не	3	2
140	ключ к	2	2
141	сознания в	2	2
142	и вот	2	2
143	который в	3	2
144	и даже	2	2
145	с другой	10	2
146	ничего не	3	2
147	в результате	4	2
148	сказать что	11	2
149	во всяком	3	2
150	мы можем	6	2
151	и от	3	2
152	связи с	3	2
153	что мы	5	2
154	же самое	3	2
155	на ее	2	2
156	в равной	2	2
157	дело в	2	2
158	в чем	4	2
159	в области	3	2
