N	2gram	Vygotskiy__2	VrazhdaK
1	не только	15	9
2	в этом	19	8
3	и что	8	8
4	и в	15	8
5	но и	10	7
6	что в	14	7
7	то что	20	7
8	и все	3	7
9	в котором	2	6
10	все же	4	6
11	и даже	5	6
12	как и	6	6
13	в начале	4	6
14	но в	6	6
15	и с	4	6
16	то же	5	5
17	и не	7	5
18	у него	2	5
19	об этом	3	5
20	уже в	5	4
21	для нас	4	4
22	как бы	7	4
23	все это	4	4
24	целый ряд	2	4
25	это не	5	4
26	что он	12	4
27	так же	4	4
28	с ним	3	4
29	может быть	9	4
30	при этом	3	4
31	в истории	6	4
32	несмотря на	4	4
33	о том	9	4
34	в виду	6	4
35	речь идет	2	3
36	с его	4	3
37	связи с	9	3
38	в своем	9	3
39	что у	3	3
40	в связи	6	3
41	к этому	4	3
42	на то	6	3
43	в том	33	3
44	раз в	2	3
45	и его	4	3
46	том что	27	3
47	и как	2	3
48	тем что	2	3
49	в его	2	3
50	наряду с	2	3
51	он не	7	3
52	и т.п	7	2
53	его с	2	2
54	а с	4	2
55	он сам	3	2
56	в известном	2	2
57	в своей	4	2
58	и это	3	2
59	после этого	2	2
60	из них	3	2
61	никогда не	8	2
62	вместе с	6	2
63	отнюдь не	2	2
64	в них	4	2
65	столь же	2	2
66	как раз	4	2
67	не может	9	2
68	а в	4	2
69	таким образом	14	2
70	на место	2	2
71	к себе	2	2
72	очень хорошо	2	2
73	мы знаем	7	2
74	с точки	18	2
75	на основе	7	2
76	тем более	3	2
77	в этой	6	2
78	же как	2	2
79	их в	4	2
80	точки зрения	26	2
81	и ее	3	2
82	в себе	2	2
83	для него	3	2
84	во время	3	2
85	при помощи	4	2
86	том же	2	2
87	в эту	4	2
88	а также	2	2
