N	2gram	Vygotskiy__4	Marksizm
1	может быть	12	28
2	и в	20	19
3	как бы	7	19
4	и не	8	19
5	не может	6	18
6	в процессе	27	18
7	точки зрения	24	17
8	то же	16	16
9	и его	5	16
10	как мы	13	15
11	в этом	24	15
12	таким образом	25	14
13	в сущности	4	14
14	не только	15	13
15	с точки	11	13
16	связи с	3	13
17	в нем	2	11
18	если бы	5	11
19	не в	4	10
20	но и	9	10
21	том что	35	10
22	так и	5	10
23	и т.п	2	10
24	для него	2	9
25	при этом	12	9
26	в основе	17	9
27	как и	9	9
28	самом деле	7	9
29	а не	7	9
30	слова в	9	8
31	отнюдь не	3	8
32	не является	5	8
33	только в	10	8
34	никогда не	5	7
35	в связи	3	7
36	в том	42	7
37	его в	6	7
38	но в	3	7
39	и более	7	7
40	прежде всего	2	7
41	в языке	2	7
42	и для	4	7
43	в таком	2	7
44	в смысле	4	6
45	к тому	6	6
46	ни в	3	6
47	и как	9	6
48	в свою	2	6
49	того чтобы	7	6
50	в самом	6	6
51	с помощью	31	6
52	же самое	7	6
53	между тем	9	6
54	мы уже	5	6
55	слова и	5	6
56	если мы	10	6
57	для того	5	6
58	мы можем	5	6
59	свою очередь	2	5
60	является не	4	5
61	к нему	2	5
62	в их	12	5
63	так же	11	5
64	и на	6	5
65	и здесь	2	5
66	к этому	4	5
67	и того	5	5
68	того же	9	5
69	совершенно не	3	5
70	в его	11	5
71	этого слова	11	5
72	все же	5	5
73	значения слова	8	5
74	в той	2	5
75	в данном	2	5
76	данное слово	2	4
77	должна быть	2	4
78	тому что	4	4
79	в отношении	10	4
80	это не	5	4
81	одного и	6	4
82	на то	5	4
83	по мере	4	4
84	то что	15	4
85	и тем	8	4
86	мы видели	6	4
87	того что	10	4
88	сказать что	6	4
89	бы в	3	4
90	смысле этого	7	4
91	к пониманию	3	4
92	что он	6	4
93	было бы	8	4
94	в данной	2	4
95	только на	2	4
96	тем же	4	4
97	в слове	2	4
98	в себе	10	4
99	и т.д	2	4
100	перед нами	5	3
101	в этих	3	3
102	в какой	3	3
103	столь же	3	3
104	с другой	12	3
105	и от	3	3
106	здесь мы	2	3
107	же слова	2	3
108	высшей степени	2	3
109	в этой	3	3
110	одной стороны	9	3
111	не имеют	3	3
112	в ней	2	3
113	в каком	2	3
114	а в	2	3
115	с этим	5	3
116	с одной	9	3
117	что оно	4	3
118	все эти	5	3
119	не имеет	2	3
120	должно быть	3	3
121	для других	2	3
122	мы постараемся	2	3
123	в истории	10	3
124	о том	5	3
125	в высшей	2	3
126	так как	10	3
127	оно может	3	3
128	слово в	6	3
129	к которым	2	3
130	в качестве	21	3
131	одно и	6	3
132	еще не	2	3
133	одной из	3	3
134	что и	9	3
135	не есть	2	3
136	в своей	7	3
137	мысли и	2	3
138	только что	4	3
139	в отличие	2	3
140	нами в	4	3
141	на основе	10	3
142	слово и	2	3
143	той же	6	3
144	и то	10	3
145	во всяком	4	3
146	могут быть	7	3
147	они являются	7	3
148	и это	2	3
149	отличие от	2	3
150	место в	2	2
151	связана с	2	2
152	уже в	6	2
153	все основные	2	2
154	все время	4	2
155	что в	19	2
156	что это	2	2
157	все более	2	2
158	в нашем	4	2
159	формы и	3	2
160	на все	3	2
161	не знает	2	2
162	в собственном	7	2
163	его к	4	2
164	же слово	3	2
165	как из	2	2
166	тому же	6	2
167	находятся в	2	2
168	что они	14	2
169	в следующей	2	2
170	но что	3	2
171	и мышление	3	2
172	с нашей	4	2
173	и у	2	2
174	нашей точки	2	2
175	одним из	2	2
176	они могут	2	2
177	всяком случае	3	2
178	одним и	3	2
179	другими словами	2	2
180	в своем	4	2
181	именно в	3	2
182	они не	2	2
183	мы встречаем	2	2
184	следующей главе	2	2
185	друг друга	4	2
186	им как	2	2
187	опирается на	2	2
188	но для	2	2
189	и с	4	2
190	и является	3	2
191	но как	2	2
192	в начале	2	2
193	но они	2	2
194	у него	2	2
195	стороны и	2	2
196	различие между	3	2
197	на слово	2	2
198	зависимости от	2	2
199	но не	3	2
200	мы возьмем	2	2
201	себя в	3	2
202	собственном смысле	7	2
203	и речи	2	2
204	приводит к	3	2
205	и тогда	2	2
206	а с	2	2
207	в речи	4	2
208	и он	2	2
209	между ними	4	2
210	тем что	7	2
211	является в	3	2
212	в виде	3	2
213	более и	2	2
214	может стать	2	2
215	далеко не	2	2
216	из него	2	2
217	вместе с	8	2
