N	2gram	Trubetskoy_1	Vladivir
1	и в	23	40
2	то что	18	28
3	и не	8	25
4	не только	7	25
5	то есть	2	24
6	у него	5	24
7	но и	9	18
8	в том	30	18
9	том что	19	18
10	что в	8	17
11	также и	2	17
12	в этом	12	16
13	так что	5	14
14	в его	5	14
15	не может	17	14
16	точки зрения	13	13
17	вовсе не	2	13
18	в виде	4	13
19	только в	6	13
20	в конце	4	12
21	никогда не	4	11
22	таким образом	31	11
23	потому что	9	11
24	о том	7	11
25	прежде всего	3	10
26	тем не	4	10
27	это есть	4	10
28	и потому	3	10
29	не есть	2	10
30	не менее	7	9
31	что это	5	9
32	и с	5	9
33	и то	4	9
34	что же	2	9
35	в себе	5	9
36	в своем	10	8
37	в этой	6	8
38	для него	2	8
39	может быть	16	8
40	так же	8	8
41	и что	8	8
42	он не	3	8
43	как мы	2	8
44	что все	5	7
45	к тому	8	7
46	несмотря на	6	7
47	и если	6	7
48	хотя и	4	7
49	а в	3	7
50	в своих	2	7
51	так как	7	7
52	с тем	2	7
53	того что	6	7
54	в то	6	7
55	что и	7	7
56	вместе с	6	7
57	как и	9	7
58	и на	6	6
59	и от	5	6
60	то в	2	6
61	во всем	3	6
62	не будет	5	6
63	так и	10	6
64	хотя бы	4	6
65	с точки	8	6
66	и это	3	6
67	с другой	6	5
68	для нас	3	5
69	тому же	6	5
70	но если	2	5
71	должно быть	4	5
72	не было	2	5
73	все эти	19	5
74	в ней	3	5
75	в истории	3	5
76	отнюдь не	2	5
77	же касается	2	5
78	что он	7	5
79	у нас	3	5
80	мы уже	4	5
81	между прочим	2	5
82	для себя	2	5
83	или менее	7	5
84	конце концов	4	5
85	в данном	3	5
86	ничего общего	3	5
87	более или	7	5
88	но даже	3	4
89	тому что	2	4
90	вопрос о	3	4
91	на то	9	4
92	в дальнейшем	2	4
93	такой же	2	4
94	что если	3	4
95	в самом	8	4
96	в котором	2	4
97	от того	3	4
98	в результате	9	4
99	только при	2	4
100	мы должны	4	4
101	при помощи	3	4
102	и все	7	4
103	по существу	6	4
104	чем в	3	4
105	но не	2	4
106	то время	2	4
107	еще не	5	4
108	было бы	3	4
109	даже в	3	4
110	него в	2	4
111	то же	4	4
112	а с	4	4
113	в течение	4	4
114	если мы	4	4
115	все же	13	4
116	но в	4	4
117	я не	2	3
118	же как	3	3
119	независимо от	2	3
120	то ни	3	3
121	это не	3	3
122	из этих	8	3
123	а наоборот	3	3
124	мы знаем	10	3
125	но все	5	3
126	заметим что	2	3
127	одной стороны	2	3
128	при этом	9	3
129	тех кто	5	3
130	но для	2	3
131	как бы	10	3
132	в виду	2	3
133	всяком случае	2	3
134	в настоящее	2	3
135	в нем	3	3
136	к нему	2	3
137	мы видели	2	3
138	бы то	2	3
139	вопросе о	2	3
140	отличается от	6	3
141	в связи	3	3
142	и только	2	3
143	с одной	3	3
144	именно в	5	3
145	не так	4	3
146	как на	4	3
147	настоящее время	2	3
148	сводится к	2	3
149	все то	2	3
150	том случае	4	3
151	если бы	8	3
152	по этому	2	3
153	на самом	7	3
154	того чтобы	8	3
155	и у	4	3
156	не в	8	3
157	и для	6	3
158	в таком	4	3
159	жизнь и	3	3
160	во всяком	2	3
161	и вообще	3	3
162	далеко не	5	3
163	отличие от	3	3
164	не могут	4	2
165	мы будем	3	2
166	но на	2	2
167	должна быть	5	2
168	в сторону	2	2
169	можно ли	2	2
170	в нашем	3	2
171	в этих	3	2
172	все они	5	2
173	случае если	5	2
174	с этой	3	2
175	что его	4	2
176	мы и	2	2
177	что несмотря	2	2
178	не очень	2	2
179	же время	2	2
180	и наконец	3	2
181	так или	5	2
182	эти мысли	3	2
183	в целом	5	2
184	только то	2	2
185	в их	4	2
186	другой стороны	5	2
187	то и	2	2
188	в разных	3	2
189	которых мы	3	2
190	в одно	2	2
191	к тем	2	2
192	и по	3	2
193	по его	2	2
194	друг друга	2	2
195	и так	2	2
196	что касается	6	2
197	на более	2	2
198	но как	2	2
199	в начале	2	2
200	самого себя	4	2
201	по своей	7	2
202	что мы	4	2
203	его в	5	2
204	бы в	3	2
205	не вполне	3	2
206	и более	2	2
207	знаем что	8	2
208	с этим	11	2
209	но тогда	3	2
210	в жизни	3	2
211	к этому	5	2
212	а и	8	2
213	этого последнего	2	2
214	и к	5	2
215	на первый	2	2
216	при условии	2	2
217	о которых	6	2
218	в силу	7	2
219	в вопросе	2	2
220	того же	9	2
221	она не	2	2
222	из них	5	2
223	совершенно не	3	2
224	в сущности	2	2
225	общего с	2	2
226	на почве	3	2
227	нечего и	3	2
228	совершенно так	4	2
229	в мире	6	2
230	как не	2	2
231	выше мы	4	2
232	данном случае	3	2
233	быть и	5	2
234	из этого	6	2
235	на него	2	2
236	оказывается что	5	2
237	только что	3	2
238	что оба	2	2
239	но с	2	2
240	в с	3	2
241	и сейчас	4	2
242	тем самым	3	2
243	для того	8	2
244	или иначе	5	2
245	потому и	2	2
246	в другом	2	2
247	связи с	4	2
248	в европе	6	2
249	что эта	4	2
250	в в	4	2
251	в которой	5	2
252	которые не	3	2
253	же не	3	2
