N	2gram	Vygotskiy__3	Tvorches
1	и в	38	20
2	не только	12	13
3	и т	14	13
4	никогда не	4	11
5	т д	4	11
6	как бы	14	11
7	в его	5	10
8	таким образом	12	10
9	в то	3	10
10	и его	6	9
11	и не	10	9
12	в том	25	8
13	при этом	4	8
14	но и	5	8
15	может быть	19	8
16	в этом	13	8
17	наряду с	3	7
18	что в	20	7
19	не может	7	7
20	то же	10	7
21	потому что	14	7
22	у него	4	6
23	в конце	2	6
24	что он	11	6
25	как и	8	6
26	в целом	4	6
27	в своей	5	6
28	все это	3	6
29	а не	7	6
30	если он	4	5
31	но это	3	5
32	например в	2	5
33	все же	8	5
34	и даже	4	5
35	так же	2	5
36	и на	6	5
37	в этой	13	5
38	о том	6	5
39	то есть	15	5
40	что у	7	4
41	мы не	5	4
42	показывает что	2	4
43	том что	14	4
44	мы видим	12	4
45	что они	4	4
46	отнюдь не	2	4
47	что она	16	4
48	когда он	4	4
49	как в	4	4
50	все эти	4	4
51	не в	12	4
52	а в	7	4
53	ничего не	2	4
54	если бы	14	4
55	но в	3	4
56	это был	2	3
57	место в	3	3
58	а с	2	3
59	казалось бы	5	3
60	с этой	2	3
61	в одной	2	3
62	своих героев	2	3
63	к этому	3	3
64	с ним	2	3
65	одна из	4	3
66	так например	2	3
67	для него	2	3
68	что не	3	3
69	в самом	25	3
70	и мы	13	3
71	он не	6	3
72	в котором	6	3
73	один из	6	3
74	в нем	4	3
75	то что	35	3
76	и это	8	3
77	вместе с	5	3
78	сих пор	5	3
79	по мнению	2	3
80	так как	6	3
81	рассказывает о	3	3
82	уже не	2	3
83	в таком	3	3
84	тем что	3	3
85	заставляет нас	2	3
86	в своих	4	3
87	в которых	6	3
88	в себе	4	3
89	его в	3	3
90	в плане	3	3
91	между тем	7	3
92	до сих	6	3
93	действующих лиц	5	2
94	все время	30	2
95	от этой	2	2
96	с другой	7	2
97	о человеке	2	2
98	в такой	3	2
99	в одном	8	2
100	я не	5	2
101	вовсе не	8	2
102	во всяком	2	2
103	а я	3	2
104	такой же	2	2
105	и ее	2	2
106	в ее	7	2
107	что его	2	2
108	у нас	2	2
109	так что	8	2
110	и если	6	2
111	у читателя	3	2
112	видим в	2	2
113	характера а	2	2
114	но если	4	2
115	в которую	2	2
116	всяком случае	2	2
117	не могли	4	2
118	только для	3	2
119	наше время	2	2
120	в первой	2	2
121	по преимуществу	2	2
122	в истории	2	2
123	в наше	2	2
124	к самому	2	2
125	т п	5	2
126	бы не	3	2
127	самом деле	21	2
128	и что	18	2
129	может служить	7	2
130	и наконец	2	2
131	другой стороны	5	2
132	не так	3	2
133	и по	2	2
134	что этот	4	2
135	в основе	3	2
136	из них	6	2
137	в виде	2	2
138	в которой	5	2
139	и только	3	2
140	только в	4	2
141	действия и	2	2
142	в русской	2	2
143	при помощи	4	2
144	из этого	8	2
145	так сказать	5	2
146	их в	2	2
147	едва ли	3	2
