N	2gram	Propp_Isto_5	Dialekti
1	т е	16	48
2	и не	11	27
3	а не	2	26
4	точки зрения	2	25
5	это значит	2	24
6	и в	25	24
7	и т	20	24
8	значит что	2	24
9	не только	13	23
10	т д	18	23
11	по себе	2	20
12	не может	6	19
13	ничего не	2	17
14	и что	8	15
15	что все	4	14
16	то что	7	14
17	может быть	17	13
18	таким образом	9	13
19	в мифе	7	13
20	что он	22	13
21	вовсе не	2	13
22	что это	5	12
23	того что	2	12
24	не менее	4	11
25	тем не	4	10
26	то это	3	9
27	но и	13	9
28	прежде всего	6	8
29	так что	2	8
30	и как	3	8
31	что мы	2	8
32	том что	8	8
33	в этом	10	8
34	в виде	9	8
35	что в	8	7
36	никогда не	3	7
37	в особенности	3	7
38	потому что	7	7
39	ясно что	5	7
40	как и	7	7
41	что миф	2	7
42	все это	4	6
43	и с	3	6
44	о том	7	6
45	так как	11	6
46	если бы	2	6
47	превращается в	7	6
48	и все	3	6
49	об этом	2	6
50	что и	6	6
51	то же	4	6
52	самом деле	2	6
53	и пр	3	6
54	с этой	2	5
55	в том	6	5
56	что его	3	5
57	но это	7	5
58	жизни и	2	5
59	и его	9	5
60	в то	3	5
61	вопрос о	2	5
62	тогда когда	2	5
63	он не	4	5
64	уже не	11	5
65	мы не	5	5
66	только в	7	5
67	с другой	9	4
68	это не	6	4
69	от себя	2	4
70	так же	5	4
71	сказать что	2	4
72	в истории	4	4
73	о нем	3	4
74	говорит о	2	4
75	мы и	2	4
76	е в	3	4
77	и это	4	4
78	перед нами	2	3
79	все же	10	3
80	мы знаем	8	3
81	не в	6	3
82	она не	2	3
83	одной стороны	7	3
84	миф о	5	3
85	из двух	2	3
86	в нем	7	3
87	это было	2	3
88	из них	2	3
89	с одной	7	3
90	все эти	8	3
91	друг друга	3	3
92	и на	8	3
93	с этим	5	3
94	мы уже	4	3
95	во всем	2	3
96	при помощи	7	3
97	тем что	10	3
98	уже и	2	3
99	на себя	3	3
100	только тогда	2	3
101	на то	2	3
102	одна из	2	3
103	что знание	2	3
104	как таковое	2	3
105	как бы	2	3
106	или же	3	3
107	если не	4	3
108	также не	2	3
109	для того	3	3
110	из которых	2	3
111	к нему	3	3
112	это же	3	3
113	и этим	2	3
114	а если	2	3
115	чтобы она	2	2
116	же как	4	2
117	в частности	7	2
118	что у	4	2
119	показывает что	5	2
120	в жертву	3	2
121	для нас	5	2
122	на этом	3	2
123	еще не	8	2
124	несмотря на	2	2
125	например в	5	2
126	но для	2	2
127	совершенно не	2	2
128	и тем	4	2
129	а именно	4	2
130	другой стороны	8	2
131	они не	3	2
132	и по	2	2
133	его не	3	2
134	а в	3	2
135	их в	3	2
136	в ней	5	2
137	и здесь	7	2
138	и потому	2	2
139	у него	2	2
140	из нее	2	2
141	все еще	4	2
142	меня в	2	2
143	же в	2	2
144	по существу	2	2
145	то в	2	2
146	но не	5	2
147	никто не	3	2
148	же можно	4	2
149	этого мы	2	2
150	со стороны	2	2
151	себя в	6	2
152	на них	2	2
153	ее в	2	2
154	на небо	6	2
155	так в	2	2
156	этого мифа	2	2
157	и они	2	2
158	как мы	5	2
159	и она	3	2
160	и он	6	2
161	и для	2	2
162	или в	6	2
163	что этот	2	2
164	в данном	3	2
165	из себя	4	2
166	могут быть	6	2
167	по которому	3	2
168	и вообще	3	2
169	его на	4	2
170	в его	12	2
