N	2gram	Propp_Isto_1	Myslijsy
1	потому что	4	49
2	для нас	13	31
3	и в	28	24
4	может быть	25	23
5	то что	9	20
6	и не	9	19
7	а не	15	18
8	в том	9	18
9	что в	12	16
10	по себе	3	15
11	не только	12	15
12	при этом	3	13
13	было бы	7	13
14	не в	9	13
15	но не	5	12
16	не может	15	12
17	то же	12	12
18	если бы	8	11
19	что мы	7	11
20	что и	6	11
21	вместе с	6	11
22	мы не	10	11
23	только в	11	11
24	таким образом	8	11
25	для него	2	10
26	в себе	2	10
27	так что	4	10
28	как в	2	10
29	так как	6	10
30	тогда когда	2	10
31	точно так	3	9
32	вовсе не	2	9
33	в нем	2	9
34	как бы	2	9
35	но и	10	9
36	то и	2	9
37	а только	2	8
38	а в	7	8
39	том что	7	8
40	более или	5	8
41	или менее	5	8
42	и на	4	8
43	в этом	8	8
44	могут быть	4	8
45	не могут	2	7
46	прежде всего	10	7
47	мысль о	2	7
48	во всех	2	7
49	как и	4	7
50	того что	4	7
51	тем что	3	7
52	с этим	4	7
53	того как	3	7
54	что если	2	6
55	связи с	4	6
56	с другой	6	6
57	в одном	5	6
58	не есть	2	6
59	и как	2	6
60	не можем	3	6
61	тем не	6	6
62	и т	25	6
63	есть только	3	6
64	между тем	2	6
65	в то	3	6
66	и только	2	6
67	не менее	6	5
68	столь же	2	5
69	с ним	2	5
70	по мере	2	5
71	что они	5	5
72	тот же	2	5
73	что не	2	5
74	воспоминание о	2	5
75	на то	4	5
76	о том	9	5
77	и их	3	5
78	так и	9	5
79	из них	3	5
80	только для	2	5
81	все же	10	5
82	во время	3	4
83	никогда не	14	4
84	что он	10	4
85	мере того	2	4
86	уже не	3	4
87	одна из	2	4
88	и другое	2	4
89	до сих	5	4
90	еще не	7	4
91	и если	2	4
92	должны быть	4	4
93	время как	3	4
94	в котором	3	4
95	в некоторых	2	4
96	сих пор	5	4
97	так в	4	4
98	с одной	4	4
99	и что	10	4
100	которые могут	3	4
101	они не	4	4
102	одним словом	4	4
103	как он	2	4
104	там где	4	4
105	то время	3	4
106	с тем	4	4
107	но в	8	4
108	на вопрос	2	3
109	что это	8	3
110	так например	6	3
111	это не	7	3
112	не как	3	3
113	и от	2	3
114	но мы	2	3
115	то это	3	3
116	ни было	2	3
117	одной стороны	4	3
118	но это	4	3
119	мы в	2	3
120	например в	5	3
121	вслед за	6	3
122	относится к	2	3
123	не совсем	3	3
124	в ней	7	3
125	его в	6	3
126	и тем	2	3
127	не с	3	3
128	в целом	2	3
129	на него	4	3
130	со стороны	2	3
131	что она	5	3
132	находится в	4	3
133	и тогда	3	3
134	т д	22	3
135	если мы	3	3
136	не так	2	3
137	и для	4	3
138	бы быть	3	3
139	во многих	2	3
140	в этих	7	3
141	том как	2	3
142	самого начала	2	2
143	всех этих	2	2
144	заключить что	2	2
145	связанные с	2	2
146	и его	3	2
147	в какой	3	2
148	превращается в	4	2
149	хотя бы	4	2
150	между ними	2	2
151	к этому	2	2
152	вопрос о	5	2
153	зависит от	2	2
154	значение и	2	2
155	не дает	2	2
156	мы знаем	4	2
157	бы в	2	2
158	но все	4	2
159	все эти	4	2
160	так же	7	2
161	связано с	2	2
162	случаи когда	3	2
163	и тот	2	2
164	в действительности	2	2
165	некоторое время	2	2
166	что например	3	2
167	связь между	3	2
168	но если	2	2
169	в его	5	2
170	и потому	2	2
171	не все	4	2
172	один из	4	2
173	не знаем	2	2
174	можно назвать	2	2
175	указывает на	2	2
176	все это	4	2
177	другой стороны	5	2
178	в связи	4	2
179	образом мы	2	2
180	видно из	2	2
181	а с	2	2
182	отсюда вытекает	2	2
183	с самого	2	2
184	что такое	2	2
185	мы видим	11	2
186	и по	3	2
187	должно быть	2	2
188	отношения к	2	2
189	как это	3	2
190	или в	5	2
191	по отношению	3	2
192	и здесь	7	2
193	нас в	2	2
194	их в	5	2
195	сказать что	5	2
196	то мы	4	2
197	не непосредственно	3	2
198	не на	2	2
199	само по	2	2
200	на природу	2	2
201	не то	4	2
202	на более	5	2
203	в другом	3	2
204	во всем	3	2
205	мы должны	13	2
206	могли бы	3	2
207	на этом	3	2
208	как оно	2	2
209	к которому	5	2
210	когда мы	2	2
211	оно может	2	2
212	это было	2	2
