N	2gram	Bakhtin_Fr_8	Dialekti
1	и не	9	30
2	и в	56	18
3	может быть	3	17
4	точки зрения	6	17
5	в нем	8	16
6	ни в	2	15
7	так что	3	15
8	а не	2	14
9	потому что	6	14
10	что в	5	13
11	то что	3	13
12	не только	8	13
13	и даже	8	13
14	если бы	2	12
15	было бы	2	12
16	с точки	2	12
17	в этом	14	12
18	не может	2	12
19	что это	4	11
20	что он	2	11
21	как бы	11	11
22	все это	8	11
23	в себе	4	11
24	так как	4	11
25	прежде всего	6	10
26	несмотря на	2	10
27	то же	11	10
28	сказать что	3	10
29	никогда не	5	9
30	это не	2	9
31	в том	13	9
32	так и	13	9
33	том что	8	9
34	и то	2	9
35	но это	2	8
36	к нему	2	8
37	в каком	2	8
38	не просто	3	7
39	вовсе не	6	7
40	и как	2	7
41	но и	9	7
42	что она	2	7
43	мы находим	3	7
44	также и	2	7
45	той или	2	7
46	с другой	2	6
47	можно сказать	2	6
48	ни с	5	6
49	не было	5	6
50	не в	3	6
51	в то	12	6
52	и образ	2	6
53	с ним	2	6
54	но в	6	6
55	в этих	11	5
56	в своем	3	5
57	говорит о	2	5
58	есть и	5	5
59	ни о	2	5
60	все же	2	5
61	в отношении	5	5
62	в особенности	4	5
63	а в	2	5
64	и с	8	5
65	и более	4	4
66	мы видим	6	4
67	но не	5	4
68	же время	10	4
69	хотя и	2	4
70	в котором	2	4
71	так же	2	4
72	другой стороны	2	4
73	как раз	2	4
74	как мы	7	4
75	о том	4	4
76	и почти	3	3
77	всех этих	3	3
78	в них	11	3
79	что и	3	3
80	точек зрения	2	3
81	что они	2	3
82	более или	2	3
83	действительности и	2	3
84	конечно не	4	3
85	и о	3	3
86	он не	5	3
87	в его	18	3
88	и потому	4	3
89	даже в	4	3
90	один из	5	3
91	друг другу	2	3
92	или менее	2	3
93	в их	3	3
94	только на	2	3
95	что одна	2	3
96	в самом	9	3
97	еще и	3	3
98	но с	2	3
99	на самом	2	3
100	самом деле	2	3
101	что для	3	3
102	ничто не	2	3
103	в данном	2	3
104	очень много	2	3
105	в основе	4	3
106	в ней	4	3
107	и еще	2	3
108	только в	9	3
109	и все	6	3
110	бы в	3	3
111	вещей и	11	2
112	не был	4	2
113	они были	4	2
114	бы и	2	2
115	в виде	2	2
116	в частности	7	2
117	в качестве	4	2
118	с этой	2	2
119	не как	2	2
120	точка зрения	2	2
121	для своего	2	2
122	грань между	2	2
123	и явлений	2	2
124	к этому	2	2
125	вещи и	4	2
126	в мире	2	2
127	ни было	2	2
128	как и	5	2
129	и при	2	2
130	такой же	5	2
131	здесь в	3	2
132	для него	2	2
133	до сих	8	2
134	еще не	10	2
135	одной стороны	2	2
136	для того	2	2
137	себе и	2	2
138	к ним	2	2
139	из них	2	2
140	в своей	2	2
141	и их	8	2
142	дело не	2	2
143	сих пор	8	2
144	образом и	3	2
145	как например	3	2
146	и эта	2	2
147	с одной	4	2
148	все эти	15	2
149	в эпоху	10	2
150	уже не	3	2
151	и для	2	2
152	между собою	2	2
153	и совершенно	2	2
154	он и	2	2
155	в которых	2	2
156	в другом	3	2
157	во всем	4	2
158	почти все	2	2
159	нет ни	2	2
