N	2gram	Potebnia_M_1	FransuaR
1	и в	39	56
2	то есть	42	24
3	в его	5	18
4	таким образом	13	17
5	в этом	15	14
6	в том	26	13
7	так и	13	13
8	и его	5	12
9	в то	4	12
10	в этих	7	11
11	как бы	6	11
12	в них	3	11
13	то же	6	11
14	же время	4	10
15	еще не	6	10
16	только в	25	9
17	в самом	3	9
18	но и	20	9
19	и не	18	9
20	том что	16	8
21	в сущности	2	8
22	не только	21	8
23	в нем	20	8
24	во всех	5	8
25	и их	3	8
26	и даже	4	8
27	и с	3	8
28	как мы	2	7
29	все они	2	6
30	прежде всего	4	6
31	вовсе не	5	6
32	мы видим	4	6
33	в этой	3	6
34	языка и	17	6
35	той же	3	6
36	потому что	52	6
37	точки зрения	8	6
38	связи с	3	6
39	и все	3	6
40	но в	9	6
41	но не	8	5
42	никогда не	4	5
43	с ее	2	5
44	как и	9	5
45	одним из	2	5
46	он не	3	5
47	мы видели	4	5
48	что в	22	5
49	не было	4	5
50	так сказать	2	5
51	что все	3	4
52	времени и	2	4
53	и более	2	4
54	что это	3	4
55	переходим к	2	4
56	в себе	13	4
57	за пределы	2	4
58	в ней	7	4
59	и потому	5	4
60	с одной	3	4
61	при этом	6	4
62	и других	4	4
63	язык в	8	4
64	того чтобы	2	4
65	к языку	2	4
66	в своих	4	4
67	во всем	4	4
68	о том	2	4
69	так как	21	4
70	в которой	2	4
71	и которые	2	4
72	в своем	3	3
73	как например	2	3
74	так что	16	3
75	слов и	4	3
76	не были	2	3
77	может быть	27	3
78	не мог	3	3
79	и о	2	3
80	что и	6	3
81	то что	10	3
82	образом и	2	3
83	связь с	2	3
84	в их	2	3
85	что для	3	3
86	там где	4	3
87	уже не	2	3
88	не в	15	3
89	сказать что	3	3
90	между тем	5	3
91	речи и	10	3
92	но он	2	3
93	его к	2	3
94	в таких	2	3
95	слова и	4	3
96	бы в	4	3
97	к которому	3	3
98	только не	2	2
99	если бы	14	2
100	друг другу	3	2
101	с другой	7	2
102	это не	7	2
103	и во	3	2
104	в других	2	2
105	в одном	8	2
106	языка а	3	2
107	значение и	2	2
108	так например	3	2
109	ни было	2	2
110	и как	6	2
111	но это	5	2
112	и практики	2	2
113	для него	4	2
114	когда в	3	2
115	одной стороны	3	2
116	было бы	12	2
117	в действительности	4	2
118	несмотря на	5	2
119	между явлениями	2	2
120	а в	5	2
121	к ним	2	2
122	хотя и	3	2
123	что на	6	2
124	вопрос об	3	2
125	все же	6	2
126	в своей	3	2
127	в мире	3	2
128	вместе с	8	2
129	только на	3	2
130	но дело	2	2
131	другой стороны	5	2
132	так же	5	2
133	не может	22	2
134	в каком	6	2
135	язык и	5	2
136	того как	6	2
137	то ни	3	2
138	с какою	2	2
139	а не	21	2
140	для того	3	2
141	языка к	2	2
142	и для	5	2
143	с точки	3	2
144	все остальные	4	2
145	бы то	2	2
146	в слове	8	2
147	мы не	10	2
148	между собою	6	2
149	и то	3	2
150	с этой	2	2
151	и при	3	2
152	но с	2	2
153	их и	2	2
154	языка в	6	2
155	судить о	3	2
156	дело в	2	2
157	с тем	5	2
158	с ним	3	2
159	не потому	2	2
160	не могли	2	2
