N	3gram	Vygotskiy__1	Psycholo
1	в том что	15	17
2	для того чтобы	15	13
3	в самом деле	2	11
4	с точки зрения	18	10
5	заключается в том	6	10
6	с таким образом	3	8
7	не может быть	5	8
8	так же точно	9	7
9	то же самое	3	6
10	на то что	3	6
11	в этом отношении	4	5
12	до сих пор	4	5
13	в данном случае	2	4
14	так же как	5	4
15	в сущности говоря	2	4
16	о том что	6	4
17	сам по себе	3	4
18	и той же	2	4
19	можно было бы	3	4
20	одной и той	2	4
21	в то время	5	3
22	таким образом и	2	3
23	в том чтобы	3	3
24	том что он	2	3
25	по сравнению с	5	2
26	более и более	2	2
27	в свою очередь	3	2
28	то же время	2	2
29	все более и	2	2
30	ничего другого как	2	2
31	прямо говорит что	2	2
32	к тому что	3	2
33	том что в	2	2
34	того чтобы показать	2	2
35	во всяком случае	3	2
36	в то же	2	2
37	на этот вопрос	2	2
38	указывает на то	2	2
39	то время как	4	2
40	и таким образом	2	2
41	не остается ничего	3	2
42	остается ничего другого	2	2
43	с другой стороны	9	2
