N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	45
2	и не	16	15
3	не только	20	14
4	в этом	18	14
5	но в	11	14
6	в его	5	13
7	и его	3	13
8	как бы	4	12
9	что в	10	12
10	в своем	2	11
11	то же	6	11
12	в то	4	11
13	прежде всего	8	10
14	в том	19	10
15	в нем	4	10
16	но и	7	10
17	как и	2	10
18	и с	7	10
19	же время	3	9
20	вовсе не	9	8
21	как мы	3	8
22	в ней	3	8
23	таким образом	5	8
24	в самой	2	8
25	так же	4	8
26	в конце	4	7
27	том что	11	7
28	не в	8	7
29	что и	3	7
30	мы видели	2	7
31	все это	5	7
32	также и	5	7
33	потому что	25	7
34	и все	2	7
35	всех этих	3	6
36	в атмосфере	2	6
37	что он	5	6
38	в этой	6	6
39	он не	3	6
40	здесь не	3	6
41	так и	4	6
42	того чтобы	11	6
43	для того	9	6
44	связи с	3	6
45	так как	15	6
46	в них	4	6
47	это и	3	5
48	но это	3	5
49	на этом	3	5
50	хотя и	4	5
51	как раз	3	5
52	не может	9	5
53	в связи	4	5
54	этом отношении	3	5
55	все эти	12	5
56	на самом	2	5
57	самом деле	9	5
58	и у	2	5
59	и на	6	5
60	перед нами	4	4
61	же как	2	4
62	об этом	5	4
63	все они	2	4
64	и от	2	4
65	очень часто	2	4
66	у него	3	4
67	и здесь	5	4
68	но не	6	4
69	ничего не	4	4
70	по поводу	2	4
71	своего рода	4	4
72	в самом	12	4
73	в сущности	9	4
74	и о	4	4
75	а также	3	4
76	в их	2	4
77	а не	10	4
78	и даже	2	4
79	а в	3	4
80	той же	2	4
81	можно было	9	4
82	сказать что	4	4
83	с этим	3	4
84	точки зрения	14	4
85	только в	5	4
86	и это	3	4
87	как это	5	4
88	не менее	7	3
89	нисколько не	3	3
90	как в	3	3
91	это не	6	3
92	что на	4	3
93	ни в	4	3
94	по существу	5	3
95	есть в	3	3
96	того же	3	3
97	связанные с	2	3
98	в своей	2	3
99	от того	4	3
100	вместе с	5	3
101	что она	3	3
102	не было	4	3
103	еще и	2	3
104	именно в	3	3
105	в году	2	3
106	и вот	5	3
107	с помощью	7	3
108	того что	3	3
109	на этот	2	3
110	не имеет	4	3
111	и для	2	3
112	почти всегда	2	3
113	в которых	2	3
114	нуждается в	2	3
115	он и	2	3
116	в другом	2	3
117	там где	5	3
118	только для	2	2
119	не могут	5	2
120	если мы	4	2
121	с тем	2	2
122	на фоне	3	2
123	и есть	2	2
124	говорить о	4	2
125	превращается в	2	2
126	хотя бы	9	2
127	что все	5	2
128	это в	2	2
129	на все	2	2
130	к этому	4	2
131	можно сказать	4	2
132	к тому	4	2
133	в отношении	2	2
134	отличие от	2	2
135	когда в	2	2
136	то что	9	2
137	в пределах	4	2
138	нельзя было	2	2
139	в качестве	8	2
140	было бы	15	2
141	что это	7	2
142	несмотря на	5	2
143	и если	2	2
144	не хочет	2	2
145	конечно не	2	2
146	может быть	15	2
147	один из	5	2
148	должен быть	5	2
149	слова и	5	2
150	все же	7	2
151	на том	2	2
152	и до	2	2
153	данном случае	2	2
154	а именно	2	2
155	что эта	2	2
156	так в	3	2
157	в отличие	2	2
158	в особенности	4	2
159	мысль и	2	2
160	при этом	2	2
161	чтобы не	2	2
162	всякого рода	2	2
163	можно говорить	2	2
164	лишь в	5	2
165	и что	8	2
166	с точки	8	2
167	к нему	2	2
168	рядом с	2	2
169	роль в	2	2
170	взглянуть на	2	2
171	языка но	3	2
172	в данном	4	2
173	конечно и	2	2
174	между тем	6	2
175	и вообще	2	2
176	ту же	6	2
177	большинстве случаев	2	2
178	от этого	2	2
