N	2gram	Voloshinov_1	Marksizm
1	точки зрения	8	34
2	может быть	17	26
3	и не	4	26
4	не может	8	24
5	с точки	6	20
6	и в	16	19
7	и его	8	19
8	таким образом	9	17
9	в этом	9	16
10	как бы	5	15
11	прежде всего	9	13
12	как мы	4	13
13	как и	2	12
14	и пр	12	12
15	так и	4	11
16	если мы	2	11
17	и для	2	11
18	в самом	2	10
19	в нем	4	10
20	ни было	2	10
21	и т.п	2	10
22	самом деле	6	10
23	для него	6	9
24	только в	4	9
25	при этом	6	8
26	но и	4	8
27	до сих	3	8
28	не только	7	8
29	то что	3	8
30	сих пор	3	8
31	все эти	5	7
32	так же	2	7
33	но в	4	7
34	субъективного сознания	2	7
35	во всех	3	7
36	то же	2	7
37	с помощью	2	6
38	в том	3	6
39	в науке	2	6
40	в пределах	2	6
41	отнюдь не	4	6
42	того же	2	6
43	в основном	3	6
44	в его	4	6
45	мы не	2	6
46	мы знаем	3	5
47	конечно не	6	5
48	те же	3	5
49	в начале	2	5
50	и потому	3	5
51	и все	4	5
52	к этому	2	5
53	за пределы	2	5
54	хотя бы	4	5
55	во всяком	3	5
56	самого начала	4	4
57	что в	3	4
58	не менее	2	4
59	с самого	4	4
60	а в	3	4
61	и на	4	4
62	сказать что	7	4
63	с этим	2	4
64	еще не	5	4
65	было бы	2	4
66	нет и	2	4
67	не будет	2	4
68	мысли и	4	4
69	только на	3	4
70	между ними	3	4
71	и есть	3	3
72	можно сказать	4	3
73	войти в	2	3
74	и как	3	3
75	в большинстве	3	3
76	момент в	2	3
77	на язык	3	3
78	все это	4	3
79	в систему	2	3
80	всех других	2	3
81	с другими	3	3
82	нуждается в	5	3
83	его в	4	3
84	большинстве случаев	3	3
85	и действительно	2	3
86	не существует	2	3
87	сознания и	2	3
88	не могут	2	3
89	в каком	2	3
90	и к	6	3
91	том что	3	3
92	на границе	2	3
93	совершенно не	8	3
94	он не	2	3
95	не есть	2	3
96	в своей	2	3
97	на самом	4	3
98	сводится к	2	3
99	и ее	4	3
100	и это	6	3
101	в области	3	3
102	же как	2	2
103	в частности	2	2
104	никогда не	2	2
105	это делает	2	2
106	ни в	5	2
107	для всех	4	2
108	всяком случае	3	2
109	и др	3	2
110	с ее	4	2
111	на этой	3	2
112	жизни и	3	2
113	и их	4	2
114	по аналогии	2	2
115	и только	9	2
116	и других	2	2
117	пр и	3	2
118	и даже	4	2
119	все остальные	2	2
120	с этой	2	2
121	из этих	2	2
122	о том	2	2
123	этом смысле	3	2
124	так как	4	2
125	и с	8	2
126	в основе	3	2
127	между собой	2	2
128	что он	2	2
129	ко всякому	3	2
130	другими словами	2	2
131	мы уже	2	2
132	на первый	2	2
133	и этот	2	2
134	что и	2	2
135	нем нет	2	2
136	что не	2	2
137	что такое	5	2
138	мира и	3	2
139	мы можем	9	2
140	могут быть	3	2
141	и вообще	2	2
142	ту же	2	2
143	не знает	2	2
144	в чем	5	2
145	как с	2	2
