N	2gram	Losev_Prob_2	Marksizm
1	точки зрения	2	34
2	может быть	18	26
3	и не	37	26
4	не может	13	24
5	и в	35	19
6	таким образом	4	17
7	языка как	2	17
8	в этом	17	16
9	как бы	4	15
10	языка в	3	14
11	прежде всего	11	13
12	языка и	5	13
13	как мы	5	13
14	как и	5	12
15	так и	7	11
16	если мы	9	11
17	и для	6	11
18	связи с	5	11
19	в самом	5	10
20	в слове	3	10
21	самом деле	4	10
22	лишь в	3	9
23	в результате	4	9
24	только в	14	9
25	при этом	3	8
26	бы то	2	8
27	но и	16	8
28	то ни	3	8
29	о языке	3	8
30	до сих	4	8
31	не только	24	8
32	все же	8	8
33	то что	38	8
34	сих пор	4	8
35	в связи	5	7
36	все эти	7	7
37	так же	5	7
38	но в	6	7
39	язык как	3	7
40	во всех	2	7
41	то же	5	7
42	а не	10	7
43	слова как	3	7
44	в том	12	6
45	кроме того	5	6
46	является не	2	6
47	в науке	3	6
48	в настоящее	16	6
49	другой стороны	5	6
50	и здесь	4	6
51	настоящее время	16	6
52	отнюдь не	5	6
53	в его	7	6
54	и того	3	6
55	мы не	7	6
56	ничего не	10	6
57	с другой	6	5
58	в конце	7	5
59	не в	2	5
60	конечно не	2	5
61	гуманитарных наук	3	5
62	знак не	3	5
63	знака к	7	5
64	и все	5	5
65	вовсе не	37	5
66	знака в	5	5
67	как системы	2	5
68	по преимуществу	2	5
69	настоящего времени	2	5
70	входит в	2	5
71	знак и	21	5
72	того чтобы	2	5
73	хотя бы	12	5
74	знака и	15	5
75	во всяком	13	5
76	ничего общего	3	5
77	ясно что	8	5
78	самого начала	2	4
79	что в	11	4
80	не менее	13	4
81	в отношении	4	4
82	вопрос о	3	4
83	как же	4	4
84	с самого	3	4
85	в ней	2	4
86	не является	7	4
87	здесь мы	3	4
88	а в	4	4
89	и на	5	4
90	тот же	4	4
91	сказать что	24	4
92	что слово	3	4
93	с этим	5	4
94	по себе	8	4
95	в условиях	2	4
96	еще не	10	4
97	было бы	8	4
98	и тот	3	4
99	не будем	4	4
100	нет и	3	4
101	не будет	11	4
102	что же	9	4
103	мысли и	2	4
104	только на	9	4
105	в языке	15	4
106	для того	3	4
107	в данном	10	4
108	далеко не	4	4
109	он является	2	3
110	и есть	4	3
111	и от	3	3
112	или иной	5	3
113	можно сказать	6	3
114	войти в	2	3
115	всякий знак	17	3
116	и как	4	3
117	но именно	4	3
118	все это	4	3
119	не было	3	3
120	конце концов	7	3
121	того что	12	3
122	не имеет	7	3
123	с другими	5	3
124	только при	2	3
125	для каждого	4	3
126	в то	6	3
127	же самое	6	3
128	его в	3	3
129	нет ничего	2	3
130	слово в	2	3
131	и действительно	2	3
132	языка а	2	3
133	не существует	6	3
134	сознания и	2	3
135	не могут	4	3
136	в каком	4	3
137	и к	3	3
138	этом случае	7	3
139	том что	19	3
140	и при	2	3
141	мы должны	3	3
142	совершенно не	2	3
143	в корне	2	3
144	общего с	2	3
145	он не	2	3
146	не есть	33	3
147	быть и	2	3
148	в истории	3	3
149	это и	3	3
150	на самом	4	3
151	сводится к	2	3
152	и следовательно	4	3
153	но все	2	3
154	является в	2	3
155	эта последняя	2	3
156	и ее	2	3
157	один и	2	3
158	знак в	2	3
159	слова и	4	3
160	и это	5	3
161	в области	6	3
162	том числе	2	2
163	сама по	4	2
164	независимо от	2	2
165	в частности	5	2
166	тому что	3	2
167	в своем	4	2
168	они все	2	2
169	что все	6	2
170	первый план	3	2
171	одной и	2	2
172	тем не	12	2
173	ни в	6	2
174	числе и	2	2
175	в действительности	2	2
176	это отношение	3	2
177	и той	4	2
178	совпадает с	2	2
179	отношение знака	4	2
180	для всех	2	2
181	но если	4	2
182	и является	3	2
183	в виду	8	2
184	всяком случае	10	2
185	себе и	2	2
186	и др	2	2
187	в нашем	3	2
188	на этой	2	2
189	в понимании	2	2
190	и их	3	2
191	мы скажем	3	2
192	и только	4	2
193	язык и	2	2
194	от знака	5	2
195	не просто	11	2
196	в каком-нибудь	2	2
197	между этими	2	2
198	каждого данного	2	2
199	и даже	11	2
200	должно быть	2	2
201	можно было	5	2
202	в своих	3	2
203	же и	2	2
204	допустим что	2	2
205	к знаку	2	2
206	из этих	3	2
207	о том	18	2
208	этом смысле	5	2
209	так как	7	2
210	бы в	3	2
211	и с	10	2
212	в основе	3	2
213	значения слова	4	2
214	или хотя	2	2
215	нет никакой	2	2
216	и более	5	2
217	для них	3	2
218	если бы	4	2
219	в какой-то	2	2
220	имеет значение	2	2
221	до тех	4	2
222	между собой	5	2
223	и всякое	2	2
224	и знак	4	2
225	но при	2	2
226	что он	4	2
227	в себе	5	2
228	для нашей	3	2
229	у нас	18	2
230	зависимости от	2	2
231	одна из	3	2
232	во все	2	2
233	в качестве	2	2
234	тех пор	4	2
235	она не	3	2
236	другими словами	6	2
237	мы уже	3	2
238	к тому	3	2
239	ни о	4	2
240	на первый	4	2
241	и этот	3	2
242	или вообще	4	2
243	не все	4	2
244	что и	2	2
245	языке и	4	2
246	пока не	3	2
247	бы и	7	2
248	и речи	3	2
249	и прежде	2	2
250	как раз	8	2
251	что не	5	2
252	из которых	2	2
253	что такое	18	2
254	той же	2	2
255	быть знаком	2	2
256	в таком	11	2
257	или в	2	2
258	или иначе	6	2
259	мы можем	6	2
260	тем что	4	2
261	как знак	2	2
262	и вообще	16	2
263	не знает	3	2
264	таком случае	10	2
265	из этого	2	2
266	без всякой	5	2
