N	2gram	Losev_Vlad_2	Analitik
1	не только	12	22
2	и в	30	18
3	как и	5	14
4	так и	5	14
5	в этом	20	14
6	но и	8	13
7	и его	6	13
8	в частности	2	12
9	том что	12	12
10	и не	18	12
11	при этом	5	11
12	а в	11	10
13	как бы	5	10
14	то есть	7	10
15	может быть	7	9
16	со стороны	4	9
17	что в	12	9
18	а не	7	9
19	в том	18	9
20	с его	4	8
21	со своей	2	8
22	и даже	10	8
23	но не	3	7
24	в его	11	7
25	во второй	2	7
26	к тому	2	6
27	не в	9	6
28	в начале	4	6
29	для него	9	6
30	в этой	4	6
31	он не	4	6
32	в их	2	6
33	о том	4	6
34	никогда не	7	5
35	однако в	2	5
36	в конце	13	5
37	прежде всего	6	5
38	в свою	3	5
39	того же	5	5
40	такого рода	2	5
41	в самом	2	5
42	что и	3	5
43	в сущности	2	5
44	а а	3	5
45	уже не	3	5
46	той же	4	5
47	в результате	5	5
48	я в	3	5
49	не менее	7	4
50	о чем	6	4
51	в своем	8	4
52	по крайней	4	4
53	по себе	5	4
54	что он	13	4
55	можно сказать	4	4
56	и к	6	4
57	и как	3	4
58	себя в	2	4
59	свою очередь	2	4
60	и сам	2	4
61	не есть	4	4
62	крайней мере	4	4
63	все же	9	4
64	таким образом	3	4
65	и на	4	4
66	в данном	3	4
67	уже в	3	3
68	не столько	3	3
69	из этих	3	3
70	к этому	6	3
71	было бы	9	3
72	же время	3	3
73	по поводу	4	3
74	во сне	2	3
75	в целом	4	3
76	данном случае	2	3
77	как в	3	3
78	все это	5	3
79	то же	4	3
80	не было	10	3
81	еще и	6	3
82	именно в	4	3
83	в году	24	3
84	что не	2	3
85	его не	2	3
86	мы не	2	3
87	ничего не	2	3
88	с этим	5	3
89	точки зрения	7	3
90	что касается	3	3
91	он и	3	3
92	в то	9	3
93	его в	4	3
94	здесь не	4	3
95	едва ли	3	3
96	как это	7	3
97	я и	2	3
98	все эти	5	2
99	в них	3	2
100	а вот	2	2
101	это не	2	2
102	и от	2	2
103	и ту	2	2
104	в нем	4	2
105	о его	5	2
106	несмотря на	4	2
107	тем не	6	2
108	же в	2	2
109	да и	3	2
110	в дальнейшем	5	2
111	вплоть до	3	2
112	то в	5	2
113	с тем	2	2
114	по своему	2	2
115	о своем	2	2
116	в общем	2	2
117	о в	2	2
118	на его	4	2
119	нам представляется	2	2
120	хотя и	6	2
121	в ней	4	2
122	об этом	6	2
123	и потому	2	2
124	а также	10	2
125	всяком случае	6	2
126	даже в	2	2
127	к числу	2	2
128	гораздо более	2	2
129	нам кажется	3	2
130	то что	20	2
131	во всех	3	2
132	в сравнении	2	2
133	вместе с	8	2
134	не может	9	2
135	в отличие	3	2
136	как к	2	2
137	не могла	2	2
138	отношения к	3	2
139	те же	3	2
140	и вот	3	2
141	в той	2	2
142	не мог	8	2
143	с точки	3	2
144	и он	4	2
145	и по	2	2
146	и для	3	2
147	и прежде	2	2
148	сказать что	11	2
149	во всяком	6	2
150	на меня	2	2
151	в себе	6	2
152	только в	6	2
153	на эту	2	2
154	и все	7	2
155	дело в	3	2
156	когда мы	3	2
157	отличие от	3	2
158	но в	8	2
159	в новом	2	2
