N	3gram	Potebnia_M_2	Problema
1	тем не менее	5	18
2	и т д	3	10
3	на то что	3	8
4	для того чтобы	2	8
5	сам по себе	4	7
6	в этом смысле	2	6
7	в таком случае	2	6
8	то что мы	2	6
9	в том что	7	5
10	в то же	2	4
11	сама по себе	2	4
12	на самом деле	2	4
13	сами по себе	7	3
14	более или менее	8	3
15	до сих пор	4	3
16	с другой стороны	2	3
17	то что в	2	3
18	во всяком случае	7	3
19	и того же	6	2
20	по крайней мере	5	2
21	только потому что	2	2
22	в одно целое	2	2
23	то и другое	4	2
24	одного и того	6	2
25	подобно тому как	4	2
26	не может быть	2	2
