N	2gram	Losev_Dial_1	Problema
1	в его	3	43
2	и не	30	42
3	и в	18	38
4	не может	12	27
5	может быть	17	26
6	как бы	11	22
7	отнюдь не	9	19
8	и с	5	17
9	в нем	16	15
10	в этом	12	15
11	и т	21	14
12	прежде всего	10	13
13	только в	3	13
14	т п	2	13
15	но не	4	12
16	ни в	15	11
17	и для	2	11
18	к нему	8	10
19	отношение к	5	10
20	в их	3	10
21	но и	7	9
22	не имеет	15	9
23	не только	13	9
24	в том	9	8
25	и как	7	8
26	точки зрения	17	8
27	было бы	12	8
28	для нее	2	8
29	то что	13	8
30	что в	13	7
31	с другой	6	7
32	не в	6	7
33	в самом	3	7
34	объекта и	2	7
35	как и	2	7
36	еще не	2	7
37	совершенно не	8	7
38	в своей	2	7
39	как мы	4	7
40	можно только	2	6
41	а в	5	6
42	только как	2	6
43	не есть	40	6
44	все же	5	6
45	самом деле	3	6
46	с точки	12	6
47	мы можем	4	6
48	отношения к	3	6
49	ничего не	17	6
50	то же	10	5
51	в своем	5	5
52	это не	9	5
53	никогда не	9	5
54	все эти	2	5
55	должно быть	3	5
56	в основе	3	5
57	может иметь	3	5
58	с ним	6	5
59	в них	3	5
60	не нужно	2	5
61	конечно не	3	5
62	и о	3	5
63	так и	9	5
64	а не	14	5
65	могут быть	3	5
66	должна быть	3	4
67	не менее	2	4
68	не должна	2	4
69	на самом	3	4
70	лишь как	2	4
71	в ней	3	4
72	в виду	5	4
73	другой стороны	4	4
74	с ними	2	4
75	сказать что	10	4
76	в то	6	4
77	о том	4	4
78	и потому	3	4
79	но в	6	4
80	но они	2	4
81	но конечно	2	4
82	не с	5	4
83	относится к	2	4
84	как в	2	4
85	может и	4	4
86	что не	7	4
87	хотя бы	6	4
88	можно было	5	4
89	в данном	3	4
90	в себе	11	4
91	как только	2	3
92	и от	2	3
93	да и	6	3
94	в дальнейшем	5	3
95	но это	8	3
96	же время	4	3
97	одной стороны	2	3
98	несмотря на	10	3
99	хотя и	4	3
100	не является	3	3
101	точка зрения	2	3
102	все это	11	3
103	не больше	2	3
104	с одной	2	3
105	и даже	13	3
106	также и	7	3
107	ни было	2	3
108	если бы	12	3
109	и все	3	3
110	этом смысле	3	3
111	ясно что	8	3
112	том что	9	3
113	говорить о	5	3
114	от него	4	3
115	мы увидим	2	3
116	действительности и	3	3
117	он не	3	3
118	помнить что	2	3
119	но с	3	3
120	в мире	2	3
121	с другими	2	3
122	не знает	2	3
123	и это	2	3
124	на этом	2	2
125	а лишь	3	2
126	или иное	3	2
127	я не	5	2
128	ни к	2	2
129	и есть	16	2
130	в частности	2	2
131	в этих	5	2
132	и внешнего	6	2
133	в каждом	2	2
134	была бы	3	2
135	на то	5	2
136	или иной	3	2
137	можно сказать	6	2
138	а только	3	2
139	как таковой	4	2
140	что оно	5	2
141	и пр	5	2
142	случае не	3	2
143	что это	11	2
144	и у	2	2
145	той или	7	2
146	в котором	4	2
147	не нуждается	5	2
148	другими словами	2	2
149	ни с	6	2
150	но она	3	2
151	отличается от	2	2
152	в особенности	5	2
153	не было	6	2
154	этом отношении	2	2
155	и что	12	2
156	того что	2	2
157	есть только	5	2
158	его не	6	2
159	нуждается в	3	2
160	но как	2	2
161	во всем	2	2
162	мы должны	5	2
163	можем сказать	2	2
164	как это	4	2
165	в него	2	2
166	мы имеем	2	2
167	но лишь	4	2
168	и более	4	2
169	себе не	5	2
170	раз и	2	2
171	к этому	2	2
172	вовсе не	7	2
173	есть не	3	2
174	о которых	2	2
175	что он	11	2
176	и при	2	2
177	здесь в	2	2
178	она не	6	2
179	в корне	2	2
180	зрения самого	2	2
181	что и	3	2
182	в современной	2	2
183	для науки	3	2
184	можно говорить	2	2
185	для того	2	2
186	и эта	2	2
187	и он	5	2
188	форму и	2	2
189	то или	3	2
190	в виде	2	2
191	в другом	2	2
192	и вообще	4	2
193	что эта	4	2
194	в чем	6	2
