N	2gram	Propp_Isto_2	Vladivir
1	и в	15	30
2	то что	12	20
3	в этом	11	20
4	у него	4	19
5	в том	6	18
6	и не	11	18
7	и с	4	14
8	что он	24	13
9	том что	7	12
10	что в	12	12
11	не только	18	12
12	в его	6	11
13	а в	12	11
14	сказать что	2	11
15	а также	2	10
16	не было	2	10
17	не в	7	9
18	кроме того	2	9
19	было бы	5	9
20	все же	9	9
21	потому что	9	9
22	не может	5	9
23	связи с	8	8
24	вместе с	7	8
25	но и	14	8
26	в связи	5	8
27	не мог	3	8
28	но в	6	8
29	никогда не	15	7
30	ни в	2	7
31	может быть	17	7
32	между прочим	3	7
33	для нас	4	7
34	а не	5	7
35	как это	3	7
36	прежде всего	5	6
37	об этом	11	6
38	он был	3	6
39	только в	6	6
40	в себе	4	6
41	а именно	3	6
42	и его	3	6
43	и то	2	5
44	о его	2	5
45	как и	2	5
46	так что	6	5
47	при этом	4	5
48	в основном	2	5
49	как бы	6	5
50	в котором	5	5
51	другими словами	4	5
52	так и	5	5
53	все это	3	5
54	с этим	5	5
55	и что	6	5
56	того что	3	5
57	все эти	4	5
58	так как	14	5
59	именно в	2	4
60	я не	2	4
61	его в	10	4
62	мы знаем	11	4
63	в этой	4	4
64	и если	2	4
65	что это	6	4
66	на его	2	4
67	в ней	4	4
68	он не	8	4
69	в нем	7	4
70	то это	6	4
71	в этих	11	4
72	то же	10	4
73	и наконец	5	4
74	так же	13	4
75	той же	2	4
76	и на	4	4
77	но это	4	4
78	мы должны	4	4
79	о том	3	4
80	здесь не	2	4
81	в которой	2	4
82	уже в	2	3
83	всех этих	3	3
84	должен был	3	3
85	хотя бы	2	3
86	из этих	3	3
87	точно так	6	3
88	что и	6	3
89	да и	2	3
90	по существу	2	3
91	но не	2	3
92	он и	3	3
93	уже на	3	3
94	и для	2	3
95	я его	3	3
96	во всех	2	3
97	как в	5	3
98	таким образом	7	3
99	здесь мы	3	3
100	и вполне	2	3
101	в очень	3	3
102	не столько	2	3
103	к ней	2	3
104	но он	4	3
105	под названием	2	3
106	его на	2	3
107	и это	3	3
108	нет ничего	2	3
109	когда мы	2	3
110	в русском	2	2
111	к нему	5	2
112	этого не	5	2
113	с которой	2	2
114	нисколько не	2	2
115	здесь можно	5	2
116	с тем	9	2
117	и есть	5	2
118	но по	3	2
119	очень много	8	2
120	это не	2	2
121	только после	4	2
122	мы видели	2	2
123	здесь в	2	2
124	к тому	5	2
125	на котором	2	2
126	увидим ниже	4	2
127	возможно что	2	2
128	а то	2	2
129	есть и	2	2
130	и может	2	2
131	после того	3	2
132	она не	5	2
133	и часто	2	2
134	в каких	3	2
135	и из	2	2
136	мы уже	6	2
137	не могла	2	2
138	в сущности	2	2
139	же и	3	2
140	на то	3	2
141	о нем	4	2
142	в виду	2	2
143	будто бы	2	2
144	наряду с	6	2
145	его и	4	2
146	в их	3	2
147	но его	2	2
148	того как	4	2
149	три года	4	2
150	но все	5	2
151	и она	3	2
152	того чтобы	2	2
153	не говорится	2	2
154	и по	2	2
155	его не	2	2
156	также что	2	2
157	можно было	5	2
158	в работе	3	2
159	их в	2	2
160	он дает	2	2
161	тут же	2	2
162	вера в	2	2
163	как будто	3	2
164	что эти	4	2
165	как он	3	2
166	это за	2	2
167	тогда и	2	2
168	к этой	4	2
169	ничего не	7	2
170	мы не	3	2
