N	2gram	Bakhtin_Pr_1	Problemy
1	и в	29	46
2	чужое слово	2	40
3	и не	31	27
4	может быть	24	23
5	как бы	19	19
6	не может	12	19
7	в нем	19	17
8	у достоевского	16	16
9	в этом	22	16
10	не только	15	14
11	перед нами	5	12
12	но и	14	12
13	как и	12	12
14	как мы	4	12
15	и на	7	11
16	точки зрения	19	11
17	в одном	10	11
18	а не	22	11
19	не в	7	10
20	в пределах	13	10
21	между ними	2	10
22	прежде всего	7	9
23	в том	8	9
24	в большинстве	2	9
25	в самом	10	9
26	вовсе не	7	9
27	и к	2	9
28	в его	24	9
29	с точки	13	9
30	большинстве случаев	2	8
31	до сих	2	8
32	конечно не	2	8
33	достоевского в	12	8
34	сих пор	2	8
35	романах достоевского	5	7
36	и с	4	7
37	по себе	8	7
38	еще не	5	7
39	в сущности	5	7
40	как раз	6	7
41	в себе	7	7
42	никогда не	3	6
43	в каждом	8	6
44	ни в	3	6
45	но это	4	6
46	друг друга	3	6
47	к себе	2	6
48	о нем	9	6
49	слово в	2	6
50	но в	7	6
51	произведений достоевского	6	6
52	что он	8	6
53	в романе	9	6
54	то же	14	6
55	все это	6	6
56	и его	14	6
57	только в	10	6
58	это не	9	5
59	о себе	12	5
60	себе самом	9	5
61	же время	9	5
62	при этом	2	5
63	и сам	2	5
64	друг с	2	5
65	в котором	2	5
66	к нему	6	5
67	нам кажется	2	5
68	жизни и	2	5
69	по отношению	8	5
70	в самой	6	5
71	рядом с	14	5
72	в то	10	5
73	в структуре	2	5
74	так как	6	5
75	в жизни	2	5
76	в романах	7	5
77	с его	9	5
78	у него	5	5
79	к другому	2	5
80	за пределы	7	5
81	если же	3	5
82	отношению к	8	5
83	так сказать	4	5
84	уже в	3	4
85	что в	8	4
86	слова но	2	4
87	до конца	8	4
88	и нет	2	4
89	кроме того	3	4
90	например в	3	4
91	у тургенева	2	4
92	в их	3	4
93	таким образом	12	4
94	все эти	9	4
95	и наконец	4	4
96	должно быть	4	4
97	потому что	8	4
98	же и	2	4
99	он и	5	4
100	и здесь	3	4
101	не знает	3	4
102	превращается в	4	4
103	как в	6	4
104	раз и	4	4
105	точек зрения	3	4
106	том что	7	4
107	но не	9	4
108	слово о	7	4
109	он не	5	4
110	все же	9	4
111	то что	15	4
112	в процессе	4	4
113	но эти	2	4
114	то перед	2	4
115	так и	7	4
116	приводит к	3	4
117	себе самому	3	4
118	в себя	3	4
119	уже не	13	4
120	самом деле	6	4
121	на себя	2	4
122	героя и	10	4
123	слово героя	7	3
124	себя и	2	3
125	в отношении	2	3
126	с другой	3	3
127	не могут	6	3
128	в мире	6	3
129	в своем	8	3
130	и идеи	2	3
131	достоевского но	6	3
132	другого человека	4	3
133	одним из	6	3
134	себе и	3	3
135	и для	4	3
136	отношение к	2	3
137	и до	3	3
138	другой стороны	3	3
139	так же	6	3
140	и даже	2	3
141	его творчества	3	3
142	конечно и	2	3
143	но он	2	3
144	самим собою	2	3
145	в конце	6	3
146	их в	4	3
147	бы в	3	3
148	себя как	2	3
149	если бы	9	3
150	в единстве	6	3
151	не как	14	3
152	и во	2	3
153	в условиях	2	3
154	по существу	3	3
155	более того	5	3
156	так чтобы	4	3
157	ведь это	2	3
158	и что	2	3
159	она не	7	3
160	но именно	3	3
161	было бы	5	3
162	кажется что	2	3
163	мы уже	2	3
164	в своей	8	3
165	и о	5	3
166	никак не	2	3
167	что и	4	3
168	войти в	2	3
169	него в	2	3
170	на него	3	3
171	что же	4	3
172	авторским словом	2	3
173	в той	2	3
174	героя в	4	3
175	той же	5	3
176	отличается от	3	3
177	тем что	4	3
178	правда в	2	3
179	в этой	4	3
180	далеко не	3	3
181	и это	5	3
182	и этим	3	3
183	произведениях достоевского	5	3
184	жизни не	2	2
185	от автора	3	2
186	он сам	3	2
187	должна быть	5	2
188	с собою	2	2
189	и одновременно	3	2
190	мире достоевского	7	2
191	в одной	6	2
192	мысли и	5	2
193	достоевского и	7	2
194	слова героя	2	2
195	вопрос о	2	2
196	для понимания	2	2
197	его к	2	2
198	от них	2	2
199	все время	2	2
200	все в	3	2
201	его как	4	2
202	следовательно и	2	2
203	так что	2	2
204	и как	7	2
205	но все	5	2
206	лишь как	7	2
207	не дает	3	2
208	для него	18	2
209	в плоскости	4	2
210	творчества достоевского	8	2
211	и следовательно	4	2
212	себе еще	2	2
213	и старается	2	2
214	в первой	2	2
215	и показать	2	2
216	одной плоскости	5	2
217	то и	2	2
218	отношения к	3	2
219	не было	4	2
220	художественного видения	7	2
221	те же	2	2
222	творчество достоевского	5	2
223	они не	4	2
224	как слово	3	2
225	его жизнь	2	2
226	а в	7	2
227	не входит	3	2
228	в которых	2	2
229	в результате	4	2
230	героя но	2	2
231	сказать что	3	2
232	материал и	3	2
233	авторского слова	8	2
234	для достоевского	5	2
235	творчестве достоевского	5	2
236	в художественном	3	2
237	в произведении	4	2
238	в особом	3	2
239	с ним	5	2
240	между тем	5	2
241	поэтому и	4	2
242	а как	7	2
243	сознания и	5	2
244	вне его	2	2
245	романов достоевского	8	2
246	здесь конечно	2	2
247	с этим	2	2
248	в духе	3	2
249	этом смысле	10	2
250	из одного	4	2
251	но с	3	2
252	сознании и	2	2
253	одна из	3	2
254	все что	3	2
255	зрения и	2	2
256	есть и	2	2
257	в произведениях	3	2
258	на почве	3	2
259	сами по	3	2
260	и пр	3	2
261	самого достоевского	6	2
262	в последний	2	2
263	бы и	4	2
264	или к	2	2
265	чужое сознание	2	2
266	героя с	3	2
267	он есть	4	2
268	на этот	2	2
269	хотя бы	2	2
270	можно было	2	2
271	здесь с	3	2
272	ничего не	5	2
273	в данном	2	2
274	этот вопрос	2	2
275	тем как	4	2
276	во всяком	5	2
277	автора и	5	2
278	могут быть	6	2
279	отношении к	3	2
280	видения и	10	2
281	там где	10	2
