N	2gram	Tiupa_Narr_1	Dialekti
1	не есть	3	40
2	и не	20	30
3	а не	12	18
4	может быть	25	17
5	ничего не	2	17
6	то что	11	16
7	и в	19	15
8	как бы	4	14
9	не имеет	2	14
10	точки зрения	10	14
11	что это	3	13
12	по себе	5	13
13	это не	2	12
14	прежде всего	4	11
15	в том	18	11
16	не может	10	11
17	говорить о	2	11
18	и все	2	11
19	в этом	17	11
20	с ее	3	10
21	в основе	5	10
22	том что	14	10
23	было бы	4	9
24	это и	3	9
25	то же	4	9
26	уже не	5	9
27	с точки	2	9
28	ни в	3	8
29	не в	14	8
30	что иное	2	8
31	иное как	2	8
32	не что	2	8
33	в себе	8	8
34	не только	32	8
35	и ее	2	8
36	что в	3	7
37	что именно	2	7
38	должна быть	2	7
39	что мы	2	7
40	что он	6	7
41	как и	7	7
42	и его	5	7
43	или в	2	7
44	только в	4	7
45	перед нами	4	6
46	же время	4	6
47	хотя и	3	6
48	и тем	4	6
49	а именно	3	6
50	и даже	3	6
51	в результате	2	6
52	сказать что	4	6
53	тем более	2	6
54	в то	3	6
55	так и	9	5
56	в своем	2	5
57	можно сказать	5	5
58	в ней	3	5
59	в нем	4	5
60	именно в	6	5
61	и на	3	5
62	о том	6	5
63	мы имеем	2	5
64	с его	6	5
65	личности в	2	5
66	субъекта и	2	5
67	то в	6	5
68	в сущности	3	5
69	в себя	6	5
70	и для	2	5
71	и как	5	4
72	в этой	5	4
73	что они	3	4
74	есть в	2	4
75	один из	3	4
76	жизни и	3	4
77	но и	23	4
78	в особенности	4	4
79	так же	2	4
80	и с	4	4
81	не о	3	4
82	той или	4	4
83	отнюдь не	5	4
84	не как	2	4
85	то ни	3	4
86	она не	2	4
87	еще не	7	4
88	как раз	2	4
89	хотя бы	4	4
90	тому как	2	4
91	в силу	4	4
92	в его	9	4
93	подобно тому	2	4
94	или иное	2	3
95	та же	2	3
96	не всегда	2	3
97	в собственном	2	3
98	тем самым	6	3
99	в свою	3	3
100	себя и	2	3
101	совершенно не	2	3
102	более не	2	3
103	отношения к	2	3
104	все эти	2	3
105	но в	6	3
106	как формы	2	3
107	только о	2	3
108	и потому	2	3
109	со стороны	9	3
110	говорит о	2	3
111	когда он	3	3
112	как в	7	3
113	что не	4	3
114	из которых	4	3
115	то или	3	3
116	есть всегда	2	3
117	в данном	5	3
118	могут быть	3	3
119	а если	2	3
120	в области	2	3
121	не менее	3	2
122	в противоположность	2	2
123	в частности	14	2
124	из этих	3	2
125	точно так	2	2
126	что на	2	2
127	его как	2	2
128	да и	4	2
129	но все	4	2
130	свою очередь	3	2
131	при этом	9	2
132	мог бы	3	2
133	никогда не	3	2
134	из них	3	2
135	другой стороны	4	2
136	и только	2	2
137	не было	2	2
138	этой точки	2	2
139	не мог	4	2
140	о ней	3	2
141	и когда	2	2
142	но как	2	2
143	от одного	2	2
144	того или	2	2
145	как это	6	2
146	однако в	2	2
147	но о	3	2
148	в ее	3	2
149	все же	7	2
150	или иную	2	2
151	не будет	3	2
152	в качестве	21	2
153	ту или	2	2
154	в аспекте	2	2
155	одной из	4	2
156	о нем	4	2
157	себе не	2	2
158	нет и	2	2
159	оно не	2	2
160	тем не	3	2
161	себя в	5	2
162	даже не	3	2
163	во всей	2	2
164	бы не	2	2
165	истории и	2	2
166	или иначе	3	2
167	что по	2	2
168	тем что	3	2
169	всей его	2	2
170	как будто	3	2
171	это все	2	2
172	отличие от	5	2
