N	2gram	Losev_Vlad_1	Myshleni
1	и в	31	25
2	в том	11	23
3	том что	14	20
4	и речи	3	20
5	что в	14	17
6	таким образом	3	17
7	с тем	2	16
8	как и	4	15
9	то что	18	15
10	в его	12	15
11	в этом	14	14
12	вместе с	3	14
13	может быть	6	13
14	в целом	3	13
15	так как	8	12
16	в качестве	6	12
17	по своему	3	11
18	на основании	2	11
19	что они	3	10
20	и не	17	10
21	и что	6	10
22	того что	2	10
23	было бы	2	10
24	что и	5	10
25	только в	9	10
26	как в	3	9
27	ни в	2	9
28	того чтобы	2	8
29	тем что	2	8
30	как мы	9	8
31	уже в	7	7
32	все эти	3	7
33	что мы	2	7
34	как это	7	7
35	по своей	4	7
36	для того	2	7
37	не менее	2	6
38	с другой	3	6
39	не в	5	6
40	и у	4	6
41	один из	4	6
42	не может	6	6
43	в связи	3	6
44	и на	3	6
45	потому что	11	6
46	мы должны	2	6
47	что он	12	6
48	в отношении	3	6
49	но не	3	6
50	того же	6	6
51	не только	24	6
52	все же	3	6
53	точки зрения	2	6
54	все это	5	6
55	так и	6	5
56	тем не	2	5
57	и как	4	5
58	но это	3	5
59	для него	7	5
60	при этом	2	5
61	одним из	2	5
62	что она	2	5
63	и по	8	5
64	мы уже	7	5
65	и к	6	5
66	о том	11	5
67	в этой	4	5
68	в частности	2	4
69	никогда не	9	4
70	в своем	4	4
71	из этих	2	4
72	на то	5	4
73	к тому	3	4
74	мы знаем	2	4
75	что с	2	4
76	не мог	3	4
77	всяком случае	2	4
78	отнюдь не	3	4
79	из них	2	4
80	но и	19	4
81	не столько	2	4
82	то и	2	4
83	а в	9	4
84	сказать что	7	4
85	в то	8	4
86	с ним	5	4
87	от нее	2	4
88	и все	4	4
89	то время	2	4
90	еще не	2	4
91	мы увидим	3	4
92	он не	10	4
93	той же	2	4
94	во всяком	2	4
95	и это	2	4
96	можно считать	2	3
97	но на	3	3
98	на этом	2	3
99	и сам	6	3
100	в самом	2	3
101	в котором	6	3
102	другой стороны	3	3
103	то обстоятельство	2	3
104	но только	3	3
105	с ними	2	3
106	в результате	2	3
107	обстоятельство что	2	3
108	во всем	4	3
109	как он	4	3
110	по этому	2	3
111	в жизни	3	3
112	к этому	6	3
113	но как	5	3
114	его к	2	3
115	или менее	3	3
116	а с	5	3
117	когда он	5	3
118	в виде	3	3
119	место в	2	2
120	то же	6	2
121	мы будем	2	2
122	и от	5	2
123	первый план	2	2
124	в тех	2	2
125	а по	2	2
126	для нас	4	2
127	так что	10	2
128	мы и	4	2
129	некоторое время	2	2
130	такого рода	4	2
131	хотя и	4	2
132	в нем	4	2
133	нее в	2	2
134	и других	2	2
135	того и	2	2
136	здесь мы	3	2
137	как на	2	2
138	на себя	3	2
139	виде в	2	2
140	в своих	5	2
141	на его	3	2
142	и здесь	3	2
143	в начале	3	2
144	с его	11	2
145	к жизни	2	2
146	главным образом	4	2
147	в них	2	2
148	этом смысле	4	2
149	к изучению	2	2
150	ясно что	2	2
151	на первый	2	2
152	об этом	7	2
153	которых он	2	2
154	этот момент	2	2
155	о котором	2	2
156	все что	2	2
157	указывает на	2	2
158	это мы	2	2
159	тот же	3	2
160	и потому	6	2
161	а также	5	2
162	еще в	4	2
163	и особенно	4	2
164	этом и	2	2
165	в своей	4	2
166	только что	2	2
167	в течение	9	2
168	уже не	3	2
169	тем самым	2	2
170	на этот	6	2
171	едва ли	3	2
172	и для	2	2
173	и его	7	2
174	связи со	2	2
175	и то	10	2
176	в каком	2	2
177	в себе	4	2
178	в чем	2	2
