N	3gram	Vygotskiy__4	Myshleni
1	в том что	12	31
2	заключается в том	3	14
3	с точки зрения	4	11
4	с одной стороны	3	9
5	с другой стороны	2	8
6	смысле этого слова	3	7
7	друг с другом	4	7
8	то же самое	6	7
9	в самом деле	7	6
10	так же как	3	5
11	можно было бы	4	5
12	не только не	2	5
13	для того чтобы	19	5
14	и той же	2	4
15	на то что	6	4
16	таким образом что	2	4
17	одной и той	2	4
18	с таким образом	2	3
19	точно так же	3	3
20	о том что	10	3
21	во всяком случае	3	3
22	вместе с тем	2	3
23	речь идет о	2	3
24	мы видим что	2	2
25	в том чтобы	3	2
26	и что в	3	2
