N	2gram	Vygotskiy__5	Psycholo
1	то что	26	44
2	и в	16	33
3	в этом	25	28
4	как бы	5	25
5	и что	12	25
6	потому что	21	24
7	для того	14	23
8	может быть	9	22
9	том что	15	22
10	того чтобы	17	22
11	что в	16	21
12	в том	18	21
13	о том	8	20
14	что он	25	20
15	только что	5	15
16	как это	8	14
17	таким образом	19	13
18	и не	12	13
19	так же	15	13
20	сказать что	13	13
21	все это	2	13
22	к тому	6	12
23	в самом	4	12
24	так как	16	12
25	было бы	10	12
26	если мы	7	12
27	самом деле	3	12
28	что все	6	11
29	он не	8	11
30	говорит что	5	10
31	что она	2	10
32	не может	18	10
33	в его	11	10
34	как она	3	10
35	если бы	8	10
36	в этой	6	9
37	по себе	7	9
38	то же	8	9
39	совершенно ясно	2	8
40	вместе с	4	8
41	как будто	2	8
42	в своем	5	7
43	до конца	3	7
44	так что	4	7
45	в нем	7	7
46	не только	16	7
47	когда он	2	7
48	показать что	3	7
49	тому что	5	6
50	это не	4	6
51	что они	5	6
52	в ней	2	6
53	все эти	4	6
54	но он	7	6
55	точки зрения	18	6
56	что мы	4	6
57	же самое	4	6
58	как на	3	6
59	у него	6	6
60	мы видим	4	6
61	мы должны	8	6
62	в сущности	13	6
63	никак не	3	6
64	а не	10	6
65	что эта	3	6
66	самого начала	5	5
67	мы будем	2	5
68	казалось бы	4	5
69	никогда не	5	5
70	в какой	6	5
71	с самого	5	5
72	и как	3	5
73	в целом	4	5
74	мы не	3	5
75	что для	2	5
76	и на	6	5
77	вовсе не	2	5
78	как он	6	5
79	с ним	5	5
80	мы можем	6	5
81	с этим	3	5
82	это и	3	5
83	как и	8	5
84	и может	3	5
85	и его	3	5
86	все же	3	5
87	заключается в	5	5
88	из этого	2	5
89	я не	2	4
90	и есть	7	4
91	в частности	3	4
92	что у	2	4
93	друг с	7	4
94	совершенно не	2	4
95	из них	2	4
96	жизни и	2	4
97	а в	3	4
98	того что	16	4
99	с этой	4	4
100	с тем	3	4
101	в жизни	2	4
102	к этому	3	4
103	у нас	2	4
104	никто не	2	4
105	говорит о	3	4
106	в своей	2	4
107	ее в	3	4
108	как мы	10	4
109	с точки	9	4
110	той же	4	4
111	можно было	5	4
112	исследования и	2	4
113	по поводу	2	4
114	этот вопрос	6	4
115	с другом	7	4
116	только в	10	4
117	в которой	5	4
118	не то	4	4
119	сама по	4	3
120	же как	7	3
121	что если	4	3
122	с одной	3	3
123	что оно	6	3
124	больше того	2	3
125	в самых	4	3
126	обратиться к	2	3
127	тому же	2	3
128	тот же	5	3
129	должно быть	8	3
130	на этом	3	3
131	в пределах	4	3
132	одной стороны	3	3
133	вслед за	2	3
134	но если	6	3
135	то это	2	3
136	но и	6	3
137	тому чтобы	4	3
138	в своих	2	3
139	их в	2	3
140	и здесь	2	3
141	в то	5	3
142	его в	2	3
143	том как	2	3
144	в основе	8	3
145	из нее	5	3
146	в одном	3	3
147	говорить о	3	3
148	но не	10	3
149	указывает на	2	3
150	до сих	3	3
151	и из	2	3
152	что и	3	3
153	сих пор	3	3
154	сделать это	2	3
155	так и	7	3
156	как в	5	3
157	как я	3	3
158	тем самым	8	3
159	из которых	3	3
160	к этой	3	3
161	во всяком	2	3
162	тем что	5	3
163	в той	6	3
164	на этот	4	3
165	бы сказать	2	2
166	его и	3	2
167	самое что	2	2
168	столь же	2	2
169	с другой	4	2
170	и от	2	2
171	на все	5	2
172	прежде всего	3	2
173	вопрос о	12	2
174	в такой	5	2
175	совершенно в	2	2
176	мы могли	7	2
177	оно является	3	2
178	мы знаем	3	2
179	но все	2	2
180	такой же	4	2
181	совершается в	2	2
182	знает что	2	2
183	и другое	4	2
184	при этом	4	2
185	в действительности	3	2
186	вместо того	3	2
187	и является	3	2
188	эти три	2	2
189	в виду	2	2
190	в котором	2	2
191	не является	5	2
192	точка зрения	8	2
193	но мы	5	2
194	нам кажется	2	2
195	то как	3	2
196	в их	3	2
197	другой стороны	2	2
198	именно в	4	2
199	сущности говоря	4	2
200	те же	2	2
201	образом в	2	2
202	не имеет	4	2
203	время как	4	2
204	в результате	4	2
205	больше чем	3	2
206	и с	3	2
207	переход к	3	2
208	во всем	2	2
209	могли бы	6	2
210	не в	6	2
211	и потому	2	2
212	на примере	3	2
213	верно что	2	2
214	на нее	2	2
215	но в	6	2
216	же мы	2	2
217	только не	3	2
218	он может	3	2
219	в них	2	2
220	лежит в	2	2
221	если он	2	2
222	и к	2	2
223	видим что	2	2
224	и эти	2	2
225	по существу	3	2
226	представляет собой	7	2
227	остается совершенно	2	2
228	этот закон	3	2
229	можно сказать	5	2
230	во всех	2	2
231	же самые	2	2
232	что эти	2	2
233	с таким	3	2
234	и другим	2	2
235	принадлежит к	2	2
236	не на	3	2
237	при анализе	2	2
238	нами в	2	2
239	а с	2	2
240	все дело	2	2
241	перейти к	3	2
242	то время	4	2
243	стоит только	2	2
244	ни одного	2	2
245	хотя бы	5	2
246	понять как	2	2
247	чтобы сделать	2	2
248	тому как	4	2
249	и то	4	2
250	между двумя	3	2
251	ни на	2	2
252	связи с	3	2
253	ничего не	5	2
254	образом что	2	2
