N	2gram	Ircho_Kome_3	Dialekti
1	т е	16	30
2	и не	21	30
3	может быть	6	20
4	и в	22	19
5	не только	5	19
6	и т	4	17
7	а не	4	16
8	в себе	4	15
9	то что	4	14
10	что она	4	14
11	и даже	3	14
12	в том	12	14
13	как бы	3	14
14	так как	11	14
15	потому что	10	14
16	вовсе не	4	13
17	но и	4	12
18	то же	7	12
19	точки зрения	4	12
20	и все	2	12
21	ни в	10	10
22	как и	3	10
23	в нем	3	10
24	так и	4	10
25	том что	13	10
26	это не	2	10
27	никогда не	3	9
28	не может	3	9
29	прежде всего	5	8
30	она не	2	8
31	с точки	3	8
32	не в	4	8
33	в этом	8	8
34	в своей	5	8
35	как это	5	7
36	и к	3	7
37	совершенно не	2	7
38	что в	5	7
39	время как	2	7
40	так что	6	7
41	что он	8	6
42	что не	3	6
43	что они	2	6
44	отнюдь не	4	6
45	в то	6	6
46	конечно не	3	6
47	с другой	4	5
48	не мешает	2	5
49	же время	5	5
50	в силу	2	5
51	по своему	3	5
52	в самом	9	5
53	что и	8	5
54	и это	2	5
55	как раз	6	5
56	все равно	3	5
57	и что	6	5
58	только что	7	5
59	и его	6	5
60	говорить о	3	5
61	о том	8	5
62	и с	4	5
63	в виду	2	5
64	уже в	2	4
65	нисколько не	3	4
66	в своем	8	4
67	ясно что	6	4
68	в одном	2	4
69	не могут	2	4
70	в ее	3	4
71	все же	4	4
72	при этом	7	4
73	то время	2	4
74	еще не	6	4
75	и если	2	4
76	к нему	5	4
77	за пределы	2	4
78	он не	5	4
79	хотя бы	4	4
80	связи с	5	4
81	от того	2	4
82	без всякого	2	4
83	все это	5	4
84	другой стороны	2	4
85	в связи	4	4
86	тут же	4	4
87	таким образом	12	4
88	самом деле	6	4
89	а в	7	4
90	в таком	2	4
91	в другом	2	4
92	как он	3	4
93	с ним	5	4
94	не менее	5	3
95	е в	2	3
96	о чем	7	3
97	все время	2	3
98	сразу же	4	3
99	об этом	7	3
100	как мы	2	3
101	в этой	3	3
102	только как	2	3
103	было бы	3	3
104	и мы	3	3
105	тех пор	3	3
106	из них	5	3
107	с этим	3	3
108	не было	2	3
109	после этого	2	3
110	хочет быть	2	3
111	нуждается в	2	3
112	его в	8	3
113	ничего не	3	3
114	нет ни	2	3
115	самого начала	4	2
116	в частности	3	2
117	следует что	3	2
118	в какой	3	2
119	в конце	7	2
120	человека и	2	2
121	если мы	2	2
122	то это	5	2
123	к тому	6	2
124	тем не	3	2
125	с самого	4	2
126	но все	4	2
127	не будет	2	2
128	с тем	4	2
129	что с	2	2
130	до сих	9	2
131	на его	2	2
132	в сущности	2	2
133	сходство в	3	2
134	несмотря на	4	2
135	не отличаются	2	2
136	не по	7	2
137	в ней	4	2
138	всяком случае	3	2
139	так или	2	2
140	сих пор	9	2
141	раз в	2	2
142	в мире	2	2
143	и я	2	2
144	во всех	2	2
145	на него	4	2
146	дело не	2	2
147	в их	2	2
148	как из	2	2
149	тому что	2	2
150	так же	4	2
151	в изображении	2	2
152	т п	4	2
153	с одной	3	2
154	как в	2	2
155	тем же	3	2
156	его не	2	2
157	или иначе	2	2
158	в своих	2	2
159	в результате	2	2
160	их в	3	2
161	между тем	2	2
162	не как	2	2
163	тем что	5	2
164	во время	6	2
165	что мы	2	2
166	же самое	3	2
167	во всяком	3	2
168	в которой	3	2
169	в области	2	2
170	но в	5	2
171	том как	3	2
172	вместе с	9	2
