N	2gram	Tiupa_Anal_2	Psycholo
1	и в	16	38
2	то что	7	35
3	в том	12	25
4	в самом	6	25
5	что в	2	20
6	может быть	6	19
7	на то	2	16
8	что она	2	16
9	точки зрения	4	16
10	то есть	9	15
11	если бы	3	14
12	том что	12	14
13	как бы	10	14
14	в этой	9	13
15	в этом	18	13
16	было бы	3	12
17	не только	16	12
18	таким образом	2	12
19	не в	4	12
20	в сущности	4	10
21	то же	4	10
22	и не	12	10
23	и все	3	10
24	с точки	2	9
25	в двух	2	9
26	в одном	2	8
27	вовсе не	2	8
28	как и	14	8
29	так что	3	8
30	как раз	4	8
31	и то	3	8
32	с другой	6	7
33	а не	10	7
34	никак не	2	7
35	не может	4	7
36	как мы	3	7
37	а в	3	7
38	между тем	2	7
39	из них	3	6
40	к тому	7	6
41	она не	2	6
42	один из	2	6
43	и если	3	6
44	в котором	2	6
45	не имеет	2	6
46	он не	2	6
47	с одной	5	6
48	как это	6	6
49	и его	4	6
50	и на	6	6
51	о том	7	6
52	казалось бы	3	5
53	в своем	4	5
54	на этом	4	5
55	одной стороны	4	5
56	несмотря на	3	5
57	иначе говоря	11	5
58	в своей	2	5
59	вместе с	2	5
60	но и	12	5
61	другой стороны	2	5
62	или в	3	5
63	в его	2	5
64	никогда не	3	4
65	при этом	10	4
66	что с	2	4
67	и для	2	4
68	во всех	4	4
69	речь идет	2	4
70	не мог	3	4
71	что и	3	4
72	с той	2	4
73	в целом	8	4
74	как в	4	4
75	того что	2	4
76	и даже	9	4
77	сказать что	2	4
78	в нас	2	4
79	у него	4	4
80	только в	4	4
81	как будто	3	4
82	в себе	7	4
83	место в	3	3
84	в речи	3	3
85	что все	2	3
86	к этому	2	3
87	и к	5	3
88	он был	2	3
89	того же	4	3
90	в один	4	3
91	все это	4	3
92	это только	2	3
93	не так	4	3
94	в таком	2	3
95	и тем	4	3
96	тем что	3	3
97	состоит в	8	3
98	в то	2	3
99	бы в	3	3
100	его в	2	3
101	едва ли	3	3
102	но в	6	3
103	в общем	2	2
104	одного из	3	2
105	в данном	8	2
106	к своему	2	2
107	была бы	2	2
108	в этих	2	2
109	отнюдь не	8	2
110	при таком	2	2
111	и одновременно	3	2
112	столь же	4	2
113	так например	2	2
114	и во	2	2
115	и я	2	2
116	уже не	4	2
117	по существу	2	2
118	есть в	3	2
119	здесь в	2	2
120	для него	4	2
121	от своего	2	2
122	в первой	3	2
123	по преимуществу	4	2
124	совпадает с	4	2
125	с ее	2	2
126	дело не	2	2
127	данном случае	5	2
128	со стороны	3	2
129	говорит о	5	2
130	имеет место	4	2
131	и другими	2	2
132	по выражению	2	2
133	внимание на	2	2
134	так же	2	2
135	отношения к	2	2
136	для читателя	2	2
137	для всех	2	2
138	той же	2	2
139	в качестве	11	2
140	в конце	4	2
141	он в	4	2
142	автора и	3	2
143	одно из	2	2
144	к его	2	2
145	представляет собой	8	2
146	этого слова	3	2
147	представляют собой	2	2
148	с ним	2	2
149	ничего не	9	2
150	в эту	3	2
