N	2gram	Voloshinov_1	Marksizm
1	может быть	8	28
2	и пр	7	25
3	и в	13	19
4	как бы	6	19
5	и не	8	19
6	не может	8	18
7	в процессе	5	18
8	абстрактного объективизма	10	17
9	точки зрения	7	17
10	то же	4	16
11	и его	12	16
12	языка и	5	15
13	в этом	2	15
14	таким образом	6	14
15	лишь в	4	14
16	не только	6	13
17	с точки	5	13
18	в нем	2	11
19	если бы	2	11
20	вовсе не	2	11
21	монологическое высказывание	3	11
22	не в	3	10
23	в пределах	3	10
24	но и	3	10
25	том что	2	10
26	так и	3	10
27	и т.п	7	10
28	для него	2	9
29	при этом	2	9
30	языка как	3	9
31	как и	3	9
32	самом деле	3	9
33	а не	2	9
34	не является	4	8
35	по отношению	3	8
36	отношению к	3	8
37	только в	6	8
38	никогда не	3	7
39	в связи	2	7
40	в том	2	7
41	но в	4	7
42	прежде всего	9	7
43	в языке	2	7
44	и для	3	7
45	к тому	2	6
46	в самом	2	6
47	и следовательно	2	6
48	с помощью	2	6
49	и все	3	6
50	между тем	2	6
51	более того	2	6
52	мы уже	2	6
53	слова и	2	6
54	социальной группы	4	6
55	хотя бы	5	6
56	мы можем	4	6
57	самого начала	2	5
58	смысле слова	2	5
59	в их	3	5
60	так же	2	5
61	в его	7	5
62	все же	5	5
63	с самого	2	5
64	в данном	2	5
65	в отношении	2	4
66	в жизненной	2	4
67	то что	6	4
68	и тем	2	4
69	и их	7	4
70	с ними	2	4
71	бы в	2	4
72	а как	2	4
73	было бы	4	4
74	вполне понятно	4	4
75	для себя	2	4
76	и ее	2	4
77	в себе	3	4
78	и т.д	5	4
79	учение о	2	3
80	с другой	2	3
81	оценка и	2	3
82	она является	2	3
83	жизненной речи	2	3
84	в двух	4	3
85	да и	3	3
86	здесь мы	3	3
87	одной стороны	2	3
88	в ней	2	3
89	за пределы	3	3
90	истории языка	2	3
91	а в	2	3
92	с этим	3	3
93	с одной	2	3
94	все эти	2	3
95	в другом	2	3
96	социального общения	6	3
97	не имеет	2	3
98	чем же	2	3
99	в языковом	2	3
100	но ведь	5	3
101	так как	3	3
102	слово в	3	3
103	сознания и	2	3
104	изолированное монологическое	2	3
105	не как	3	3
106	конечно в	2	3
107	в ее	3	3
108	интонации в	2	3
109	одно и	3	3
110	слов и	4	3
111	в своей	4	3
112	и то	3	3
113	могут быть	2	3
114	языковых форм	2	3
115	связана с	3	2
116	уже в	2	2
117	что в	3	2
118	только путем	3	2
119	высказывание и	2	2
120	точку зрения	3	2
121	эта динамика	2	2
122	иное как	2	2
123	разрыв между	2	2
124	в тех	2	2
125	же слово	2	2
126	что они	2	2
127	общения и	2	2
128	в зависимости	2	2
129	в материале	5	2
130	но для	3	2
131	и является	2	2
132	того или	2	2
133	от этого	2	2
134	или иного	2	2
135	как системы	3	2
136	зависимости от	2	2
137	от своего	2	2
138	не на	2	2
139	и эта	5	2
140	мы не	4	2
141	тем что	2	2
142	экспрессивной интонации	3	2
143	может стать	2	2
144	там где	2	2
