N	2gram	Medvedev_F_3	Problemy
1	и в	27	46
2	и не	30	27
3	может быть	25	23
4	как бы	8	19
5	не может	24	19
6	в нем	15	17
7	в этом	18	16
8	не только	9	14
9	но и	10	12
10	как и	14	12
11	как мы	8	12
12	и на	3	11
13	точки зрения	16	11
14	а не	17	11
15	не в	12	10
16	в пределах	8	10
17	между ними	15	10
18	прежде всего	4	9
19	в том	7	9
20	в большинстве	4	9
21	в самом	11	9
22	и все	8	9
23	вовсе не	28	9
24	в его	7	9
25	с точки	14	9
26	большинстве случаев	5	8
27	конечно не	4	8
28	и с	3	7
29	по себе	4	7
30	еще не	6	7
31	в сущности	2	7
32	как раз	8	7
33	в себе	3	7
34	слова и	4	7
35	никогда не	5	6
36	в каждом	5	6
37	ни в	8	6
38	но это	2	6
39	в него	3	6
40	друг друга	5	6
41	пределах одного	2	6
42	о нем	3	6
43	слово в	2	6
44	но в	6	6
45	на фоне	3	6
46	что он	6	6
47	мы увидим	2	6
48	и между	5	6
49	в романе	4	6
50	то же	15	6
51	все это	7	6
52	и его	19	6
53	только в	8	6
54	это не	3	5
55	же время	7	5
56	при этом	8	5
57	в котором	2	5
58	нам кажется	2	5
59	жизни и	4	5
60	по отношению	3	5
61	в самой	2	5
62	в то	7	5
63	так как	9	5
64	в жизни	11	5
65	с его	2	5
66	к другому	2	5
67	за пределы	2	5
68	о том	4	5
69	если же	5	5
70	отношению к	3	5
71	во всех	3	5
72	если мы	7	5
73	так сказать	5	5
74	уже в	4	4
75	что в	8	4
76	в этих	3	4
77	можно сказать	3	4
78	да и	4	4
79	до конца	4	4
80	в виду	3	4
81	слово как	3	4
82	таким образом	18	4
83	все эти	6	4
84	в направлении	5	4
85	потому что	7	4
86	а что	3	4
87	же и	4	4
88	он и	3	4
89	мы не	4	4
90	мы можем	4	4
91	превращается в	2	4
92	как в	4	4
93	раз и	3	4
94	том что	4	4
95	но не	5	4
96	совершенно не	7	4
97	все же	6	4
98	то что	8	4
99	в процессе	15	4
100	так и	21	4
101	уже не	3	4
102	самом деле	16	4
103	героя и	2	4
104	здесь не	2	4
105	в отношении	2	3
106	с другой	6	3
107	из этих	2	3
108	человека и	2	3
109	не могут	10	3
110	мы и	3	3
111	такой же	2	3
112	в своем	2	3
113	на этом	2	3
114	в формах	2	3
115	одним из	3	3
116	но для	2	3
117	но если	2	3
118	и для	6	3
119	и их	5	3
120	другой стороны	5	3
121	так же	9	3
122	и только	2	3
123	с помощью	8	3
124	и даже	2	3
125	в конце	3	3
126	как он	2	3
127	их в	3	3
128	бы в	6	3
129	но при	2	3
130	если бы	12	3
131	в единстве	5	3
132	здесь и	6	3
133	не как	2	3
134	и во	2	3
135	в условиях	3	3
136	с ее	2	3
137	более того	6	3
138	так чтобы	2	3
139	того же	3	3
140	и что	3	3
141	слов и	4	3
142	она не	4	3
143	было бы	6	3
144	кажется что	2	3
145	мы уже	3	3
146	в своей	6	3
147	никак не	3	3
148	что и	2	3
149	войти в	5	3
150	что же	5	3
151	только на	4	3
152	в отличие	2	3
153	в той	3	3
154	героя в	3	3
155	тем же	7	3
156	той же	3	3
157	отличается от	2	3
158	в слове	4	3
159	жизнь и	3	3
160	слова как	2	3
161	тем что	5	3
162	правда в	2	3
163	в этой	2	3
164	установка на	4	3
165	и это	2	3
166	дело в	2	3
167	отличие от	2	3
168	не менее	7	2
169	же он	2	2
170	этом романе	3	2
171	должна быть	3	2
172	высказывание в	3	2
173	для этого	2	2
174	в одной	5	2
175	на все	2	2
176	или иной	2	2
177	к тому	4	2
178	все время	6	2
179	для нас	3	2
180	следовательно и	4	2
181	и как	4	2
182	лишь как	3	2
183	конкретного высказывания	3	2
184	же как	3	2
185	в конкретном	4	2
186	смысле слова	2	2
187	ведь мы	2	2
188	в плоскости	5	2
189	в общем	2	2
190	и следовательно	3	2
191	и является	4	2
192	и тем	3	2
193	жизнь не	4	2
194	вот как	2	2
195	одной плоскости	3	2
196	отношения к	2	2
197	те же	3	2
198	они не	4	2
199	лишь в	9	2
200	увидим что	2	2
201	этого романа	2	2
202	в которых	3	2
203	в результате	5	2
204	сказать что	3	2
205	материал и	2	2
206	от одного	2	2
207	в художественном	5	2
208	в произведении	3	2
209	между тем	7	2
210	поэтому и	2	2
211	сознания и	2	2
212	и всякое	2	2
213	всякое высказывание	3	2
214	этом смысле	2	2
215	из одного	2	2
216	из своих	2	2
217	стороны и	2	2
218	бы ни	4	2
219	у нас	3	2
220	одна из	2	2
221	в корне	4	2
222	но ведь	4	2
223	этого слова	2	2
224	на почве	2	2
225	нет и	3	2
226	сами по	2	2
227	не могло	2	2
228	и пр	15	2
229	вместе с	6	2
230	бы и	3	2
231	к самому	2	2
232	так в	2	2
233	в языке	2	2
234	бы не	2	2
235	хотя бы	6	2
236	высказывания и	5	2
237	ничего не	2	2
238	в данном	6	2
239	во всяком	6	2
240	от этого	2	2
241	могут быть	4	2
242	может стать	3	2
243	ту же	2	2
244	в поэзии	3	2
245	видения и	4	2
246	там где	7	2
